HMGCR	MVK
MVK	PMVK
PMVK	MVD
MVD	FDPS
FDPS	HRAS
HRAS	MAPK1
MAPK1	TP53
MAPK1	CREB1
MAPK1	ATF2
MAPK1	ATF4
MAPK1	SMAD2
SMAD2	E2F4
MAPK1	CREB3
MAPK1	ATF6B
MAPK1	CREB3L2
MAPK1	CREB3L1
MAPK1	CREB5
SMAD2	YAP1
YAP1	TEAD1
YAP1	TEAD4
YAP1	TEAD3
MAPK1	SMAD4
SMAD4	LEF1
SMAD2	WWTR1
SMAD4	TCF7
SMAD4	TCF7L2
SMAD4	TCF7L1
ITGB2	PTK2
PTK2	MAPK1
ITGB2	PIK3R5
PIK3R5	AKT3
AKT3	CREB1
AKT3	ATF2
AKT3	ATF4
AKT3	CREB3
AKT3	ATF6B
AKT3	CREB3L2
AKT3	CREB3L1
AKT3	CREB5
AKT3	PPP1CA
PPP1CA	YAP1
ITGB2	SRC
SRC	CTNNB1
CTNNB1	LEF1
LEF1	TEAD1
LEF1	TEAD4
LEF1	TEAD3
PPP1CA	WWTR1
CTNNB1	TCF7
CTNNB1	TCF7L2
CTNNB1	TCF7L1
STAT5A	BCL2L1
CREB1	PER3
ARNTL	CRY2
ARNTL	RORB
TCF7	CCND1
TCF7L2	MYC
TCF7L1	BIRC5
ESR1	ATP2B1
JUN	CXCL1
RBPJL	MYC
RBPJ	MYC
CTNNB1	CCND1
HIF1A	TIMP1
ARNT	HK2
YAP1	ID2
YAP1	AXIN1
WWTR1	ITGB2
PAX6	PDX1
MITF	TYRP1
EGR1	COL2A1
SP1	COL2A1
SP3	COL2A1
MYC	NME1
JUN	NPPA
HIF1A	NR4A1
CREB1	NRAS
RARA	PLAU
ATF1	PLAUR
SP2	PLP1
JUN	POLA
NFIC	POLE2
CREB1	PTGS2
REL	PTGS2
USF1	PTGS2
