TYMS	ITPA
ITPA	ADCY1
ADCY1	RAPGEF3
RAPGEF3	MAPK8
MAPK8	TP53
ADCY1	PRKACA
PRKACA	MAPK1
MAPK1	MYC
PRKACA	CREBBP
CREBBP	SP1
ITPA	NPR1
NPR1	PRKG1
PRKG1	PPP1CA
PPP1CA	YAP1
MAPK8	JUN
PRKACA	NFKB1
MAPK1	ETS1
PRKACA	CREB1
PRKACA	CTNNB1
CTNNB1	LEF1
CTNNB1	TCF7
CTNNB1	TCF7L2
CTNNB1	TCF7L1
PRKACA	XBP1
XBP1	CEBPA
MAPK1	STAT3
PRKACA	RELA
MAPK1	STAT1
MAPK8	FOS
LEF1	TEAD1
LEF1	TEAD4
LEF1	TEAD3
PRKACA	PPARA
PPARA	RXRA
CREBBP	RXRB
CREBBP	RXRG
FPGS	DHFR
DHFR	SHMT1
SHMT1	GATM
GATM	NOS1
NOS1	MAPK1
MAPK1	TP53
MAPK1	SMAD2
SMAD2	SP1
SMAD2	YAP1
NOS1	HRAS
HRAS	JUN
MAPK1	NFKB1
GATM	NOS3
NOS3	CREB1
MAPK1	SMAD4
SMAD4	LEF1
SMAD4	TCF7
SMAD4	TCF7L2
SMAD4	TCF7L1
DHFR	ATIC
ATIC	HPRT1
HPRT1	PDE3B
PDE3B	PRKACA
MAPK1	RELA
HRAS	FOS
YAP1	TEAD1
YAP1	TEAD4
YAP1	TEAD3
MAPK1	THRB
THRB	RXRA
THRB	RXRB
THRB	RXRG
TP53	SFN
TP53	GADD45B
ZBTB17	CDKN2B
STAT5A	BCL2L1
CREB1	PER1
CREB1	PER3
ARNTL	CRY1
ARNTL	CRY2
ARNTL	RORA
ARNTL	RORB
ARNTL	BHLHE41
HIF1A	TIMP1
ARNT	ENO1
YAP1	ID2
YAP1	ID4
YAP1	AXIN1
YAP1	NKD1
WWTR1	ITGB2
WWTR1	SERPINE1
TEAD1	BIRC5
TEAD4	AXIN2
VDR	TRPV6
NFKB1	GADD45B
NFKB1	BCL2A1
NFKB1	VCAM1
RELA	BCL2A1
RELA	CCL4L1
RELB	CCL21
PIK3CD	AKT1
PIK3R2	AKT2
RBPJL	HES5
TP53	RPRM
ETS1	IL8
CREB3	MCL1
PPARA	SLC27A1
PPARG	ACSL5
NFYA	HLA-DOB
NFYA	HLA-DPB1
MAPK8	IL18
MAPK8	IL23A
MAPK11	IL1B
MAPK11	IL6
CREB5	AQP2
USF2	CEACAM6
ATF1	CGA
NFKB1	COL1A1
RELA	COL1A1
SP1	COL1A1
USF1	CTSB
NFIC	CYP17A1
ETS1	DNTT
ETV4	ERBB2
USF1	FBP1
SP1	NFKB2
PPARA	NFKBIA
CEBPA	NFYB
MYC	NME1
MYC	NME2
JUN	NPPA
JUND	NQO1
HIF1A	NR4A1
MYC	NRAS
CREB1	NRAS
MYB	NRAS
