HMGCR	MVK
MVK	PMVK
PMVK	MVD
MVD	FDPS
FDPS	HRAS
HRAS	MAPK1
MAPK1	CCND1
CCND1	RB1
RB1	E2F1
MAPK1	SMAD2
SMAD2	E2F4
RB1	E2F2
RB1	E2F3
HRAS	RAF1
RAF1	NFKB1
RAF1	RELA
MAPK1	CREB1
MAPK1	ATF2
MAPK1	CREB3
CREB3	ATF1
HRAS	PLCE1
PLCE1	PRKACA
PRKACA	PPARA
MAPK1	TP53
MAPK1	ATF4
MAPK1	MYC
HRAS	JUN
HRAS	FOS
NR3C2	ATP1A2
NR3C2	ATP1B1
NR3C2	SCNN1B
GLI2	WNT5A
GLI2	WNT7A
GLI2	WNT8A
GLI3	WNT4
TCF7L2	MYC
TCF7L1	BIRC5
JUN	CXCL1
STAT4	SOCS1
STAT4	CCND3
STAT5A	SOCS2
STAT5B	CCND1
STAT5B	CCND2
STAT6	CCND1
MAPK1	CDK4
NFKB1	CCL4L2
NFKB1	PTGS2
PIK3CA	AKT1
PIK3R1	AKT3
RBPJL	PTCRA
RXRA	PLIN1
RXRB	ACSL4
RXRG	EHHADH
IRF7	IFNA8
MAPK3	NOS2
MAPK3	IL23A
MAPK9	NOS2
MAPK9	IL23A
MAPK9	TNF
MAPK10	IL1A
MAPK10	IL1B
MAPK10	IL6
MAPK10	IL12A
NFIC	AFP
EGR1	AKR1B1
USF2	CEACAM5
EGR1	COL2A1
SP3	COL2A1
ETV4	FOS
FLI1	FOS
CEBPB	IL5
JUN	IL5
CEBPA	IL6
ERG	MMP2
FLI1	MMP2
SPI1	MMP2
ERG	MMP9
ATF1	PLAUR
SP2	PLP1
NFIC	POLE2
