TYMS	ITPA
ITPA	ADCY1
ADCY1	PRKACA
PRKACA	MAPK1
MAPK1	MYC
PRKACA	NFKB1
PRKACA	RELA
PRKACA	CREBBP
CREBBP	SP1
PRKACA	CREB1
ADCY1	RAPGEF3
RAPGEF3	MAPK8
MAPK8	JUN
PRKACA	ATF1
PRKACA	PSEN1
PSEN1	ATF6
MAPK1	ETS1
PRKACA	EP300
NFKB1	HIF1A
CREBBP	ARNT
MAPK8	ELK1
ELK1	EGR1
MAPK8	TP53
RAPGEF3	MAPK14
MAPK14	ELK4
PRKACA	NFATC1
NFATC1	SRF
MAPK8	FOS
NR3C2	ATP1A3
NFKB1	CCL5
MAPK12	IL8
NFKB1	TNF
CREBBP	SERPINE1
EP300	SERPINE1
HIF1A	SERPINE1
SOS1	CCND3
SOS2	SPRY3
HNF1A	HNF4A
PIK3R2	AKT1
RXRA	PLTP
RXRB	ACSBG1
RXRB	MMP1
RXRG	EHHADH
IRF7	IFNA8
NFYA	LOC100507709
NFYB	HLA-DRB3
NFYB	HLA-DRB4
NFYB	CD74
NFYC	LOC100507709
MAPK8	IL18
USF1	APOC3
PPARG	APOE
USF1	APOE
SP1	CAV1
USF1	CTSB
ELK3	FOS
ESR1	FOS
ESR2	FOS
ETS2	FOS
TFAP2A	HMOX1
ETS1	IL5
ATF1	PPP2R4
ATF2	PTGS2
PPARA	SERPINE1
JUN	TFRC
ERG	TNNC1
HIF1A	VHL
