HMGCR	MVK
MVK	PMVK
PMVK	MVD
MVD	FDPS
FDPS	HRAS
HRAS	RAF1
RAF1	NFKB1
RAF1	RELA
HRAS	PIK3R5
PIK3R5	HIF1A
HIF1A	CREBBP
HIF1A	EP300
HIF1A	ARNT
HRAS	MAPK1
MAPK1	CREB1
NFKB1	NFKB2
MAPK1	TP53
MAPK1	MYC
HRAS	JUN
MAPK1	ESR1
MAPK1	SMAD2
SMAD2	YAP1
SMAD2	SP1
MAPK1	ETS1
ITGB2	PIK3R5
PIK3R5	AKT3
AKT3	NFKB1
AKT3	RELA
AKT3	CREB1
AKT3	CHUK
CHUK	NFKB2
ITGB2	PTK2
PTK2	MAPK1
PIK3R5	GSK3B
GSK3B	MYC
AKT3	JUN
ITGB2	SRC
SRC	STAT3
STAT3	ESR1
AKT3	PPP1CA
PPP1CA	YAP1
CREBBP	SP1
TP53	GADD45B
ZBTB17	CDKN2B
ELK1	BIRC2
NFKB1	TNF
RELA	MMP9
CREBBP	SERPINE1
CREBBP	PGF
EP300	SERPINE1
EP300	PGF
HIF1A	SERPINE1
ARNT	ENO1
STAT4	CCND3
STAT4	SOCS5
STAT5A	MYC
STAT5B	CCND2
STAT5B	SOCS3
STAT6	SOCS7
RELA	CCL4L1
RBPJL	HES5
TP53	SESN1
TP53	IGFBP3
TP53	RPRM
MAPK8	IL23A
MAPK11	IL1A
MAPK11	IL1B
MAPK11	IL6
SP1	ADA
USF2	CEACAM6
ATF1	CGA
SP1	CYP21A2
ESR1	FOS
ESR2	FOS
ETS2	FOS
PPARA	NFKBIA
CEBPA	NFYB
ESR1	PTMA
PPARA	SERPINE1
ETS1	SLC26A3
JUN	TFRC
HOXA5	TH
ERG	TNNC1
SP3	TNNC1
HIF1A	VHL
