HMGCR	MVK
MVK	PMVK
PMVK	MVD
MVD	FDPS
FDPS	HRAS
HRAS	RAF1
RAF1	NFKB1
HRAS	JUN
HRAS	MAPK1
MAPK1	SMAD2
SMAD2	SP1
HRAS	PIK3R5
PIK3R5	HIF1A
HIF1A	CREBBP
HIF1A	EP300
HIF1A	ARNT
HRAS	FOS
RAF1	RELA
MAPK1	MYC
MAPK1	ETS1
MAPK1	TP53
TP53	TP73
MAPK1	CREB1
TFDP2	CCNE2
NPAS2	BHLHE41
NPAS2	PER3
CLOCK	RORB
TCF7L2	BIRC5
JUN	CCND2
NFATC2	TNF
CREB3L3	IL8
CREBBP	LDHA
CREBBP	TFRC
EP300	LDHA
EP300	TFRC
HIF1A	LDHA
HIF1A	PFKFB4
HIF1A	PFKL
SMAD2	CTGF
RELA	PTGS2
RELA	CCL4
RELB	CCL19
RELB	CXCL12
PIK3CD	AKT3
PIK3R1	PDPK1
PIK3R2	PDPK1
NFYC	HLA-DMB
NFYC	HLA-DOA
SP1	ADA
ATF4	CGA
RARG	CRABP2
NFKB1	CSF1
ETS1	CSF2
USF2	CTSB
SP1	CTSL
USF1	FBP1
SPI1	NFKB1
CEBPA	PCK2
E2F4	PCNA
SP3	PDGFB
SP1	PLAU
MYBL2	RBL1
CEBPA	SERPINC1
MYBL2	SP1
POU2F1	TFPI2
CREB1	TIMP1
POU2F1	TNF
MYC	TP53
USF2	TYMS
ETS1	VWF
ETS2	VWF
