TYMS	ITPA
ITPA	ADCY1
ADCY1	RAPGEF3
RAPGEF3	MAPK8
MAPK8	JUN
ADCY1	PRKACA
PRKACA	CREBBP
PRKACA	EP300
PRKACA	NFKB1
NFKB1	HIF1A
CREBBP	ARNT
PRKACA	CREB1
MAPK8	TP53
PRKACA	MAPK1
MAPK1	ETS1
MAPK1	MYC
PRKACA	ATF1
CREBBP	SP1
ITPA	NPR1
NPR1	PRKG1
PRKG1	PPP1CA
PPP1CA	YAP1
PRKACA	RELA
MAPK1	STAT1
NFKB1	MYB
MAPK8	SMAD3
SMAD3	E2F4
MAPK1	STAT3
CREBBP	STAT5A
CREBBP	STAT5B
CREBBP	STAT2
CREBBP	STAT4
CREBBP	STAT6
PRKACA	PPARA
PPARA	RXRA
RXRA	RARB
PRKACA	CTNNB1
CTNNB1	LEF1
CTNNB1	TCF7
CTNNB1	TCF7L2
CTNNB1	TCF7L1
LEF1	TEAD1
LEF1	TEAD4
LEF1	TEAD3
MAPK8	FOXO3
CREBBP	RBPJL
CREBBP	RBPJ
FPGS	DHFR
DHFR	SHMT1
SHMT1	GATM
GATM	NOS1
NOS1	HRAS
HRAS	JUN
GATM	NOS3
NOS3	CREB3
CREB3	CREBBP
CREB3	EP300
HRAS	PIK3R5
PIK3R5	HIF1A
NOS3	CREB1
NOS1	MAPK1
MAPK1	TP53
CREB3	ATF1
MAPK1	SMAD2
SMAD2	SP1
SMAD2	YAP1
MAPK1	RELA
MAPK1	NFKB1
SMAD2	E2F4
STAT3	STAT5A
STAT3	STAT5B
STAT3	STAT2
STAT3	STAT4
STAT3	STAT6
MAPK1	THRB
THRB	RXRA
MAPK1	SMAD4
SMAD4	LEF1
SMAD4	TCF7
SMAD4	TCF7L2
SMAD4	TCF7L1
YAP1	TEAD1
YAP1	TEAD4
YAP1	TEAD3
MAPK1	FOXO3
MAPK1	SMAD3
STAT5A	BCL2L1
STAT5B	BCL2L1
CREB1	PER3
CREB1	PER2
ARNTL	CRY2
ARNTL	PER1
ARNTL	RORB
ARNTL	RORC
CLOCK	PER2
FOSB	NFKB1
MAPK14	CXCL1
RBPJ	FCER2
CTNNB1	CCND3
NFKB1	TNF
RELA	IL6
CREBBP	SERPINE1
CREBBP	PFKL
EP300	SERPINE1
EP300	PFKL
HIF1A	SERPINE1
HIF1A	BCL2
HIF1A	TIMP1
ARNT	EDN1
YAP1	ID2
YAP1	ID3
YAP1	AXIN1
YAP1	AXIN2
WWTR1	ITGB2
WWTR1	AREG
TEAD1	GLI2
TEAD1	AXIN2
TEAD1	CCND2
TEAD4	SNAI2
TEAD4	AXIN1
TEAD3	GLI2
TEAD3	BIRC5
TEAD3	CCND2
TP73	BBC3
TCF7L1	CCND2
TEAD2	CTGF
TEAD2	SOX2
TEAD2	AXIN2
FOXO1	G6PC
STAT5A	SOCS1
STAT6	PIM1
PAX6	IAPP
TCF7L2	MITF
NFKB1	FIGF
RFX5	HLA-DQA1
RFX5	HLA-DQA2
RFXAP	CD74
MAPK12	IL1B
SP1	COL4A2
SP3	CD14
EGR1	CD44
E2F4	CDK1
ETS2	CDK1
CEBPA	CDKN1A
ESR1	CDKN1A
ETS1	CDKN1A
JUN	CDKN1A
JUNB	CDKN1A
JUND	CDKN1A
NFIC	CGA
TFAP2A	CGA
TP53	CHEK1
SP3	CHI3L1
NFKB1	COL1A1
RELA	COL1A1
SP1	COL1A1
USF1	CTSB
SP3	CTSL
ELK3	FOS
ESR1	FOS
ESR2	FOS
ETS2	FOS
MYC	NME1
TP53	NME1
JUN	NPPA
FOS	NQO1
HIF1A	NR4A1
RELA	NR4A1
CREB1	NRAS
JUN	NRAS
PAX6	PDHX
JUN	PENK
TFAP2A	POLD2
PPARG	PTGS2
MYC	PTMA
PPARA	SERPINE1
NFIC	SFTPC
JUN	TFRC
HOXA4	TH
ERG	TNNC1
SMAD4	TNNC1
HIF1A	VHL
POU2F1	VWF
