TYMS	ITPA
ITPA	ADCY1
ADCY1	RAPGEF3
RAPGEF3	MAPK8
MAPK8	JUN
ADCY1	PRKACA
PRKACA	CREBBP
CREBBP	SP1
PRKACA	MAPK1
MAPK1	STAT3
PRKACA	EP300
PRKACA	NFKB1
NFKB1	HIF1A
CREBBP	ARNT
MAPK1	STAT1
MAPK8	FOS
MAPK8	SMAD3
MAPK1	ETS1
PRKACA	CREB1
PRKACA	PRKAG2
PRKAG2	MTOR
MTOR	PPARG
PRKACA	PPARA
PPARA	RXRA
CREBBP	RXRB
CREBBP	RXRG
MAPK8	JUND
PRKACA	PSEN1
PSEN1	ATF6
RAPGEF3	MAPK14
MAPK14	AKT3
AKT3	IRF3
MAPK8	SMAD4
PRKACA	RELA
FPGS	DHFR
DHFR	SHMT1
SHMT1	GATM
GATM	NOS1
NOS1	HRAS
HRAS	JUN
NOS1	MAPK1
MAPK1	SMAD2
SMAD2	SP1
GATM	NOS3
NOS3	CREB3
CREB3	CREBBP
CREB3	EP300
HRAS	PIK3R5
PIK3R5	HIF1A
HRAS	FOS
MAPK1	SMAD3
NOS3	CREB1
MAPK1	NFKB1
PIK3R5	MTOR
MAPK1	THRB
THRB	RXRA
THRB	RXRB
THRB	RXRG
HRAS	MAPK8
DHFR	ATIC
ATIC	HPRT1
HPRT1	PDE3B
PDE3B	PRKACA
PIK3R5	AKT3
MAPK1	SMAD4
MAPK1	RELA
TCF7	BIRC5
NFAT5	TNF
SMAD3	MYC
MAPK8	JUN
CREB5	IL8
CREBBP	HK1
CREBBP	ANGPT4
CREBBP	VEGFC
EP300	HK1
EP300	ANGPT4
EP300	VEGFC
HIF1A	HK1
HIF1A	ANGPT4
TEAD1	SOX2
TEAD3	CTGF
JUN	PGF
MYC	VEGFA
NFKB2	XIAP
CREB3L4	MCL1
CREB5	MCL1
PPARA	SCP2
PPARD	ACOX3
RXRA	NR1H3
RXRA	CD36
RXRG	FABP3
IRF7	IFNA14
RFXAP	HLA-DMA
EGR1	FN1
NFKB1	FN1
RELA	FN1
JUND	FOSL1
SP1	FOSL1
SMAD4	FSHB
BRCA1	GADD45A
ESR1	GADD45A
NFKB1	GADD45A
POU2F1	GADD45A
POU5F1	GADD45A
PPARA	GADD45A
PPARD	GADD45A
TFAP2A	HMOX1
ETS2	PLAU
TP53	RELA
SPI1	SCARB2
PPARD	SERPINE1
SP1	SPN
EGR1	TFPI2
ATF1	TG
JUN	TIMP1
EGR4	TNF
ETS1	TNNC1
JUN	TP53
JUN	TXN
PAX1	VHL
