HMGCR	MVK
MVK	PMVK
PMVK	MVD
MVD	FDPS
FDPS	HRAS
HRAS	JUN
HRAS	RAF1
RAF1	NFKB1
RAF1	RELA
HRAS	MAPK1
MAPK1	SMAD4
SMAD4	LEF1
SMAD4	TCF7
SMAD4	TCF7L2
SMAD4	TCF7L1
MAPK1	STAT3
MAPK1	SMAD2
SMAD2	SP1
HRAS	PIK3R5
PIK3R5	THRA
THRA	RXRA
RXRA	RARB
THRA	RXRB
THRA	RXRG
HRAS	MAP3K1
MAP3K1	IKBKG
IKBKG	TBK1
TBK1	REL
MAPK1	CREB1
MAPK1	ELK1
ELK1	EGR1
MAPK1	STAT1
STAT1	MYD88
MAPK1	ETS2
SMAD2	YAP1
PIK3R5	MTOR
MTOR	PPARG
MAPK1	TP53
YAP1	TEAD1
YAP1	TEAD4
YAP1	TEAD3
PIK3R5	HIF1A
HRAS	FOS
PIK3R5	EGFR
EGFR	STAT5A
EGFR	STAT5B
STAT3	STAT4
HRAS	PLCE1
PLCE1	PRKACA
PRKACA	PPARA
HRAS	MAPK8
MAPK8	JUND
HIF1A	CREBBP
HIF1A	EP300
LEF1	PPARD
MAP3K1	CHUK
CHUK	IRF7
HIF1A	ARNT
MAPK1	ETS1
STAT3	IRF1
PRKACA	CREM
PRKACA	XBP1
XBP1	CEBPA
HRAS	MAPK3
MAPK1	MYC
MAPK1	ATF2
CREB5	BDNF
TFDP2	CCNE2
LEF1	MYC
TCF7	BIRC5
TCF7L2	MYC
TCF7L1	BIRC5
TCF7L1	MYC
ESR1	SLC8A1
ESR1	CALB1
NFAT5	TNF
NFKB1	TNF
CREB5	IL8
CREBBP	SERPINE1
CREBBP	VEGFC
EP300	SERPINE1
EP300	VEGFC
HIF1A	SERPINE1
HIF1A	PFKFB4
HIF1A	PFKL
HIF1A	PGF
ARNT	EPO
ARNT	FIGF
ARNT	TF
ARNT	TIMP1
ARNT	HKDC1
RELA	HIF1A
YAP1	FGF1
YAP1	GLI2
YAP1	MYC
YAP1	CCND1
WWTR1	CTGF
WWTR1	FGF1
SMAD1	ID2
SMAD1	ID4
SMAD4	CTGF
SMAD4	ID2
TEAD1	SOX2
TEAD3	CTGF
TEAD3	AXIN2
TCF7L1	AXIN2
TEAD2	CCND1
SOS1	BCL2L1
STAT5A	SOCS4
STAT5A	CCND2
STAT5B	SOCS5
CREB1	MITF
EP300	MITF
TCF7L1	MITF
PIK3R2	AKT3
TP53	ZMAT3
TP53	THBS1
EPAS1	PDGFB
ETS1	MMP1
HIF1A	TGFA
MAX	CKS1B
NFKB1	TRAF3
NFKB2	BIRC2
NFKB2	BIRC3
NFKB2	TRAF2
NFKB2	TRAF5
IRF1	IL12A
CREB3	BCL2
FOXO3	PCK2
CREB3L3	BCL2
CREB3L1	BCL2
PPARA	CYP7A1
PPARA	DBI
PPARA	ACADM
PPARA	LPL
PPARD	CPT1C
PPARD	UBC
PPARD	ACOX2
PPARG	CYP27A1
PPARG	ACSL1
PPARG	PCK2
PPARG	PLIN1
RXRA	CPT2
RXRA	ACSL1
RXRA	ACSL4
RXRA	SCP2
RXRB	CYP7A1
RXRB	FABP1
RXRB	GK
RXRB	ACADL
RXRB	APOA2
RXRG	SLC27A4
RXRG	CYP4A11
RXRG	EHHADH
RXRG	FABP4
EGR1	CCL5
MAX	CCND1
IRF7	IFNA8
IRF7	IFNA10
CREB1	HLA-DRB5
MAPK14	IL1A
MAPK14	IL6
MAPK14	IL12B
MAPK14	NOS2
MAPK14	TNF
MYD88	IFNA2
MYD88	IFNA5
NFYB	HLA-DOB
NFYB	HLA-DPA1
NFYC	HLA-DMA
MAPK3	IL18
RFXAP	HLA-DPB1
RFXAP	HLA-DQA1
RFXAP	HLA-DQA2
RFXAP	HLA-DQB1
TCF7	FOSL1
TCF7L2	JUN
TCF7L2	MMP7
TCF7L2	PPARD
TCF7L2	FOSL1
MYB	TSC22D3
MYBL1	TSC22D3
SP1	COL4A2
SP1	AKR1B1
POU2F1	AKR1C2
POU2F1	AKR1C3
NFIC	ALAS1
CEBPA	ALB
CEBPB	ALB
SP1	ALB
SP1	ALDH3A1
JUN	ALDOA
SP1	ALDOA
POU2F1	ALDOC
SMAD1	ANKRD1
SMAD3	ANKRD1
E2F1	APAF1
TP53	APCS
SP1	APEX1
GLI1	BCL2
ATF1	BCL2
CEBPA	BCL2
TP53	CAV1
SP1	CD14
SP1	CD9
ATF4	CGA
CREB1	CGA
SP3	COL2A1
STAT5A	EGFR
STAT5B	EGFR
TFAP2A	EGFR
TP53	EGFR
CREB1	FN1
EGR1	FN1
NFKB1	FN1
RELA	FN1
ESR1	FOS
ESR2	FOS
ETS2	FOS
JUN	FOSL1
CREB1	HMOX1
SMAD7	HMOX1
SP1	HMOX1
STAT3	HMOX1
CEBPB	IL4
SPI1	NFKB1
EGR1	PLAU
ETS2	PLAU
ATF1	PLAUR
SP2	PLP1
E2F4	POLA
NFIC	POLA
TFAP2A	POLA
TP53	RELA
PPARA	SERPINE1
SP1	SPN
JUN	TFRC
JUN	TIMP1
ERG	TNNC1
JUN	TP53
HIF1A	VHL
ETS1	VWF
ETS2	VWF
NFIC	VWF
