HMGCR	MVK
MVK	PMVK
PMVK	MVD
MVD	FDPS
FDPS	HRAS
HRAS	PIK3R5
PIK3R5	THRA
THRA	RXRA
RXRA	RARB
FDPS	KRAS
KRAS	GRB2
GRB2	SOS1
GRB2	SOS2
HRAS	MAPK1
MAPK1	TP53
HRAS	RAF1
RAF1	NFKB1
PIK3R5	GSK3B
GSK3B	GLI1
GSK3B	GLI2
GSK3B	GLI3
RAF1	RELA
HRAS	JUN
MAPK1	ATF2
MAPK1	SMAD2
SMAD2	YAP1
MAPK1	CREB1
MAPK1	SMAD4
SMAD2	SP1
NFKB1	NFKB2
GSK3B	ARNTL
ARNTL	NPAS2
GSK3B	CLOCK
CREB3	NPY
CREB1	NPY
NFKB1	BIRC7
GLI1	WNT6
GLI2	HHIP
GLI3	WNT2B
NR1H4	ABCB4
SMAD2	CDKN2B
LEF1	CCND1
HIF1A	HKDC1
ARNT	ALDOA
ARNT	PGF
LEF1	CCND2
LEF1	CCND3
TCF7	NKD1
TCF7	CCND3
TCF7L2	BIRC2
TCF7L2	CCND2
STAT5A	SOCS1
STAT6	PIM1
CREB3L2	MITF
TP53	SERPINE1
RXRB	ACSL6
RXRB	HMGCS2
RXRB	APOA1
RFX5	HLA-DQA1
RFX5	HLA-DQA2
RFXAP	HLA-DPB1
RFXAP	HLA-DQA1
RFXAP	HLA-DQA2
RFXAP	HLA-DQB1
RFXAP	HLA-DRA
NFIC	ARG1
CREB1	ERBB2
ELK1	ERBB2
ETS1	FOSL1
USF2	HMOX1
STAT5B	IFNG
EGR1	IGF2
SMAD4	JUN
SP3	LHB
JUN	MGP
MYB	MYB
NFKB1	MYC
MYB	NCL
ETS1	PLAU
