HMGCR	MVK
MVK	PMVK
PMVK	MVD
MVD	FDPS
FDPS	HRAS
HRAS	MAPK1
MAPK1	CREB1
MAPK1	TP53
MAPK1	ATF2
HRAS	JUN
MAPK1	SMAD4
SMAD4	LEF1
SMAD4	TCF7
SMAD4	TCF7L2
SMAD4	TCF7L1
MAPK1	SMAD2
SMAD2	SP1
SMAD2	E2F4
MAPK1	ETS1
HRAS	RAF1
RAF1	NFKB1
RAF1	RELA
HRAS	PIK3R5
PIK3R5	EGFR
EGFR	STAT5A
EGFR	STAT5B
MAPK1	STAT1
MAPK1	STAT3
STAT3	STAT4
SMAD2	YAP1
YAP1	TEAD1
YAP1	TEAD4
YAP1	TEAD3
STAT3	STAT2
STAT3	STAT6
HRAS	MAPK3
FDPS	KRAS
KRAS	GRB2
GRB2	SOS1
GRB2	SOS2
MAPK1	ELK1
MAPK1	MYC
HRAS	FOS
MAPK1	ESR1
MAPK1	CCND1
CCND1	RB1
RB1	E2F1
EGFR	CTNNB1
NFKB1	NFKB2
HRAS	PLCE1
PLCE1	PRKACA
PRKACA	CREM
HRAS	MAPK8
MAPK8	JUND
PRKACA	XBP1
XBP1	CEBPA
ELK1	EGR1
MAPK1	CREB3
MAPK1	CREB3L2
MAPK1	CREB3L1
MAPK1	ATF4
MAPK1	ATF6B
MAPK1	CREB5
HRAS	MAP3K1
MAP3K1	IKBKG
IKBKG	TBK1
TBK1	REL
HRAS	MAPK14
MAPK14	MAX
RB1	E2F2
RB1	E2F3
MAPK1	ETS2
MAPK1	MITF
PIK3R5	MTOR
MTOR	PPARG
MAPK14	CEBPB
ITGAL	PTK2
PTK2	MAPK1
ITGAL	SRC
SRC	HRAS
SRC	CTNNB1
CTNNB1	LEF1
CTNNB1	TCF7
CTNNB1	TCF7L2
CTNNB1	TCF7L1
SRC	STAT3
STAT3	ESR1
ESR1	SP1
SRC	RAC1
RAC1	NFKB1
RAC1	RELA
STAT3	STAT5A
STAT3	STAT5B
STAT3	STAT1
LEF1	YAP1
LEF1	TEAD1
LEF1	TEAD4
LEF1	TEAD3
PTK2	MAPK3
SRC	GRB2
STAT3	MYC
ITGAL	CRK
CRK	ABL1
ABL1	RB1
PTK2	ITGB1
ITGB1	PRKACA
PTK2	MAPK14
MAPK14	JUND
SRC	PIK3R5
PIK3R5	AKT3
AKT3	IKBKG
HDAC2	THRA
THRA	CTNNB1
CTNNB1	CREBBP
CREBBP	CREB1
CREBBP	TP53
CREBBP	ATF2
HDAC2	CTBP1
CTBP1	LEF1
LEF1	JUN
CTBP1	TCF7
CTBP1	TCF7L2
CTBP1	TCF7L1
CREBBP	SP1
HDAC2	RB1
RB1	TFDP1
TFDP1	E2F4
HDAC2	THRB
THRB	GATA4
GATA4	SRF
SRF	ETS1
JUN	NFKB1
JUN	RELA
HDAC2	RBPJL
RBPJL	MYC
MYC	PIAS2
PIAS2	STAT5A
PIAS2	STAT5B
PIAS2	STAT1
PIAS2	STAT4
HDAC2	HDAC1
HDAC1	FOS
FOS	IL6
IL6	STAT3
PIAS2	STAT2
PIAS2	STAT6
RBPJL	FGR
FGR	PTK2
THRB	PIK3R5
EGFR	SOS1
EGFR	SOS2
SRF	ELK1
FOS	TNF
TNF	IKBKB
IKBKB	NFKB2
PIK3R5	PLCE1
TNF	MAPK8
CREBBP	CREB3
CREBBP	CREB3L2
CREBBP	CREB3L1
CREBBP	ATF4
CREBBP	ATF6B
CREBBP	CREB5
LEF1	BIRC2
BIRC2	TRAF3
TRAF3	TBK1
MYC	MAX
SRF	ETS2
LEF1	MITF
HDAC2	RXRA
RXRA	PPARG
NFKB1	CEBPB
GLI2	WNT5A
GLI2	WNT7A
GLI2	WNT8A
TP53	SFN
TP53	GADD45B
ZBTB17	CDKN2B
STAT5A	BCL2L1
CREB1	PER1
CREB1	PER3
ARNTL	CRY1
ARNTL	CRY2
ARNTL	RORA
ARNTL	RORB
ARNTL	BHLHE41
JUN	CDK5
JUN	NFKB1
MYC	CCND1
LEF1	MYC
TCF7	BIRC5
TCF7	CCND1
TCF7L2	MYC
TCF7L1	BIRC5
ESR1	ATP2B1
JUN	CXCL1
NFKB1	CCL5
MAPK12	IL8
RBPJL	MYC
RBPJ	MYC
CTNNB1	CCND1
HIF1A	TIMP1
ARNT	ENO1
ARNT	FIGF
ARNT	TIMP1
RELA	HIF1A
