TYMS	ITPA
ITPA	ADCY1
ADCY1	PRKACA
PRKACA	NFKB1
ADCY1	RAPGEF3
RAPGEF3	MAPK8
MAPK8	JUN
PRKACA	CREBBP
CREBBP	SP1
PRKACA	MAPK1
MAPK1	ESR1
MAPK8	TP53
PRKACA	RELA
MAPK8	ELK1
ELK1	EGR1
MAPK8	SMAD3
MAPK1	MYC
MAPK8	FOS
MAPK1	ETS1
NFKB1	TRAF6
TRAF6	MYD88
MYD88	VDR
PRKACA	ATF2
MAPK1	STAT3
MAPK1	STAT1
CREBBP	STAT5A
CREBBP	STAT5B
CREBBP	STAT2
CREBBP	STAT4
CREBBP	STAT6
PRKACA	PPARA
PRKACA	CREB1
PRKACA	ATF1
MAPK1	ETS2
PRKACA	MAPK3
RAPGEF3	MAPK14
RAPGEF3	MAPK11
RAPGEF3	MAPK13
RAPGEF3	MAPK9
RAPGEF3	MAPK10
TRAF6	IRF5
PRKACA	CTNNB1
CTNNB1	LEF1
ITPA	NPR1
NPR1	PRKG1
PRKG1	PPP1CA
PPP1CA	YAP1
TRAF6	IRF7
LEF1	TEAD1
LEF1	TEAD4
LEF1	TEAD3
STAT5B	BCL2L1
ARNTL	PER3
ARNTL	NR1D1
NPAS2	CRY1
NPAS2	PER1
LEF1	BIRC5
LEF1	CCND1
VDR	TRPV5
MAPK14	CXCL1
MAPK11	CXCL1
MAPK11	IL8
RBPJL	CR2
RBPJL	FCER2
ARNT	EDN1
ARNT	ALDOA
ARNT	TFRC
YAP1	ID3
YAP1	SERPINE1
YAP1	AXIN2
WWTR1	AFP
WWTR1	AREG
SMAD1	ID3
TEAD1	GLI2
TEAD1	SNAI2
TEAD1	CCND2
TEAD4	BIRC5
TEAD4	AXIN1
TEAD4	CCND3
TEAD3	BIRC5
TEAD3	AXIN1
TP73	BBC3
TCF7L1	AXIN1
TEAD2	CTGF
TEAD2	MYC
TEAD2	AXIN2
SMAD3	SLC2A1
SOS1	CCND1
SOS1	SPRY4
STAT4	PIM1
CREB3L4	MITF
NFKB1	CXCL2
NFKB1	NFKBIA
NFKB1	TNFAIP3
NFKB1	CCL4L1
RELA	TRAF2
RELB	TNFSF13B
PIK3R5	PDPK1
PIK3CG	AKT3
PIK3CG	AKT2
PIK3R3	AKT3
PIK3R3	AKT2
RXRA	SLC27A1
RXRA	SCD
RXRA	SCD5
RXRB	APOA5
RXRB	CPT1B
RXRB	CYP4A11
RXRB	CYP27A1
RXRB	ACSL6
RXRB	ACAA1
RXRB	HMGCS2
RXRB	APOA1
RXRB	ACSBG2
RXRB	CD36
RXRG	SORBS1
RXRG	CPT1C
RXRG	CD36
MAPK8	IL8
MAX	CDK6
SMAD2	PITX2
SMAD5	ID2
SMAD9	ID3
FOS	IL6
FOS	CCL3
FOS	TNF
IRF3	CD80
IRF5	IL6
IRF5	CCL3
IRF7	IFNA1
IRF7	IFNA7
MAPK13	TNF
RELA	CEBPB
RELA	IL1A
RELA	IL18
RELA	IL23A
MAPK12	IL1B
SP1	AKR1B1
POU2F1	AKR1C3
NFIC	ALAS1
CEBPA	ALB
SP1	ALB
SP1	ALDH3A1
SP1	CD99
E2F1	CDC25A
E2F4	CDC45
ETS2	CDK1
ATF2	CDKN1A
CEBPA	CDKN1A
ETS1	CDKN1A
JUN	CDKN1A
JUNB	CDKN1A
JUND	CDKN1A
USF1	CTSB
CREB1	FN1
EGR1	FN1
NFKB1	FN1
RELA	FN1
ESR1	GADD45B
PPARA	GADD45B
PPARG	GADD45B
RARA	GADD45B
ATF1	GH2
CREB1	GH2
TP53	NME1
ATF1	NTS
FOS	NTS
JUN	NTS
MYC	ODC1
TFAP2A	PLAT
ETS1	PLAU
CREB1	POLD2
TFAP2A	POLD2
ETS1	PPP2R4
NFKB1	PPP2R4
ATF4	PTGS2
CEBPB	PTGS2
