HMGCR	MVK
MVK	PMVK
PMVK	MVD
MVD	FDPS
FDPS	HRAS
HRAS	JUN
HRAS	MAPK1
MAPK1	SMAD2
SMAD2	SP1
MAPK1	MYC
MAPK1	ETS1
MAPK1	STAT3
MAPK1	SMAD4
SMAD4	LEF1
SMAD4	TCF7
SMAD4	TCF7L2
SMAD4	TCF7L1
SMAD2	YAP1
YAP1	TEAD1
YAP1	TEAD4
YAP1	TEAD3
MAPK1	STAT1
HRAS	FOS
MAPK1	SMAD3
HRAS	PLCE1
PLCE1	PRKACA
PRKACA	PSEN1
PSEN1	ATF6
FDPS	KRAS
KRAS	GRB2
GRB2	SOS1
GRB2	SOS2
HRAS	MAPK14
MAPK14	MAX
HRAS	RAF1
RAF1	NFKB1
RAF1	RELA
MAPK1	TP53
MAPK1	CREB1
SMAD2	WWTR1
HRAS	PIK3R5
PIK3R5	HIF1A
HIF1A	CREBBP
HIF1A	EP300
HIF1A	ARNT
PIK3R5	THRA
THRA	RXRA
THRA	RXRB
THRA	RXRG
HRAS	MAPK3
SMAD2	E2F4
MAPK1	ESR1
MAPK1	ATF4
PIK3R5	MTOR
MTOR	PPARG
PIK3R5	EGFR
EGFR	STAT5A
EGFR	STAT5B
PRKACA	PPARA
STAT3	STAT2
STAT3	STAT4
STAT3	STAT6
LEF1	PPARD
HRAS	MAPK8
MAPK8	JUND
MAPK1	ATF2
GLI2	WNT2B
GLI2	WNT9B
GLI3	WNT16
STAT5A	BCL2L1
STAT5B	BCL2L1
CREB1	PER3
CREB1	PER2
ARNTL	CRY2
ARNTL	PER1
ARNTL	RORB
ARNTL	RORC
NPAS2	RORC
NPAS2	BHLHE40
CLOCK	RORA
TCF7	BIRC5
TCF7L2	MYC
TCF7L1	BIRC5
MAPK14	CXCL1
JUN	CXCL1
CTNNB1	CCND2
SMAD3	MYC
NFKB1	TNF
MAPK8	JUN
MAPK10	SMAD4
CREBBP	HK1
CREBBP	SERPINE1
CREBBP	ANGPT4
CREBBP	PFKFB4
EP300	HK1
EP300	SERPINE1
EP300	ANGPT4
EP300	PFKFB4
HIF1A	HK1
HIF1A	SERPINE1
HIF1A	ANGPT4
HIF1A	PGK1
HIF1A	TIMP1
ARNT	CDKN1A
ARNT	EDN1
ARNT	FIGF
ARNT	FLT1
ARNT	HK2
ARNT	HK3
ARNT	PDK1
ARNT	PFKFB2
ARNT	TIMP1
RELA	HIF1A
YAP1	GLI2
YAP1	BIRC2
YAP1	ID2
YAP1	ID3
YAP1	CCND1
YAP1	SNAI2
YAP1	AXIN1
YAP1	AXIN2
WWTR1	FGF1
WWTR1	BBC3
WWTR1	ITGB2
WWTR1	AREG
SMAD1	ID4
SMAD4	ID2
LEF1	CCND3
TCF7	SNAI2
TCF7	CCND2
TCF7L2	BIRC2
TCF7L2	SOX2
TCF7L2	CCND3
TEAD1	GLI2
TEAD1	SOX2
TEAD1	CCND2
TEAD4	MYC
TEAD4	AXIN1
TEAD3	CTGF
TEAD3	BIRC5
TEAD3	AXIN2
TP73	BBC3
TCF7L1	AXIN2
TEAD2	CTGF
TEAD2	CCND1
TEAD2	AXIN2
SMAD4	SLC2A1
STAT3	SOCS2
STAT3	CCND3
STAT5A	SOCS4
STAT5B	SOCS5
MAPK3	CDK4
RELA	PTGS2
RELB	CCL19
PIK3CD	AKT3
PIK3R1	AKT1
PIK3R1	PDPK1
PIK3R2	AKT3
STAT3	VEGFA
HIF1A	TGFB1
JUN	PGF
NFKB2	XIAP
CREB1	BCL2
CREB5	MCL1
PPARA	ACOX1
PPARD	ACOX3
PPARG	UCP1
RXRA	ACADL
RXRG	FABP3
ELK1	EGR1
MYC	CDK6
IRF7	IFNA14
NFYC	HLA-DQA2
MAPK1	IL12B
MAPK9	IL1B
MAPK9	IL6
MAPK10	NOS2
MAPK10	TNF
MAPK13	IL1A
MAPK13	IL1B
MAPK13	IL12A
MAPK13	IL12B
MAPK13	IL18
MAPK13	NOS2
RFXAP	HLA-DMA
RFXAP	HLA-DOA
MAPK12	IL1B
RFXANK	HLA-DMA
MYB	TSC22D3
MYBL1	TSC22D3
SP1	COL4A2
USF1	SERPINE1
USF2	XRCC6
JUN	ABCA1
SP3	ABCA1
USF2	ABCA1
USF2	B2M
E2F4	CDK1
ETS2	CDK1
ATF2	CDKN1A
CEBPA	CDKN1A
ETS1	CDKN1A
