HMGCR	MVK
MVK	PMVK
PMVK	MVD
MVD	FDPS
FDPS	HRAS
HRAS	MAPK1
MAPK1	SMAD2
SMAD2	SP1
MAPK1	ELK4
MAPK1	ETS1
ETS1	SRF
MAPK1	ESR1
MAPK1	ESR2
MAPK1	ETS2
MAPK1	STAT1
MAPK1	ELK1
ELK1	EGR1
MAPK1	TP53
HRAS	PLCE1
PLCE1	PRKACA
PRKACA	PPARA
HRAS	PIK3R5
PIK3R5	HIF1A
MAPK1	CREB1
MAPK1	SMAD4
SMAD4	LEF1
LEF1	PPARD
MAPK1	ATF2
HIF1A	CREBBP
HIF1A	EP300
HIF1A	ARNT
SMAD2	YAP1
PIK3R5	THRA
THRA	RXRA
THRA	RXRB
THRA	RXRG
MAPK1	STAT3
SMAD2	E2F4
MAPK1	MYC
HRAS	JUN
SMAD2	WWTR1
MAPK1	SMAD3
MAPK1	CREB3
MAPK1	CREB3L2
MAPK1	CREB3L1
MAPK1	CREB5
HRAS	MAPK14
MAPK14	MAX
PIK3R5	MTOR
MTOR	PPARG
MAPK1	ATF6B
MAPK1	ATF4
HRAS	FOS
ITGB2	PIK3R5
CREBBP	SP1
ITGB2	PTK2
PTK2	MAPK1
PIK3R5	GSK3B
GSK3B	NFATC2
NFATC2	SRF
ITGB2	SRC
SRC	STAT3
STAT3	ESR1
STAT3	ESR2
STAT3	STAT1
PIK3R5	PLCE1
PIK3R5	AKT3
AKT3	CREB1
SRC	CTNNB1
CTNNB1	LEF1
AKT3	ATF2
AKT3	PPP1CA
PPP1CA	YAP1
GSK3B	MYC
AKT3	JUN
PPP1CA	WWTR1
AKT3	CREB3
AKT3	CREB3L2
AKT3	CREB3L1
AKT3	CREB5
PTK2	MAPK14
AKT3	ATF6B
AKT3	ATF4
PIK3R5	HRAS
NR3C2	KRAS
NR3C2	ATP1A3
NR3C2	ATP1B2
NR3C2	FXYD4
NR3C2	SCNN1G
CREB3	FOS
CREB1	FOS
ATF2	FOS
EGR3	FASLG
MAPK10	JUN
CREBBP	FIGF
CREBBP	PFKFB3
EP300	FIGF
EP300	PFKFB3
HIF1A	FIGF
HIF1A	PFKFB3
HIF1A	TIMP1
ARNT	EGF
ARNT	HK2
ARNT	LDHA
ARNT	ANGPT4
ARNT	PFKFB1
ARNT	PGK1
SOS1	CCND2
SOS1	CCND3
SOS2	SPRY3
HNF1A	HNF4G
MAPK3	CDK4
RELA	PTGS2
RELB	CCL19
PIK3CD	AKT3
PIK3R1	AKT2
PIK3R1	PDPK1
PIK3R2	AKT1
ETS1	FIGF
ETS1	MMP2
HIF1A	TGFB1
IRF1	IL12B
CREB1	MCL1
CREB1	BCL2
PPARA	APOC3
PPARA	ME1
PPARA	ACOX1
PPARG	ANGPTL4
PPARG	SCD
PPARG	UCP1
RXRA	ACADL
NFKB1	IL23A
NFYA	LOC100509457
NFYC	HLA-DQB1
NFYC	HLA-DRB3
MAPK10	IL12A
MAPK10	IL12B
MAPK10	IL18
RFXAP	HLA-DRB1
RFXAP	HLA-DRB3
LEF1	PPARD
LEF1	FOSL1
TCF7	JUN
TCF7	MMP7
TCF7	PPARD
SP1	CAV1
TFAP2A	ERBB2
BRCA1	ESR1
BRCA2	ESR1
PPARG	ESR1
SP1	ESR1
STAT5A	ESR1
STAT5B	ESR1
TFAP2A	GPX4
CREB1	GSTP1
FOS	GSTP1
SP1	GYPC
NFIC	HBA2
RELA	HDAC1
RELA	HDAC2
POU5F1	HMGB2
POU2F2	IL4
ETS1	IL5
JUND	IL5
SPI1	IL5
CEBPB	IL6
EGR1	IL6
REL	IL6
CEBPB	IL8
RARG	S100A9
JUN	SFTPA1
TFAP2A	TAF7
CREB1	TH
ATF1	TNF
SMAD2	TNNC1
CREB1	TRH
ERG	VWF
