TYMS	ITPA
ITPA	ADCY1
ADCY1	RAPGEF3
RAPGEF3	MAPK8
MAPK8	SMAD3
SMAD3	E2F4
MAPK8	TP53
ADCY1	PRKACA
PRKACA	CREB1
PRKACA	CREBBP
CREBBP	SP1
PRKACA	XBP1
XBP1	CEBPA
CEBPA	E2F1
PRKACA	MAPK1
MAPK1	MYC
MYC	ZBTB17
RAPGEF3	MAPK14
MAPK14	MAX
MAX	PIAS2
MAPK8	JUN
PRKACA	NFKB1
PRKACA	RELA
PRKACA	ATF2
PRKACA	EP300
MAPK1	STAT3
MAPK1	STAT1
PRKACA	ATF4
PRKACA	CREB3
PRKACA	ATF6B
PRKACA	CREB3L2
PRKACA	CREB3L1
PRKACA	CREB5
MAPK8	SMAD4
PRKACA	CTNNB1
CTNNB1	LEF1
CTNNB1	TCF7
CTNNB1	TCF7L2
CTNNB1	TCF7L1
NFKB1	MYB
PRKACA	PPARA
MAPK1	ETS1
NFKB1	HIF1A
CREBBP	ARNT
MAPK1	ESR1
MAPK8	JUND
MAPK8	FOS
PRKACA	ATF1
PRKACA	PTK2
PTK2	GRB2
GRB2	SOS1
GRB2	SOS2
CREBBP	STAT5A
CREBBP	STAT5B
CREBBP	STAT2
CREBBP	STAT4
CREBBP	STAT6
ITPA	NPR1
NPR1	PRKG1
PRKG1	PPP1CA
PPP1CA	YAP1
PPARA	RXRA
CREBBP	RXRB
CREBBP	RXRG
CEBPA	E2F2
CEBPA	E2F3
MAPK1	SMAD2
CREBBP	RBPJL
CREBBP	RBPJ
MAPK8	JUNB
LEF1	TEAD1
LEF1	TEAD4
LEF1	TEAD3
MAPK14	ELK4
PRKACA	NFATC1
NFATC1	SRF
PRKACA	PRKAG2
PRKAG2	MTOR
MTOR	PPARG
NFKB1	NFKB2
PRKACA	CREM
MAPK8	ELK1
ELK1	EGR1
ELK1	SPI1
LEF1	PPARD
FPGS	DHFR
DHFR	SHMT1
SHMT1	GATM
GATM	NOS1
NOS1	MAPK1
SMAD2	E2F4
MAPK1	TP53
GATM	NOS3
NOS3	CREB1
SMAD2	SP1
MAPK1	CCND1
CCND1	RB1
RB1	E2F1
MAPK1	SMAD3
MYC	PIAS2
NOS1	HRAS
HRAS	JUN
MAPK1	NFKB1
MAPK1	RELA
NOS3	ATF2
NOS3	CREB3
CREB3	CREBBP
CREB3	EP300
NOS3	ATF4
NOS3	ATF6B
NOS3	CREB3L2
NOS3	CREB3L1
NOS3	CREB5
MAPK1	SMAD4
SMAD4	LEF1
SMAD4	TCF7
SMAD4	TCF7L2
SMAD4	TCF7L1
DHFR	ATIC
ATIC	HPRT1
HPRT1	PDE3B
PDE3B	PRKACA
HRAS	PIK3R5
PIK3R5	HIF1A
HRAS	MAPK8
HRAS	FOS
CREB3	ATF1
NOS1	KRAS
KRAS	GRB2
STAT3	STAT5A
STAT3	STAT5B
