HMGCR	MVK
MVK	PMVK
PMVK	MVD
MVD	FDPS
FDPS	HRAS
HRAS	MAPK1
MAPK1	SMAD2
SMAD2	SP1
HRAS	JUN
MAPK1	MYC
MAPK1	CREB1
MAPK1	TP53
MAPK1	ETS1
HRAS	MAPK14
MAPK14	MAX
SMAD2	YAP1
SMAD2	E2F4
MAPK1	ELK1
MAPK1	PRKCA
PRKCA	PAX8
MAPK1	CREB3
CREB3	ATF1
HRAS	PLCE1
PLCE1	PRKACA
PRKACA	PPARA
LEF1	MYC
TCF7	BIRC5
TCF7L2	MYC
ARNT	FIGF
FOXO1	PCK1
RELA	PTGS2
PIK3CD	AKT3
PIK3R1	AKT2
PIK3R1	PDPK1
PIK3R2	AKT1
EPAS1	VEGFC
FOS	VEGFA
RXRA	ACADL
MAPK3	NOS2
MAPK3	IL23A
MAPK9	IL1A
MAPK9	NOS2
MAPK9	TNF
SP1	CAV1
SP2	CD14
EGR1	COL2A1
SP3	COL2A1
ETS1	DNTT
ETV4	FOS
FLI1	FOS
STAT1	FOS
EGR1	PLAU
ETS2	PLAU
ATF1	PLAUR
