TYMS	ITPA
ITPA	ADCY1
ADCY1	PRKACA
PRKACA	MAPK1
MAPK1	MYC
PRKACA	PPARA
ADCY1	RAPGEF3
RAPGEF3	MAPK8
MAPK8	TP53
PPARA	RXRA
PRKACA	CREBBP
CREBBP	RXRB
CREBBP	RXRG
PRKACA	CREB1
PRKACA	NFKB1
PRKACA	RELA
CREBBP	SP1
PRKACA	PRKAG2
PRKAG2	MTOR
MTOR	PPARG
FPGS	DHFR
DHFR	SHMT1
SHMT1	GATM
GATM	NOS1
NOS1	MAPK1
DHFR	ATIC
ATIC	HPRT1
HPRT1	PDE3B
PDE3B	PRKACA
MAPK1	TP53
MAPK1	THRB
THRB	RXRA
THRB	RXRB
THRB	RXRG
GATM	NOS3
NOS3	CREB1
MAPK1	NFKB1
MAPK1	RELA
MAPK1	SMAD2
SMAD2	SP1
NOS1	HRAS
HRAS	PIK3R5
PIK3R5	MTOR
RUNX1	JUP
RUNX1T1	JUP
MAPK11	CXCL1
RBPJL	CR2
EP300	MITF
CREB3L1	MITF
PIK3R2	AKT3
PIK3R3	AKT3
STAT3	VEGFA
EPAS1	TGFB1
FOS	PGF
JUN	PGF
MYC	CDK4
NFKB2	XIAP
RELA	NOS2
CREB3L2	BCL2
CREB5	MCL1
PPARA	ACSL3
PPARD	ANGPTL4
PPARD	ACOX3
PPARG	ACSL6
RXRA	FABP1
RXRB	PCK2
RXRB	PLTP
MAPK8	IL12A
MAPK8	IL12B
MAPK8	IL18
NFATC3	PTGS2
LEF1	JUN
LEF1	MMP7
SP1	CD99
MYC	CDC25A
E2F4	CDC45
CREB1	ICAM1
CREM	ICAM1
ETS1	PPP2R4
ATF4	PTGS2
