HMGCR	MVK
MVK	PMVK
PMVK	MVD
MVD	FDPS
FDPS	HRAS
HRAS	MAPK1
MAPK1	SMAD2
SMAD2	SP1
HRAS	FOS
HRAS	MAPK8
MAPK8	JUND
HRAS	RAF1
RAF1	NFKB1
RAF1	RELA
MAPK1	CREB1
HRAS	JUN
MAPK1	STAT3
HRAS	PIK3R5
PIK3R5	HIF1A
HRAS	PLCE1
PLCE1	PRKACA
PRKACA	PPARA
PIK3R5	THRA
THRA	RXRA
THRA	RXRB
THRA	RXRG
HIF1A	CREBBP
HIF1A	EP300
HIF1A	ARNT
MAPK1	ETS1
MAPK1	STAT1
MAPK1	ELK1
ELK1	EGR1
MAPK1	SMAD3
MAPK1	SMAD4
PRKACA	XBP1
XBP1	CEBPA
FDPS	KRAS
KRAS	GRB2
GRB2	SOS1
GRB2	SOS2
MAPK8	JUNB
STAT1	MYD88
HRAS	MAP3K1
MAP3K1	CHUK
CHUK	IRF7
STAT3	PIM2
NFKB1	CCL5
MAPK12	IL8
MAPK8	JUN
CREBBP	ANGPT4
EP300	ANGPT4
HIF1A	ANGPT4
LEF1	CCND2
TCF7	BIRC2
TCF7	CCND3
TCF7L2	SNAI2
SOS1	SPRED3
SOS1	CCND1
PIK3CA	AKT2
EPAS1	SLC2A1
EPAS1	TGFB2
EPAS1	VEGFC
ETS1	FIGF
ETS1	MMP2
NFKB2	TRAF6
RELA	CCND1
IRF8	IL12A
IRF1	IL12B
CREB1	MCL1
PPARA	EHHADH
PPARA	ACSL4
PPARA	APOA1
PPARA	APOC3
PPARA	ME1
PPARG	ACSL3
PPARG	GK
PPARG	OLR1
PPARG	ANGPTL4
PPARG	SCD
RXRA	PLTP
RXRA	SCD
RXRB	ACSL1
RXRB	ACSBG1
RXRB	ACSL6
RXRB	HMGCS2
RXRB	APOA1
RXRG	CYP8B1
RXRG	EHHADH
IRF7	IFNA8
NFYB	HLA-DOA
NFYC	HLA-DQA2
NFYC	HLA-DQB1
NFYC	HLA-DRA
NFYC	HLA-DRB1
CREB5	AQP2
POU2F2	REL
USF2	APOC3
PPARG	APOE
USF1	APOE
USF2	APOE
ATF4	CGA
CREB1	CGA
RELA	COL1A1
SP1	COL1A1
ETS1	COX4I1
RARA	CRABP2
RARB	CRABP2
ETV4	ERBB2
JUN	F3
JUND	F3
JUND	FOSL1
SP1	FOSL1
SMAD4	FSHB
BRCA1	GADD45A
CEBPA	GADD45A
ESR1	GADD45A
NFKB1	GADD45A
POU2F1	GADD45A
POU5F1	GADD45A
PPARA	GADD45A
PPARD	GADD45A
RARA	GADD45A
POU5F1	HMGB2
E2F4	HSP90B1
ATF1	PPP2R4
ATF2	PTGS2
PPARD	SERPINE1
ATF1	TG
ETS1	TNNC1
PAX1	VHL
