TYMS	ITPA
ITPA	ADCY1
ADCY1	RAPGEF3
RAPGEF3	MAPK8
MAPK8	SMAD3
SMAD3	E2F4
ADCY1	PRKACA
PRKACA	XBP1
XBP1	CEBPA
CEBPA	E2F1
CEBPA	E2F2
CEBPA	E2F3
MAPK8	TP53
PRKACA	CTNNB1
CTNNB1	LEF1
CTNNB1	TCF7
CTNNB1	TCF7L2
CTNNB1	TCF7L1
ITPA	NPR1
NPR1	PRKG1
PRKG1	PPP1CA
PPP1CA	YAP1
LEF1	TEAD1
LEF1	TEAD4
LEF1	TEAD3
PPP1CA	WWTR1
PRKACA	CREBBP
CREBBP	SP1
PRKACA	MAPK1
MAPK1	MYC
PRKACA	PPARA
PPARA	RXRA
CREBBP	RXRB
CREBBP	RXRG
PRKACA	CREB1
MAPK8	FOXO3
PRKACA	PRKAG2
PRKAG2	MTOR
MTOR	PPARG
PRKACA	ATF1
PRKACA	NFKB1
NFKB1	MYB
SMAD3	RBL1
RBL1	TFDP2
MAPK8	FOXO1
GLI2	WNT6
GLI2	WNT7B
GLI2	WNT8B
GLI3	GLI1
STAT5A	BCL2L1
STAT5B	BCL2L1
CREB1	PER3
CREB1	PER2
ARNTL	CRY2
ARNTL	PER1
ARNTL	RORB
ARNTL	RORC
HIF1A	TIMP1
ARNT	EDN1
ARNT	EPO
ARNT	HK2
ARNT	TF
ARNT	HKDC1
YAP1	FGF1
YAP1	ID2
YAP1	ID3
YAP1	MYC
YAP1	AXIN1
YAP1	AXIN2
WWTR1	CTGF
WWTR1	ITGB2
WWTR1	AREG
SMAD1	ID2
SMAD4	CTGF
LEF1	AXIN1
CREB3	MITF
PIK3R2	AKT3
NFKB1	VEGFC
MYC	VEGFC
NFKB2	CCND1
CREB1	BCL2
FOXO3	CDKN1B
PPARA	SLC27A4
PPARA	ACOX1
PPARA	ACSBG2
PPARG	SLC27A4
PPARG	UCP1
RXRA	APOA5
NFKB1	CEBPB
NFKB1	IL23A
NFYA	HLA-DOB
NFYB	HLA-DRB1
MAPK3	NOS2
MAPK3	IL23A
MAPK9	NOS2
MAPK9	IL23A
MAPK9	TNF
MAPK10	IL1A
MAPK10	IL1B
MAPK10	IL6
MAPK10	IL12A
MAPK10	IL12B
RFX5	LOC100507709
MAPK12	IL1A
SP1	COL4A1
USF2	ABCA1
E2F4	CDK1
ETS2	CDK1
ESR1	CDKN1A
ETS1	CDKN1A
JUNB	CDKN1A
JUND	CDKN1A
USF1	CEACAM6
TFAP2A	COL1A1
USF1	CTSB
SP3	CTSL
ETS1	DNTT
EGR1	EGFR
ETV4	ERBB2
PPARG	GADD45A
RARA	GADD45A
TFAP2A	GPX4
SP1	HBZ
RELA	HDAC2
POU5F1	HMGB2
ETV4	MMP2
SP1	MMP2
TFAP2A	MMP2
RELA	MMP3
MYC	NME1
TP53	NME1
JUN	NPPA
FOS	NQO1
HIF1A	NR4A1
RELA	NR4A1
CREB1	NRAS
JUN	NRAS
