HMGCR	MVK
MVK	PMVK
PMVK	MVD
MVD	FDPS
FDPS	HRAS
HRAS	MAPK8
MAPK8	JUND
HRAS	MAPK1
MAPK1	ETS1
HRAS	MAPK14
MAPK14	CEBPB
HRAS	JUN
MAPK1	SMAD2
SMAD2	SP1
MAPK1	SMAD4
SMAD4	LEF1
SMAD4	TCF7
SMAD4	TCF7L2
SMAD4	TCF7L1
MAPK1	STAT3
MAPK1	ETS2
HRAS	FOS
HRAS	RAF1
RAF1	NFKB1
RAF1	RELA
HRAS	PIK3R5
PIK3R5	HIF1A
HIF1A	CREBBP
HIF1A	EP300
HIF1A	ARNT
MAPK1	ATF4
HRAS	MAP3K1
MAP3K1	IKBKG
IKBKG	TBK1
TBK1	REL
MAPK1	STAT1
ATF6B	CRH
CREB3L4	FOS
CREB3L2	FOS
TP53	GADD45A
CREB3L4	IL8
EP300	FASLG
MAPK9	JUN
CREBBP	ENO3
CREBBP	FLT1
CREBBP	PFKFB1
EP300	ENO3
EP300	FLT1
EP300	PFKFB1
HIF1A	ENO3
HIF1A	FLT1
HIF1A	PFKFB1
ARNT	TF
ARNT	HKDC1
YAP1	FGF1
SMAD4	CTGF
NFKB1	IL1B
NFKB1	PLAU
NFKB1	TRAF1
NFKB2	TNFSF13B
RELB	ICAM1
PIK3CA	AKT3
PIK3CG	PDPK1
RBPJL	HES1
TP53	PIDD
STAT1	CXCL9
MAPK14	IL1A
MAPK14	IL12B
MAPK14	TNF
MYD88	IFNA5
MAPK1	IL12B
RFXAP	LOC100509457
RFXAP	LOC101060835
RFXAP	HLA-DMA
TCF7	FOSL1
TCF7L2	JUN
TCF7L2	MMP7
TCF7L2	PPARD
TCF7L2	FOSL1
SP3	APOA1
USF1	APOA2
USF2	APOA2
CEBPA	APOB
PPARA	APOB
TP53	CAV1
ATF4	CGA
CREB1	CGA
SP1	CYP17A1
SP3	CYP17A1
NFKB2	EGFR
CEBPB	IL1A
STAT3	IRF1
SPI1	ITGB2
JUN	NFKB2
RARG	S100A8
TP53	S100B
SP1	SERPINE1
SP1	SPP1
CEBPA	TF
PAX8	TG
TFAP2A	TIMP1
ATF2	TNF
JUN	TNNC1
USF1	TP53
STAT3	TRH
ERG	VIM
