HMGCR	MVK
MVK	PMVK
PMVK	MVD
MVD	FDPS
FDPS	HRAS
HRAS	RAF1
RAF1	NFKB1
HRAS	JUN
HRAS	PLCE1
PLCE1	PRKACA
PRKACA	PSEN1
PSEN1	ATF6
HRAS	MAPK1
HRAS	MAPK3
MAPK1	TP53
HRAS	PIK3R5
PIK3R5	HIF1A
NFKB1	NFKB2
RAF1	RELA
HIF1A	CREBBP
HIF1A	EP300
MAPK1	MYC
MAPK1	SMAD2
SMAD2	SP1
HRAS	FOS
MAPK1	CREB1
HIF1A	ARNT
MAPK1	ELK1
ELK1	EGR1
CREB3L3	CRH
CREB3L3	FOSB
CREB5	BDNF
ATF6B	FOS
ATF4	FOS
TCF7L2	MYC
RBPJ	FCER2
CTNNB1	CCND3
FOS	MMP9
RELA	IL6
CREBBP	GAPDH
CREBBP	PFKL
EP300	GAPDH
EP300	PFKL
HIF1A	GAPDH
STAT2	CCND1
STAT2	SOCS1
STAT2	SOCS2
STAT3	SOCS2
STAT3	CCND3
STAT5A	SOCS5
MAPK3	CCND1
RELB	CCL19
PIK3CD	AKT3
PIK3R1	PDPK1
TP53	SESN3
RXRG	FABP3
ELK1	EGR1
MYC	CDK6
IRF7	IFNA14
MAPK1	IL18
MAPK3	IL18
USF2	CALCA
E2F4	CAV1
SP3	CD14
NFKB1	COL1A1
RELA	COL1A1
SP1	COL1A1
SP3	COL2A1
CREB1	FN1
EGR1	FN1
NFKB1	FN1
RELA	FN1
TFAP2A	HMOX1
REL	IL2
RELA	IL2
CEBPB	IL4
ATF2	INS
SP1	ITGA2
ATF1	PLAUR
PPARG	PTGS2
MYC	PTMA
NFKB1	SAA2
NFIC	SFTPC
CREB1	TF
HOXA4	TH
CEBPB	TNF
SMAD4	TNNC1
FOS	TSHB
