TYMS	ITPA
ITPA	ADCY1
ADCY1	PRKACA
PRKACA	NFKB1
PRKACA	XBP1
XBP1	CEBPA
PRKACA	RELA
ADCY1	RAPGEF3
RAPGEF3	MAPK8
MAPK8	ELK1
ELK1	EGR1
PRKACA	CREB1
PRKACA	CREBBP
CREBBP	SP1
ITPA	NPR1
NPR1	PRKG1
PRKG1	PPP1CA
PPP1CA	YAP1
PRKACA	CTNNB1
CTNNB1	LEF1
LEF1	TEAD1
LEF1	TEAD4
LEF1	TEAD3
MAPK8	SMAD4
PRKACA	MAPK1
MAPK1	SMAD2
MAPK8	SMAD3
PPP1CA	WWTR1
MAPK1	STAT1
FPGS	DHFR
DHFR	SHMT1
SHMT1	GATM
GATM	NOS1
NOS1	MAPK1
MAPK1	NFKB1
DHFR	ATIC
ATIC	HPRT1
HPRT1	PDE3B
PDE3B	PRKACA
MAPK1	RELA
MAPK1	ELK1
GATM	NOS3
NOS3	CREB1
SMAD2	SP1
SMAD2	YAP1
YAP1	TEAD1
YAP1	TEAD4
YAP1	TEAD3
MAPK1	SMAD4
MAPK1	SMAD3
SMAD2	WWTR1
CREB5	BDNF
ATF6B	ARC
ATF4	ARC
HIF1A	PGK1
HIF1A	TFRC
ARNT	FLT1
ARNT	SERPINE1
ARNT	PDK1
ARNT	PFKFB2
YAP1	BIRC2
YAP1	ID1
YAP1	SNAI2
YAP1	AREGB
WWTR1	BBC3
WWTR1	BIRC5
RFXAP	HLA-DOA
RFXAP	HLA-DRB4
NFATC2	PTGS2
NFATC3	PTGS2
NFATC4	PTGS2
LEF1	JUN
LEF1	MMP7
ATF3	ASNS
ATF4	ASNS
SPI1	B2M
USF1	B2M
SP3	DNASE2
CEBPB	IL4
TP53	IL8
CEBPA	ITGA2
NFKB1	VWF
