HMGCR	MVK
MVK	PMVK
PMVK	MVD
MVD	FDPS
FDPS	HRAS
HRAS	MAPK1
MAPK1	SMAD2
SMAD2	E2F4
MAPK1	TP53
MAPK1	CCND1
CCND1	RB1
RB1	E2F1
MAPK1	MYC
MAPK1	CREB1
SMAD2	SP1
MAPK1	ESR1
SMAD2	YAP1
HRAS	RAF1
RAF1	RELA
HRAS	JUN
MAPK1	CREB3
MAPK1	CREB3L2
MAPK1	CREB3L1
MAPK1	ATF2
RB1	E2F2
RB1	E2F3
MAPK1	SMAD3
RAF1	NFKB1
NFKB1	MYB
MAPK1	STAT3
HRAS	PIK3R5
PIK3R5	EGFR
EGFR	STAT5A
EGFR	STAT5B
MAPK1	STAT1
STAT3	STAT2
STAT3	STAT4
STAT3	STAT6
MAPK1	SMAD4
SMAD4	LEF1
SMAD4	TCF7
SMAD4	TCF7L2
SMAD4	TCF7L1
MAPK1	ATF6B
MAPK1	ATF4
MAPK1	CREB5
PIK3R5	HIF1A
HIF1A	CREBBP
HIF1A	EP300
LEF1	PPARD
HRAS	PLCE1
PLCE1	PRKACA
PRKACA	PPARA
PIK3R5	MTOR
MTOR	PPARG
MAPK1	ETS1
YAP1	TEAD1
YAP1	TEAD4
YAP1	TEAD3
FDPS	KRAS
KRAS	GRB2
GRB2	SOS1
GRB2	SOS2
HIF1A	ARNT
HRAS	MAPK3
CREB3	ATF1
HRAS	MAPK14
MAPK14	MAX
HRAS	FOS
PRKACA	XBP1
XBP1	CEBPA
NFKB1	NFKB2
CREBBP	EPAS1
MAPK1	ELK1
ELK1	EGR1
SMAD2	WWTR1
MAPK1	ETS2
MAPK1	ESR2
ITGAL	PTK2
PTK2	MAPK1
ITGAL	CRK
CRK	ABL1
ABL1	RB1
ITGAL	SRC
SRC	STAT3
STAT3	MYC
STAT3	ESR1
ESR1	SP1
SRC	CTNNB1
CTNNB1	LEF1
LEF1	YAP1
SRC	RAC1
RAC1	RELA
SRC	HRAS
RAC1	NFKB1
CTNNB1	CREBBP
CREBBP	MYB
STAT3	STAT5A
STAT3	STAT5B
STAT3	STAT1
CTNNB1	TCF7
CTNNB1	TCF7L2
CTNNB1	TCF7L1
CTNNB1	EP300
STAT3	PPARGC1A
PPARGC1A	PPARA
SRC	PIK3R5
LEF1	TEAD1
LEF1	TEAD4
LEF1	TEAD3
SRC	GRB2
PTK2	MAPK3
ITGAL	ICAM1
ICAM1	PLCG2
PLCG2	CAMK2A
CAMK2A	ATF1
PTK2	MAPK14
PTK2	ITGB1
ITGB1	PRKACA
STAT3	ESR2
HDAC2	RB1
RB1	TFDP1
TFDP1	E2F4
HDAC2	THRA
THRA	CTNNB1
CREBBP	TP53
HDAC2	RBPJL
RBPJL	MYC
CREBBP	CREB1
CREBBP	SP1
HDAC2	HDAC1
HDAC1	FOS
FOS	IL6
IL6	STAT3
HDAC2	CTBP1
CTBP1	LEF1
LEF1	JUN
JUN	RELA
CREBBP	CREB3
CREBBP	CREB3L2
CREBBP	CREB3L1
CREBBP	ATF2
YAP1	SMAD3
JUN	NFKB1
MYC	PIAS2
PIAS2	STAT5A
PIAS2	STAT5B
PIAS2	STAT1
PIAS2	STAT2
PIAS2	STAT4
PIAS2	STAT6
CTBP1	TCF7
CTBP1	TCF7L2
CTBP1	TCF7L1
CREBBP	ATF6B
CREBBP	ATF4
CREBBP	CREB5
IL6	LEPR
LEPR	PPARA
HDAC2	RXRA
RXRA	PPARG
HDAC2	THRB
THRB	GATA4
GATA4	SRF
SRF	ETS1
THRB	PIK3R5
EGFR	SOS1
EGFR	SOS2
THRB	HIF1A
RBPJL	FGR
FGR	PTK2
MYC	MAX
PIK3R5	PLCE1
FOS	TNF
TNF	IKBKB
IKBKB	NFKB2
SRF	ELK1
YAP1	WWTR1
YAP1	SMAD2
SRF	ETS2
YAP1	SMAD4
CREB3L1	CRH
GLI2	WNT5A
GLI2	WNT7A
GLI2	WNT8A
GLI3	HHIP
TP53	SFN
TP53	GADD45B
ZBTB17	CDKN2B
STAT5B	BCL2L1
CREB1	PER1
CREB1	PER2
ARNTL	CRY1
ARNTL	PER1
ARNTL	RORA
ARNTL	RORC
ARNTL	BHLHE41
ARNTL	PER3
TCF7	CCND1
TCF7L2	MYC
TCF7L1	BIRC5
TCF7L1	MYC
ESR1	ATP2B1
ESR1	SLC8A1
ESR1	CALB1
