TYMS	ITPA
ITPA	ADCY1
ADCY1	PRKACA
PRKACA	CREB1
PRKACA	CREBBP
CREBBP	SP1
ADCY1	RAPGEF3
RAPGEF3	MAPK8
MAPK8	JUN
MAPK8	FOS
PRKACA	MAPK1
MAPK1	ETS1
MAPK8	TP53
PRKACA	NFKB1
NFKB1	HIF1A
PRKACA	EP300
CREBBP	ARNT
MAPK1	STAT3
MAPK1	STAT1
MAPK8	SMAD4
MAPK8	SMAD3
SMAD3	E2F4
PRKACA	CREB3
PRKACA	ATF2
PRKACA	ATF6B
PRKACA	ATF4
PRKACA	CREB3L2
PRKACA	CREB3L1
PRKACA	CREB5
MAPK8	JUND
MAPK8	JUNB
PRKACA	XBP1
XBP1	CEBPA
MAPK1	MYC
MAPK8	ELK1
ELK1	SPI1
PRKACA	RELA
PRKACA	PPARA
PPARA	RXRA
RXRA	RARB
NFKB1	TRAF6
TRAF6	MYD88
TRAF6	IRF7
PRKACA	GLI1
PRKACA	GLI2
PRKACA	GLI3
PRKACA	CTNNB1
CTNNB1	HNF1A
STAT3	IRF1
ELK1	EGR1
CREB5	ARC
NFKB1	BIRC8
NFKB1	BIRC2
NFKB1	XIAP
NFKB1	BCL2L1
GLI1	WNT4
GLI1	BMP2
GLI1	BMP4
GLI1	WNT2
GLI1	WNT5A
GLI1	WNT9B
GLI1	PTCH2
GLI1	WNT3A
GLI2	WNT16
GLI2	PTCH1
GLI2	WNT1
GLI2	WNT3
TCF7	CCND1
TCF7L2	MYC
TCF7L1	BIRC5
ESR1	ATP2B1
JUN	CXCL1
RBPJL	MYC
RBPJ	MYC
CTNNB1	CCND1
EP300	FASLG
MAPK8	JUN
CREBBP	FLT1
CREBBP	ANGPT4
EP300	FLT1
EP300	ANGPT4
HIF1A	FLT1
HIF1A	ANGPT4
SOS1	CCND1
SOS2	SPRY1
STAT2	MYC
STAT5A	SOCS1
STAT6	PIM1
CREB3L3	MITF
RELA	TRAF1
PIK3R5	AKT1
PIK3CD	PDPK1
PLCG2	EGFR
TP53	RFWD2
TP53	SIAH1
RXRA	SCD
RXRB	CYP4A11
RXRB	CYP27A1
RXRB	EHHADH
RXRB	ACSL1
RXRB	ACSL3
RXRB	ACSL6
RXRB	HMGCS2
RXRB	APOA1
RXRB	SLC27A1
RXRB	ACOX1
RXRG	SORBS1
RXRG	CPT1C
RXRG	CPT1B
RXRG	CYP8B1
RXRG	CYP27A1
NFYB	HLA-DOA
NFYB	HLA-DOB
NFYB	HLA-DPB1
NFYB	HLA-DQA1
NFYC	HLA-DQA1
MAPK8	IL18
MAPK11	TNF
MAPK9	IL12A
MAPK9	IL12B
RFX5	HLA-DQA1
RFX5	HLA-DQA2
MAPK12	IL6
JUN	PLAUR
MYB	CDK1
SP1	AKR1B1
POU2F1	AKR1C3
CEBPA	ALB
SP1	ALB
SP1	ALDH3A1
SP1	CAV1
ESR2	CD68
SPI1	CD68
POU2F1	CD79A
POU2F2	CD79A
EGR1	COL2A1
SP1	COL2A1
SP3	COL2A1
REL	EGFR
JUND	FOSL1
SP1	FOSL1
SMAD4	FSHB
BRCA1	GADD45A
CEBPA	GADD45A
ESR1	GADD45A
NFKB1	GADD45A
POU2F1	GADD45A
POU5F1	GADD45A
PPARA	GADD45A
PPARD	GADD45A
PPARG	GADD45A
RARA	GADD45A
POU2F2	HLA-DRA
ATF2	HLA-E
NFKB1	HMOX1
EGR1	JUN
ESR2	JUN
ETS2	JUN
NFIC	JUN
SMAD3	JUN
TFAP2A	KRT5
ETS1	LCK
ATF1	LDHA
SP1	LDHA
EGR1	LHB
JUN	MAT2A
SP1	MAT2A
SP2	MAT2A
SP3	MAT2B
HIF1A	MDK
RARG	MIF
CEBPA	MMP2
RARA	PLAU
ATF1	PLAUR
SP2	PLP1
JUN	POLA
NFIC	POLE2
CREB1	PTGS2
REL	PTGS2
USF1	PTGS2
TP53	S100B
PPARD	SERPINE1
CEBPA	TF
ATF1	TG
ATF2	TNF
ETS1	TNNC1
STAT3	TRH
PAX1	VHL
