HMGCR	MVK
MVK	PMVK
PMVK	MVD
MVD	FDPS
FDPS	HRAS
HRAS	MAPK1
MAPK1	TP53
HRAS	RAF1
RAF1	NFKB1
MAPK1	ESR1
MAPK1	SMAD2
SMAD2	E2F4
MAPK1	MYC
MAPK1	CREB1
MAPK1	ATF2
HRAS	PLCE1
PLCE1	PRKACA
PRKACA	PPARA
HRAS	PIK3R5
PIK3R5	MTOR
MTOR	PPARG
MAPK1	SMAD4
SMAD4	LEF1
LEF1	PPARD
MAPK1	CCND1
CCND1	RB1
RB1	E2F1
HRAS	JUN
SMAD4	TCF7
SMAD4	TCF7L2
SMAD4	TCF7L1
SMAD2	SP1
PRKACA	XBP1
XBP1	CEBPA
MAPK1	CREB3
MAPK1	ATF6B
MAPK1	ATF4
MAPK1	CREB3L2
MAPK1	CREB3L1
MAPK1	CREB5
SMAD2	YAP1
YAP1	TEAD1
YAP1	TEAD4
YAP1	TEAD3
MAPK1	ETS1
RAF1	RELA
MAPK1	STAT1
MAPK1	STAT3
PIK3R5	EGFR
EGFR	STAT5A
EGFR	STAT5B
STAT3	STAT2
STAT3	STAT4
STAT3	STAT6
HRAS	MAPK14
MAPK14	MAX
FDPS	KRAS
KRAS	GRB2
GRB2	SOS1
GRB2	SOS2
NFKB1	MYB
RB1	E2F2
RB1	E2F3
NFKB1	NFKB2
HRAS	MAPK3
HRAS	FOS
MAPK1	ELK1
MAPK1	ETS2
MAPK1	SMAD3
ITGB2	PTK2
PTK2	MAPK1
ITGB2	PIK3R5
PIK3R5	AKT3
AKT3	NFKB1
ITGB2	SRC
SRC	STAT3
STAT3	ESR1
PIK3R5	GSK3B
GSK3B	MYC
AKT3	CREB1
AKT3	ATF2
PIK3R5	PLCE1
SRC	CTNNB1
CTNNB1	LEF1
ITGB2	CRK
CRK	ABL1
ABL1	RB1
AKT3	JUN
CTNNB1	TCF7
CTNNB1	TCF7L2
CTNNB1	TCF7L1
PIK3R5	HIF1A
HIF1A	CREBBP
CREBBP	SP1
AKT3	CREB3
AKT3	ATF6B
AKT3	ATF4
AKT3	CREB3L2
AKT3	CREB3L1
AKT3	CREB5
AKT3	PPP1CA
PPP1CA	YAP1
LEF1	TEAD1
LEF1	TEAD4
LEF1	TEAD3
AKT3	RELA
STAT3	STAT1
PTK2	MAPK14
EGFR	SOS1
EGFR	SOS2
AKT3	CHUK
CHUK	NFKB2
PTK2	MAPK3
PIK3R5	HRAS
JUP	MYC
JUP	CCND1
IFNG	IDO1
CREB3	CRH
CREB1	CRH
ATF2	CRH
ATF6B	CRH
CREB3L4	NPY
ATF4	NPY
CREB3L2	CRH
GLI2	WNT5A
GLI2	WNT7A
GLI2	WNT8A
GLI3	PTCH1
TP53	SFN
TP53	GADD45B
ZBTB17	CDKN2B
STAT5B	BCL2L1
CREB1	PER1
CREB1	PER2
ARNTL	CRY1
ARNTL	PER1
ARNTL	RORA
ARNTL	RORC
ARNTL	BHLHE41
MYC	CCND1
TCF7	CCND1
TCF7L2	MYC
TCF7L1	BIRC5
ESR1	ATP2B1
MAPK14	CXCL1
JUN	CXCL1
RBPJL	MYC
RBPJ	MYC
CTNNB1	CCND1
ARNT	EDN1
ARNT	ENO1
YAP1	ID3
YAP1	ID4
YAP1	AXIN2
YAP1	NKD1
WWTR1	AREG
WWTR1	SERPINE1
TCF7	SNAI2
TCF7	SOX2
TCF7L2	SOX2
TCF7L2	AXIN1
TEAD1	GLI2
TEAD1	BIRC5
TEAD1	CCND2
TEAD4	CTGF
TEAD4	AXIN1
TEAD4	AXIN2
TEAD3	BIRC5
TEAD3	CCND1
TP73	BBC3
TCF7L1	BIRC2
TEAD2	CTGF
TEAD2	GLI2
TEAD2	AXIN2
TEAD2	CCND2
STAT3	CCND2
STAT3	SOCS5
RELA	CCL4L1
RBPJL	HES5
TP53	IGFBP3
TP53	RPRM
RXRA	APOA1
RXRA	APOA2
RXRA	ACADM
MAPK14	IL1A
MAPK14	IL12B
MAPK14	TNF
MYD88	IFNA5
NFKB1	CEBPB
NFKB1	IL23A
NFYB	HLA-DQA2
MAPK8	NOS2
MAPK8	IL23A
MAPK11	IL1A
MAPK11	IL1B
MAPK11	IL6
MAPK9	NOS2
MAPK9	IL23A
MAPK9	TNF
MAPK10	IL1A
MAPK10	IL1B
MAPK10	IL6
MAPK10	IL12A
MAPK10	IL12B
