HMGCR	MVK
MVK	PMVK
PMVK	MVD
MVD	FDPS
FDPS	HRAS
HRAS	MAPK1
MAPK1	SMAD2
SMAD2	E2F4
MAPK1	CREB1
MAPK1	TP53
MAPK1	CCND1
CCND1	RB1
RB1	E2F1
MAPK1	ATF4
MAPK1	MYC
MAPK1	ATF2
RB1	E2F2
RB1	E2F3
MAPK1	CREB3
MAPK1	CREB3L2
MAPK1	CREB3L1
HRAS	JUN
MAPK1	ETS1
MAPK1	ATF6B
MAPK1	CREB5
HRAS	FOS
SMAD2	SP1
HRAS	RAF1
RAF1	NFKB1
ITGB2	PTK2
PTK2	MAPK1
ITGB2	PIK3R5
PIK3R5	AKT3
AKT3	CREB1
ITGB2	CRK
CRK	ABL1
ABL1	RB1
AKT3	ATF4
PIK3R5	GSK3B
GSK3B	MYC
AKT3	ATF2
AKT3	CREB3
AKT3	CREB3L2
AKT3	CREB3L1
AKT3	JUN
AKT3	ATF6B
AKT3	CREB5
PIK3R5	HRAS
PIK3R5	HIF1A
HIF1A	CREBBP
CREBBP	SP1
AKT3	NFKB1
TCF7	CCND1
TCF7L2	MYC
TCF7L1	BIRC5
ESR1	ATP2B1
JUN	CXCL1
RBPJL	MYC
RBPJ	MYC
CTNNB1	CCND1
STAT4	CCND3
RELA	PTGS2
RELB	CCL19
PIK3CD	AKT3
PIK3R1	PDPK1
NFKB1	IL23A
NFYA	HLA-DPB1
NFYB	HLA-DRB1
MAPK3	IL23A
MAPK9	NOS2
MAPK9	IL23A
MAPK9	TNF
MAPK10	IL1A
MAPK10	IL1B
MAPK10	IL6
MAPK10	IL12A
MAPK10	IL12B
MAPK12	IL1A
MAPK12	IL6
EGR1	COL2A1
SP3	COL2A1
USF1	CTSB
SP3	CTSL
TFAP2A	GPX4
FOS	GSTP1
NFIC	HBA2
SP1	HBZ
RELA	HDAC2
RARA	PLAU
ATF1	PLAUR
SP2	PLP1
JUN	POLA
NFIC	POLE2
CREB1	PTGS2
REL	PTGS2
USF1	PTGS2
