HMGCR	MVK
MVK	PMVK
PMVK	MVD
MVD	FDPS
FDPS	HRAS
HRAS	MAPK1
MAPK1	SMAD2
SMAD2	SP1
MAPK1	TP53
SMAD2	YAP1
MAPK1	CREB1
SMAD2	WWTR1
SMAD2	E2F4
MAPK1	SMAD4
SMAD4	LEF1
SMAD4	TCF7
SMAD4	TCF7L2
SMAD4	TCF7L1
MAPK1	ETS1
MAPK1	ETS2
MAPK1	CREB3
MAPK1	ATF2
MAPK1	ATF6B
MAPK1	ATF4
MAPK1	CREB3L2
MAPK1	CREB3L1
MAPK1	CREB5
HRAS	PLCE1
PLCE1	PRKACA
PRKACA	PPARA
HRAS	JUN
MAPK1	ELK1
ELK1	EGR1
CREB3	ATF1
LEF1	PPARD
HRAS	PIK3R5
PIK3R5	HIF1A
HIF1A	CREBBP
HIF1A	EP300
HIF1A	ARNT
CREBBP	EPAS1
YAP1	TEAD1
YAP1	TEAD4
YAP1	TEAD3
MAPK1	MYC
MAPK1	ESR1
ITGB2	PIK3R5
CREBBP	SP1
ITGB2	PTK2
PTK2	MAPK1
PIK3R5	AKT3
AKT3	PPP1CA
PPP1CA	YAP1
AKT3	CREB1
PPP1CA	WWTR1
ITGB2	SRC
SRC	CTNNB1
CTNNB1	LEF1
CTNNB1	TCF7
CTNNB1	TCF7L2
CTNNB1	TCF7L1
AKT3	CREB3
AKT3	ATF2
AKT3	ATF6B
AKT3	ATF4
AKT3	CREB3L2
AKT3	CREB3L1
AKT3	CREB5
PIK3R5	PLCE1
AKT3	JUN
LEF1	TEAD1
LEF1	TEAD4
LEF1	TEAD3
PIK3R5	GSK3B
GSK3B	MYC
SRC	STAT3
STAT3	ESR1
TNF	ICAM1
CREB3	FOSB
CREB1	FOSB
ATF2	FOSB
ATF6B	FOSB
CREB3L4	BDNF
ATF4	BDNF
CREB3L2	FOSB
STAT5A	BCL2L1
CREB1	PER3
ARNTL	CRY2
ARNTL	RORB
TCF7	CCND1
TCF7L2	MYC
TCF7L1	BIRC5
ESR1	ATP2B1
JUN	CXCL1
RBPJL	MYC
RBPJ	MYC
CTNNB1	CCND1
EGR3	FASLG
CREBBP	FIGF
EP300	FIGF
HIF1A	FIGF
HIF1A	TIMP1
ARNT	EGF
ARNT	HK2
ARNT	LDHA
ARNT	PGK1
YAP1	ID2
YAP1	AXIN1
WWTR1	ITGB2
HNF1A	HNF4G
TCF7L1	MITF
ETS1	CDK4
MAPK14	IL1A
MAPK14	IL12B
MAPK14	TNF
MYD88	IFNA5
NFKB1	IL23A
MAPK3	TNF
MAPK8	IL1A
MAPK10	IL12B
MAPK10	IL18
TCF7	FOSL1
TCF7L2	JUN
TCF7L2	MMP7
TCF7L2	FOSL1
MYC	CCNB1
NFKB1	COL1A1
RELA	COL1A1
SP1	COL1A1
EGR1	COL2A1
SP3	COL2A1
USF1	CTSB
ETS1	DNTT
TFAP2A	ERBB2
TP53	ERBB2
BRCA1	ESR1
PPARG	ESR1
SP1	ESR1
STAT5B	ESR1
TFAP2C	ESR1
JUN	FOSL1
EGR1	IFNG
STAT5A	IFNG
CEBPB	IGF2
SP1	IGFBP3
CEBPD	IL1A
REL	IL1B
CREM	IL2
NFKB1	IL2
MYC	NME1
JUN	NPPA
HIF1A	NR4A1
CREB1	NRAS
RARA	PLAU
ATF1	PLAUR
SP2	PLP1
JUN	POLA
NFIC	POLE2
CREB1	PTGS2
REL	PTGS2
USF1	PTGS2
RARG	S100A9
TFAP2A	TAF7
ATF1	TNF
CREB1	TRH
