HMGCR	MVK
MVK	PMVK
PMVK	MVD
MVD	FDPS
FDPS	HRAS
HRAS	MAPK1
MAPK1	CREB1
MAPK1	SMAD2
SMAD2	E2F4
MAPK1	TP53
SMAD2	SP1
MAPK1	ATF2
MAPK1	ATF4
HRAS	JUN
MAPK1	CREB3
MAPK1	CREB3L2
MAPK1	CREB3L1
MAPK1	ETS1
HRAS	MAPK8
MAPK8	JUND
MAPK1	ATF6B
MAPK1	CREB5
HRAS	FOS
HRAS	PIK3R5
PIK3R5	HIF1A
HIF1A	CREBBP
HIF1A	EP300
HIF1A	ARNT
MAPK1	SMAD4
MAPK1	STAT3
MAPK1	STAT1
MAPK1	MYC
MAPK1	SMAD3
MAPK1	ETS2
HRAS	RAF1
RAF1	NFKB1
MAPK8	JUNB
RAF1	RELA
MAPK1	ESR1
HRAS	PLCE1
PLCE1	PRKACA
PRKACA	XBP1
XBP1	CEBPA
PIK3R5	THRA
THRA	RXRA
RXRA	RARB
SMAD4	LEF1
SMAD4	TCF7
SMAD4	TCF7L2
SMAD4	TCF7L1
MAPK1	CCND1
CCND1	RB1
RB1	E2F1
PRKACA	PPARA
MAPK1	ELK1
ELK1	EGR1
HRAS	MAPK14
MAPK14	MAX
PIK3R5	MTOR
MTOR	PPARG
SMAD2	YAP1
CREBBP	EPAS1
CREB3	ATF1
NFKB1	MYB
SMAD2	SMAD7
MAPK8	FOSB
LEF1	PPARD
ITGAL	PTK2
PTK2	MAPK1
ITGAL	SRC
SRC	STAT3
STAT3	ESR1
ESR1	SP1
SRC	HRAS
PTK2	MAPK14
MAPK14	JUND
SRC	CTNNB1
CTNNB1	CREBBP
CTNNB1	EP300
SRC	PIK3R5
STAT3	STAT1
STAT3	MYC
SRC	RAC1
RAC1	NFKB1
MAPK14	JUNB
RAC1	RELA
PTK2	ITGB1
ITGB1	PRKACA
CTNNB1	LEF1
CTNNB1	TCF7
CTNNB1	TCF7L2
CTNNB1	TCF7L1
ITGAL	CRK
CRK	ABL1
ABL1	RB1
STAT3	PPARGC1A
PPARGC1A	PPARA
LEF1	YAP1
ITGAL	ICAM1
ICAM1	PLCG2
PLCG2	CAMK2A
CAMK2A	ATF1
CREBBP	MYB
MAPK14	FOSB
HDAC2	THRA
THRA	CTNNB1
CREBBP	CREB1
HDAC2	RB1
RB1	TFDP1
TFDP1	E2F4
CREBBP	TP53
CREBBP	SP1
CREBBP	ATF2
CREBBP	ATF4
HDAC2	CTBP1
CTBP1	LEF1
LEF1	JUN
CREBBP	CREB3
CREBBP	CREB3L2
CREBBP	CREB3L1
HDAC2	THRB
THRB	GATA4
GATA4	SRF
SRF	ETS1
HDAC2	HDAC1
HDAC1	FOS
FOS	TNF
TNF	MAPK8
CREBBP	ATF6B
CREBBP	CREB5
THRB	HIF1A
YAP1	SMAD4
FOS	IL6
IL6	STAT3
HDAC2	RBPJL
RBPJL	MYC
MYC	PIAS2
PIAS2	STAT1
YAP1	SMAD3
SRF	ETS2
JUN	NFKB1
JUN	RELA
THRB	PIK3R5
PIK3R5	PLCE1
HDAC2	RXRA
CTBP1	TCF7
CTBP1	TCF7L2
CTBP1	TCF7L1
IL6	LEPR
LEPR	PPARA
SRF	ELK1
MYC	MAX
RXRA	PPARG
TNF	SMAD7
JUN	FOSB
CREB3L1	CRH
CREB3L1	BDNF
GLI3	PTCH1
GLI3	HHIP
SMAD4	CDKN2B
TFDP2	CCNE2
TCF7	CCND1
TCF7L2	MYC
TCF7L1	BIRC5
ESR1	ATP2B1
JUN	CXCL1
RBPJL	MYC
RBPJ	MYC
CTNNB1	CCND1
ELK1	XIAP
CREBBP	FASLG
EGR3	FASLG
ATF4	PCNA
NFKB1	TNF
MAPK8	JUN
MAPK9	JUN
MAPK9	SMAD4
CREB3L2	IL8
CREBBP	EGF
CREBBP	FIGF
CREBBP	HK3
CREBBP	SERPINE1
CREBBP	ANGPT4
CREBBP	PFKFB1
CREBBP	PFKFB2
CREBBP	BCL2
EP300	EGF
EP300	FIGF
EP300	HK3
EP300	SERPINE1
EP300	ANGPT4
EP300	PFKFB1
EP300	PFKFB2
EP300	BCL2
HIF1A	EGF
HIF1A	FIGF
HIF1A	HK3
HIF1A	SERPINE1
HIF1A	ANGPT4
HIF1A	PFKFB1
HIF1A	PFKFB2
HIF1A	VEGFA
HIF1A	VEGFC
ARNT	EGF
