HMGCR	MVK
MVK	PMVK
PMVK	MVD
MVD	FDPS
FDPS	HRAS
HRAS	JUN
HRAS	MAPK1
MAPK1	SMAD2
SMAD2	SP1
HRAS	FOS
MAPK1	SMAD3
HRAS	PIK3R5
PIK3R5	HIF1A
HIF1A	CREBBP
HIF1A	EP300
HIF1A	ARNT
MAPK1	STAT3
MAPK1	STAT1
MAPK1	CREB1
MAPK1	SMAD4
HRAS	MAP3K1
MAP3K1	CHUK
CHUK	IRF7
STAT1	MYD88
PIK3R5	MTOR
MTOR	PPARG
MAPK1	ETS1
MAPK1	ESR1
HRAS	MAPK8
MAPK8	JUND
MAPK1	TP53
HRAS	RAF1
RAF1	NFKB1
PIK3R5	THRA
THRA	RXRA
THRA	RXRB
THRA	RXRG
HRAS	PLCE1
PLCE1	PRKACA
PRKACA	PPARA
MYD88	VDR
RAF1	RELA
PIK3R5	EGFR
EGFR	STAT5A
EGFR	STAT5B
STAT3	STAT4
SMAD4	LEF1
LEF1	PPARD
ATF6B	PDYN
ATF4	PDYN
GLI3	PTCH1
ARNTL	PER3
ARNTL	PER2
NPAS2	CRY1
NPAS2	CRY2
VDR	CALB1
RBPJ	FCER2
CTNNB1	CCND3
CREB3	IL8
ATF2	IL8
EP300	FASLG
NFATC4	TNF
MAPK8	JUN
RELA	IL6
CREB3L1	IL8
CREBBP	CDKN1B
CREBBP	FLT1
CREBBP	NOS2
CREBBP	ANGPT4
CREBBP	PFKL
CREBBP	VEGFA
EP300	CDKN1B
EP300	FLT1
EP300	NOS2
EP300	ANGPT4
EP300	PFKL
EP300	VEGFA
HIF1A	CDKN1B
HIF1A	FLT1
HIF1A	NOS2
HIF1A	ANGPT4
SMAD4	ID4
SMAD4	SERPINE1
TEAD1	CTGF
TEAD4	SOX2
TEAD3	BIRC2
TEAD3	CCND3
TCF7L1	CCND3
EPAS1	SLC2A1
FOS	IL8
JUN	MMP1
MYC	MMP1
NFKB1	TRAF6
NFKB2	TRAF6
RELA	TRAF4
NFKB1	MYB
PPARA	EHHADH
PPARA	ACAA1
PPARD	ILK
PPARG	ACSL3
PPARG	LPL
RXRA	DBI
RXRB	CPT2
RXRB	CYP4A11
RXRB	CYP7A1
RXRB	CYP8B1
RXRB	DBI
RXRB	EHHADH
RXRB	FABP1
RXRB	FABP3
RXRB	ACSL1
RXRB	ACSL3
RXRG	NR1H3
RXRG	SORBS1
RXRG	SLC27A4
RXRG	APOA5
RXRG	CPT1A
RXRG	CPT1B
RXRG	CYP4A11
RXRG	CYP7A1
RXRG	CYP8B1
RXRG	CYP27A1
RXRG	DBI
NFYC	HLA-DPA1
TCF7L1	FOSL1
CEBPA	TWF2
CEBPA	TSC22D3
CREB1	TINAGL1
CREB1	CD55
MYB	TSC22D3
MYBL1	TSC22D3
SP1	AKR1B1
CEBPA	ALB
SP1	ALB
SP1	ALDH3A1
JUND	FOSL1
SP1	FOSL1
SMAD4	FSHB
BRCA1	GADD45A
ESR1	GADD45A
NFKB1	GADD45A
POU2F1	GADD45A
POU5F1	GADD45A
PPARA	GADD45A
PPARD	GADD45A
POU2F2	HLA-DRA
ATF2	HLA-E
NFKB1	IRF1
TFAP2A	ITGA2
ETV4	MMP9
ATF1	NTS
CREB1	NTS
JUN	NTS
JUND	NTS
NFIC	POLD2
PPARG	PTGS2
MYC	PTMA
PPARD	RELA
SP1	RPL15
TP53	S100B
EPAS1	SERPINE1
PPARD	SERPINE1
NFIC	SFTPC
USF1	SP1
ETV4	SPP1
CEBPA	TF
ATF1	TFRC
ATF1	TG
HOXA4	TH
ETV4	TIMP1
SMAD3	TIMP1
ATF2	TNF
SP3	TNF
ETS1	TNNC1
SMAD4	TNNC1
FOS	TP53
PAX2	TP53
STAT3	TRH
ESR1	UBE2L3
PAX1	VHL
