AR	PRKACA
PRKACA	NFKB1
PRKACA	CREBBP
CREBBP	SP1
PRKACA	MAPK1
MAPK1	JUN
PRKACA	RELA
MAPK1	ELK1
ELK1	EGR1
PRKACA	CREB1
MAPK1	ETS1
PRKACA	EP300
NFKB1	HIF1A
CREBBP	ARNT
MAPK1	STAT3
MAPK1	STAT1
PRKACA	MAPK8
MAPK8	JUNB
MAPK1	FOS
MAPK8	JUND
MAPK1	SMAD3
MAPK1	SMAD4
NFKB1	TP53
MAPK1	ELK4
PRKACA	NFATC1
NFATC1	SRF
PRKACA	PSEN1
PSEN1	ATF6
NR3C2	ATP1A3
RBPJ	FCER2
CTNNB1	CCND3
MAPK8	JUN
RELA	IL6
CREBBP	ANGPT4
CREBBP	PFKL
EP300	ANGPT4
EP300	PFKL
HIF1A	ANGPT4
SOS1	CCND3
SOS2	SPRY3
CREB3L4	MITF
RXRG	EHHADH
IRF7	IFNA8
NFYA	HLA-DPB1
NFYB	HLA-DRB3
NFYB	HLA-DRB4
NFYB	CD74
NFYC	LOC100507709
NFYC	HLA-DQA2
MAPK1	NOS2
RFXAP	LOC100507714
TCF7	MMP7
TCF7	PPARD
SP1	CAV1
USF2	CTSB
SP1	CTSL
CREB1	FN1
EGR1	FN1
NFKB1	FN1
RELA	FN1
JUND	FOSL1
SP1	FOSL1
SMAD4	FSHB
BRCA1	GADD45A
CEBPA	GADD45A
ESR1	GADD45A
NFKB1	GADD45A
POU2F1	GADD45A
POU5F1	GADD45A
PPARA	GADD45A
PPARD	GADD45A
TFAP2A	HMOX1
ETS1	IL5
PPARG	PTGS2
MYC	PTMA
PPARD	SERPINE1
NFIC	SFTPC
ATF1	TG
HOXA4	TH
ETS1	TNNC1
SMAD4	TNNC1
PAX1	VHL
