AR	PRKACA
PRKACA	CREBBP
CREBBP	SP1
PRKACA	NFKB1
NFKB1	TP53
PRKACA	EP300
PRKACA	MAPK1
MAPK1	SMAD3
NFKB1	HIF1A
CREBBP	ARNT
MAPK1	STAT3
MAPK1	SMAD2
MAPK1	SMAD4
MAPK1	JUN
MAPK1	ESR1
PRKACA	ATF2
MAPK1	ETS1
PRKACA	PRKAG2
PRKAG2	MTOR
MTOR	PPARG
PRKACA	XBP1
XBP1	CEBPA
PRKACA	MAPK8
MAPK8	JUND
MAPK8	JUNB
PRKACA	RELA
PRKACA	CREB1
GLI2	WNT10B
GLI2	WNT2B
GLI2	WNT9B
GLI3	WNT16
CTNNB1	CCND2
NFATC4	TNF
MAPK10	SMAD4
CREBBP	NOS2
CREBBP	PFKFB4
EP300	NOS2
EP300	PFKFB4
HIF1A	NOS2
SMAD4	ID3
SMAD4	ID4
SMAD4	SERPINE1
STAT2	CCND1
STAT2	SOCS1
STAT2	SOCS2
MAPK1	CDK4
NFYA	LOC100507714
MAPK10	NOS2
MAPK10	IL23A
MAPK10	TNF
MAPK13	IL1A
MAPK13	IL1B
MAPK13	IL6
MAPK13	IL12A
MAPK13	IL12B
MAPK13	IL18
MAPK13	NOS2
NFKB1	REL
USF2	ABCA1
STAT1	EGFR
TP53	MMP2
ETS1	MMP3
ETV4	MMP3
JUN	MMP7
USF2	PTGS2
EPAS1	SERPINE1
POU2F1	SFTPA1
ATF1	TFRC
CREM	TH
SP3	TNF
SMAD3	TNNC1
ESR1	UBE2L3
