HMGCR	MVK
MVK	PMVK
PMVK	MVD
MVD	FDPS
FDPS	HRAS
HRAS	MAPK1
MAPK1	TP53
MAPK1	SMAD2
SMAD2	SP1
MAPK1	ESR1
SMAD2	YAP1
MAPK1	SMAD3
HRAS	PLCE1
PLCE1	PRKACA
PRKACA	PPARA
HRAS	RAF1
RAF1	NFKB1
RAF1	RELA
MAPK1	MYC
MAPK1	SMAD4
SMAD4	LEF1
LEF1	PPARD
HRAS	PIK3R5
PIK3R5	MTOR
MTOR	PPARG
HRAS	JUN
SMAD4	TCF7
SMAD4	TCF7L2
SMAD4	TCF7L1
PIK3R5	HIF1A
HIF1A	CREBBP
HIF1A	EP300
HIF1A	ARNT
YAP1	TEAD1
YAP1	TEAD4
YAP1	TEAD3
NFKB1	MYB
MAPK1	STAT3
MAPK1	STAT1
STAT3	STAT4
MAPK1	CREB1
PIK3R5	EGFR
EGFR	STAT5A
EGFR	STAT5B
FDPS	KRAS
KRAS	GRB2
GRB2	SOS1
GRB2	SOS2
CREBBP	EPAS1
STAT3	STAT2
STAT3	STAT6
MAPK1	ELK1
ELK1	EGR1
SMAD2	WWTR1
SMAD2	E2F4
MAPK1	ETS1
NFKB1	NFKB2
HRAS	MAPK8
MAPK8	JUND
MAPK1	ATF2
MAPK1	CREB3
CREB3	ATF1
MAPK1	ESR2
PRKACA	XBP1
XBP1	CEBPA
CREBBP	RBPJL
CREBBP	RBPJ
HRAS	FOS
HRAS	MAP3K1
MAP3K1	IKBKG
IKBKG	TBK1
TBK1	REL
HRAS	MAPK3
HRAS	MAPK14
MAPK14	MAX
MAPK1	ETS2
JUP	MYC
JUP	CCND1
TNF	VCAM1
CREB3	NPY
CREB3	BDNF
CREB1	NPY
GLI3	WNT4
GLI3	PTCH1
GLI3	BMP2
TP53	SFN
TP53	GADD45B
ZBTB17	CDKN2B
STAT5B	BCL2L1
CREB1	PER1
CREB1	PER2
ARNTL	CRY1
ARNTL	PER1
ARNTL	RORA
ARNTL	RORC
ARNTL	BHLHE41
ARNTL	NR1D1
CLOCK	PER2
FOSB	NFKB1
MYC	CCND1
MAPK14	CXCL1
ELK1	BIRC2
ELK1	BIRC3
EGR3	FASLG
NFATC4	TNF
NFKB1	TNF
RELA	MMP9
RELA	TNF
CREBBP	FIGF
CREBBP	NOS2
CREBBP	SERPINE1
CREBBP	PGF
CREBBP	PGK1
EP300	FIGF
EP300	NOS2
EP300	SERPINE1
EP300	PGF
EP300	PGK1
HIF1A	FIGF
HIF1A	NOS2
HIF1A	SERPINE1
HIF1A	PGK1
HIF1A	VEGFC
ARNT	EDN1
ARNT	EGF
ARNT	ENO1
ARNT	FLT1
ARNT	LDHA
ARNT	SERPINE1
ARNT	ANGPT4
ARNT	PDK1
ARNT	PFKFB1
ARNT	PFKFB2
ARNT	PFKL
ARNT	PGK1
YAP1	BIRC2
YAP1	ID3
YAP1	ID4
YAP1	SNAI2
YAP1	AXIN2
YAP1	NKD1
WWTR1	BBC3
WWTR1	AREG
WWTR1	SERPINE1
SMAD4	ID3
SMAD4	ID4
SMAD4	SERPINE1
TCF7	SNAI2
TCF7	SOX2
TCF7L2	SOX2
TCF7L2	AXIN1
TEAD1	GLI2
TEAD1	BIRC5
TEAD1	CCND2
TEAD4	CTGF
TEAD4	AXIN1
TEAD4	AXIN2
TEAD3	BIRC5
TEAD3	CCND1
TP73	BBC3
TCF7L1	BIRC2
TEAD2	CTGF
TEAD2	GLI2
TEAD2	AXIN2
TEAD2	CCND2
STAT3	CCND2
STAT3	SOCS5
STAT4	SOCS2
STAT4	CCND3
STAT5A	CCND3
STAT5B	SOCS1
STAT5B	CCND2
PAX6	PDX1
HNF1A	HNF4G
EP300	MITF
TCF7L1	MITF
NFKB2	CXCL12
RELA	CCL4L1
RBPJL	HES5
RBPJ	PTCRA
RBPJ	HES5
TP53	IGFBP3
TP53	SHISA5
TP53	SERPINB5
TP53	RPRM
TP53	PTEN
TP53	BAX
RXRA	APOA2
MAPK14	IL1A
MAPK14	IL12B
MAPK14	TNF
MYD88	IFNA5
NFYB	HLA-DPA1
MAPK3	IL18
MAPK8	NOS2
MAPK8	IL23A
MAPK11	IL1A
MAPK11	IL1B
MAPK11	IL6
MAPK9	NOS2
MAPK10	IL12A
RFXAP	HLA-DOA
RFXAP	CD74
MAPK12	IL1B
RFXANK	HLA-DMA
