HMGCR	MVK
MVK	PMVK
PMVK	MVD
MVD	FDPS
FDPS	HRAS
HRAS	MAPK1
MAPK1	SMAD2
SMAD2	SP1
MAPK1	SMAD3
SMAD2	YAP1
MAPK1	SMAD4
SMAD2	WWTR1
YAP1	TEAD1
YAP1	TEAD4
YAP1	TEAD3
MAPK1	TP53
MAPK1	ESR1
HRAS	PLCE1
PLCE1	PRKACA
PRKACA	PPARA
SMAD4	LEF1
LEF1	PPARD
HRAS	PIK3R5
PIK3R5	MTOR
MTOR	PPARG
PIK3R5	HIF1A
HIF1A	CREBBP
HIF1A	EP300
HIF1A	ARNT
HRAS	RAF1
RAF1	NFKB1
RAF1	RELA
MAPK1	MYC
MAPK1	ELK1
ELK1	EGR1
MAPK1	STAT3
HRAS	JUN
CREBBP	EPAS1
NFKB1	MYB
MAPK1	CREB1
SMAD4	TCF7
SMAD4	TCF7L2
SMAD4	TCF7L1
MAPK1	STAT1
PIK3R5	EGFR
EGFR	STAT5A
EGFR	STAT5B
STAT3	STAT4
SMAD2	E2F4
STAT3	STAT2
STAT3	STAT6
PRKACA	XBP1
XBP1	CEBPA
FDPS	KRAS
KRAS	GRB2
GRB2	SOS1
GRB2	SOS2
NFKB1	NFKB2
HRAS	MAP3K1
MAP3K1	IKBKG
IKBKG	TBK1
TBK1	REL
HRAS	MAPK14
MAPK14	CEBPB
MAPK1	CREB3
MAPK1	CREB3L2
MAPK1	CREB3L1
MAPK1	CREB5
MAPK1	ETS1
HRAS	MAPK3
HRAS	FOS
MAPK1	ATF2
STAT1	MYD88
PIK3R5	AKT3
AKT3	IRF3
ATF6B	BDNF
CREB3L4	CRH
NR3C2	ATP1A1
NR3C2	ATP1A4
NR3C2	ATP1B3
CREB3	PDYN
CREB1	PDYN
ATF2	PDYN
ATF6B	ARC
ATF4	ARC
GLI3	PTCH1
GLI3	BMP2
TP53	SFN
TP53	GADD45B
ZBTB17	CDKN2B
STAT5B	BCL2L1
CREB1	PER1
CREB1	PER2
ARNTL	CRY1
ARNTL	PER1
ARNTL	RORA
ARNTL	RORC
ARNTL	BHLHE41
JUN	RELA
MYC	CCND1
VDR	SLC8A1
MAPK14	CXCL1
ELK1	BIRC2
ELK1	BIRC3
EGR3	FASLG
ATF4	IL8
NFKB1	TNF
RELA	MMP9
RELA	TNF
CREBBP	FIGF
CREBBP	HK2
CREBBP	SERPINE1
CREBBP	PGF
CREBBP	PGK1
EP300	FIGF
EP300	HK2
EP300	SERPINE1
EP300	PGF
EP300	PGK1
HIF1A	FIGF
HIF1A	HK2
HIF1A	SERPINE1
HIF1A	PGK1
HIF1A	TFRC
HIF1A	VEGFC
ARNT	EDN1
ARNT	EGF
ARNT	ENO1
ARNT	FLT1
ARNT	LDHA
ARNT	SERPINE1
ARNT	ANGPT4
ARNT	PDK1
ARNT	PFKFB1
ARNT	PFKFB2
ARNT	PFKL
ARNT	PGK1
ARNT	BCL2
ARNT	VEGFA
STAT3	HIF1A
YAP1	BIRC2
YAP1	ID1
YAP1	ID3
YAP1	ID4
YAP1	SNAI2
YAP1	AREGB
YAP1	AXIN2
YAP1	NKD1
WWTR1	BBC3
WWTR1	BIRC5
WWTR1	AREG
WWTR1	SERPINE1
SMAD2	SERPINE1
TCF7	SNAI2
TCF7	SOX2
TCF7L2	SOX2
TCF7L2	AXIN1
TEAD1	GLI2
TEAD1	BIRC5
TEAD1	CCND2
TEAD4	CTGF
TEAD4	AXIN1
TEAD4	AXIN2
TEAD3	BIRC5
TEAD3	CCND1
TP73	BBC3
TCF7L1	BIRC2
TEAD2	CTGF
TEAD2	GLI2
TEAD2	AXIN2
TEAD2	CCND2
STAT3	CCND2
STAT3	SOCS5
STAT4	SOCS2
STAT4	CCND3
STAT5A	MYC
STAT5A	CCND3
STAT5B	SOCS1
STAT5B	CCND2
STAT6	SOCS7
PAX6	PDX1
HNF1A	HNF4G
TCF7L1	MITF
RELA	CCL4L2
RELA	CCL4L1
PIK3CB	AKT1
RBPJL	HES5
BBC3	TP53AIP1
BBC3	TP53
TP53	IGFBP3
TP53	STEAP3
TP53	RPRM
TP53	RRM2
RXRA	ACOX2
RXRB	APOC3
RXRG	DBI
CREB1	HLA-DPA1
CREB1	HLA-DPB1
CREB1	HLA-DQA1
CREB1	HLA-DQA2
CREB1	HLA-DQB1
NFYB	HLA-DPA1
