HMGCR	MVK
MVK	PMVK
PMVK	MVD
MVD	FDPS
FDPS	HRAS
HRAS	MAPK1
MAPK1	TP53
MAPK1	SMAD2
SMAD2	E2F4
HRAS	JUN
MAPK1	ATF2
MAPK1	CREB1
MAPK1	MYC
MAPK1	ESR1
HRAS	FOS
HRAS	RAF1
RAF1	RELA
SMAD2	SP1
MAPK1	ETS1
TP53	TP73
RAF1	NFKB1
NFKB1	NFKB2
HRAS	MAPK3
MAPK1	CREB3
MAPK1	ATF6B
MAPK1	ATF4
MAPK1	CREB3L2
MAPK1	CREB3L1
MAPK1	CREB5
NFKB1	MYB
SMAD2	YAP1
MAPK1	CCND1
CCND1	RB1
RB1	E2F1
HRAS	MAPK14
MAPK14	MAX
HRAS	PIK3R5
PIK3R5	HIF1A
MAPK1	STAT1
HRAS	MAPK8
MAPK8	JUND
MAPK1	SMAD4
SMAD4	LEF1
SMAD4	TCF7
SMAD4	TCF7L2
SMAD4	TCF7L1
YAP1	TEAD1
YAP1	TEAD4
YAP1	TEAD3
ITGAL	PTK2
PTK2	MAPK1
ITGAL	SRC
SRC	HRAS
SRC	STAT3
STAT3	MYC
STAT3	ESR1
SRC	RAC1
RAC1	RELA
ESR1	SP1
RAC1	NFKB1
PTK2	MAPK3
SRC	CTNNB1
CTNNB1	CREBBP
CREBBP	MYB
CTNNB1	LEF1
LEF1	YAP1
ITGAL	CRK
CRK	ABL1
ABL1	RB1
PTK2	MAPK14
SRC	PIK3R5
STAT3	STAT1
MAPK14	JUND
CTNNB1	TCF7
CTNNB1	TCF7L2
CTNNB1	TCF7L1
LEF1	TEAD1
LEF1	TEAD4
LEF1	TEAD3
HDAC2	THRA
THRA	CTNNB1
CREBBP	TP53
HDAC2	RB1
RB1	TFDP1
TFDP1	E2F4
HDAC2	CTBP1
CTBP1	LEF1
LEF1	JUN
CREBBP	ATF2
CREBBP	CREB1
HDAC2	RBPJL
RBPJL	MYC
HDAC2	HDAC1
HDAC1	FOS
FOS	IL6
IL6	STAT3
JUN	RELA
CREBBP	SP1
HDAC2	THRB
THRB	GATA4
GATA4	SRF
SRF	ETS1
YAP1	TP73
JUN	NFKB1
FOS	TNF
TNF	IKBKB
IKBKB	NFKB2
RBPJL	FGR
FGR	PTK2
CREBBP	CREB3
CREBBP	ATF6B
CREBBP	ATF4
CREBBP	CREB3L2
CREBBP	CREB3L1
CREBBP	CREB5
MYC	MAX
THRB	HIF1A
MYC	PIAS2
PIAS2	STAT1
TNF	MAPK8
CTBP1	TCF7
CTBP1	TCF7L2
CTBP1	TCF7L1
CREB3L3	BDNF
CREB3L1	CRH
CREB5	CRH
CREB3L4	PDYN
CREB3L2	PDYN
TP53	SFN
TP53	GADD45B
ZBTB17	CDKN2B
CREB1	PER1
ARNTL	CRY1
ARNTL	RORA
ARNTL	BHLHE41
TCF7	CCND1
TCF7L2	MYC
TCF7L1	BIRC5
ESR1	ATP2B1
JUN	CXCL1
RBPJL	MYC
RBPJ	MYC
CTNNB1	CCND1
EP300	ALDOA
HIF1A	TEK
ARNT	ENO1
YAP1	ID4
YAP1	NKD1
WWTR1	SERPINE1
SMAD2	CTGF
TEAD1	BIRC5
STAT3	SOCS2
STAT3	CCND2
STAT3	CCND3
STAT3	SOCS5
STAT5A	CCND1
STAT5A	SOCS5
STAT6	MYC
MITF	TYR
RELA	PTGS2
RELA	CCL4L1
RELB	CCL19
PIK3CD	AKT3
PIK3R1	PDPK1
RBPJL	HES5
RBPJ	HES1
TP53	IGFBP3
TP53	RRM2B
TP53	GTSE1
TP53	PMAIP1
TP53	RPRM
TP53	BAI1
RXRA	ACADL
RXRA	APOA2
NFKB1	CEBPB
NFKB1	IL23A
NFYA	HLA-DOB
MAPK3	IL23A
MAPK8	NOS2
MAPK8	IL23A
MAPK11	IL1A
MAPK11	IL1B
MAPK11	IL6
MAPK9	NOS2
MAPK9	IL23A
MAPK9	TNF
MAPK10	IL6
MAPK10	IL12A
MAPK10	IL12B
SP1	COL4A2
NFIC	ARG1
SP1	CDKN1A
USF2	CEACAM6
ATF1	CGA
ATF2	CGA
ATF4	CGA
CREB1	CGA
EGR1	COL2A1
SP3	COL2A1
PAX5	FCER2
CEBPA	FN1
TFAP2A	GPX4
FOS	GSTP1
SP1	GYPC
NFIC	HBA2
SP1	HBZ
RELA	HDAC1
RELA	HDAC2
NFKB1	IL2RA
REL	IL2RA
STAT4	IL2RA
STAT4	IRF1
CEBPA	IVL
SP1	NFKB2
PPARA	NFKBIA
CEBPA	NFYB
MYC	NME2
JUND	NQO1
MYC	NRAS
MYB	NRAS
RARA	PLAU
ATF1	PLAUR
SP2	PLP1
JUN	POLA
NFIC	POLE2
CREB1	PTGS2
REL	PTGS2
USF1	PTGS2
CEBPA	TK1
SMAD3	ZFP36
