HMGCR	MVK
MVK	PMVK
PMVK	MVD
MVD	FDPS
FDPS	HRAS
HRAS	MAPK1
MAPK1	SMAD2
SMAD2	SP1
HRAS	RAF1
RAF1	NFKB1
RAF1	RELA
MAPK1	TP53
MAPK1	SMAD4
SMAD4	LEF1
SMAD4	TCF7
SMAD4	TCF7L2
SMAD4	TCF7L1
MAPK1	MYC
SMAD2	YAP1
YAP1	TEAD1
YAP1	TEAD4
YAP1	TEAD3
SMAD2	E2F4
MAPK1	ETS1
MAPK1	ETS2
HRAS	JUN
HRAS	PLCE1
PLCE1	PRKACA
PRKACA	XBP1
XBP1	CEBPA
HRAS	PIK3R5
PIK3R5	THRA
THRA	RXRA
THRA	RXRB
THRA	RXRG
MAPK1	CREB1
PRKACA	PPARA
PIK3R5	MTOR
MTOR	PPARG
PIK3R5	HIF1A
HIF1A	CREBBP
HIF1A	EP300
HIF1A	ARNT
FDPS	KRAS
KRAS	GRB2
GRB2	SOS1
GRB2	SOS2
MAPK1	ATF2
MAPK1	CREB3
CREB3	ATF1
MAPK1	ESR1
MAPK1	STAT3
PIK3R5	EGFR
EGFR	STAT5A
EGFR	STAT5B
MAPK1	STAT1
STAT3	STAT2
STAT3	STAT4
STAT3	STAT6
HRAS	MAPK14
MAPK14	MAX
MAPK1	ATF4
ETS1	SPI1
MAPK1	CCND1
CCND1	RB1
RB1	TFDP2
HRAS	FOS
MAPK1	ELK1
RB1	E2F1
HRAS	MAPK8
MAPK8	JUND
RXRA	RARB
PIK3R5	GSK3B
GSK3B	ARNTL
ARNTL	NPAS2
GSK3B	CLOCK
EGFR	CTNNB1
CREBBP	RBPJL
RBPJL	HES1
HES1	NEUROG3
CREB3L3	NPY
CREB3L1	FOSB
NR3C2	ATP1A2
NR3C2	ATP1B1
NR3C2	SCNN1B
GLI2	WNT5A
GLI2	WNT3A
GLI3	WNT7A
GLI3	WNT5B
E2F1	CCNE2
TP53	SFN
TP53	GADD45B
ZBTB17	CDKN2B
STAT5A	BCL2L1
CREB1	PER1
CREB1	PER3
ARNTL	CRY1
ARNTL	CRY2
ARNTL	RORA
ARNTL	RORB
ARNTL	BHLHE41
ARNTL	BHLHE40
JUN	CDK5
JUN	NFKB1
MYC	CCND1
LEF1	MYC
TCF7	BIRC5
ELK1	XIAP
ELK1	CCND1
ATF6B	IL8
NFATC2	TNF
CREB3L2	IL8
CREB3L2	PCNA
CREBBP	ENO1
CREBBP	LDHA
CREBBP	BCL2
CREBBP	SLC2A1
EP300	ENO1
EP300	LDHA
EP300	BCL2
EP300	SLC2A1
HIF1A	ENO1
HIF1A	LDHA
HIF1A	TIMP1
ARNT	ENO1
ARNT	EPO
ARNT	FIGF
ARNT	TF
ARNT	TIMP1
ARNT	HKDC1
RELA	HIF1A
YAP1	FGF1
YAP1	GLI2
YAP1	ID2
YAP1	ID4
YAP1	MYC
YAP1	CCND1
YAP1	AXIN1
YAP1	NKD1
WWTR1	CTGF
WWTR1	FGF1
WWTR1	ITGB2
WWTR1	SERPINE1
SMAD1	ID2
SMAD1	ID4
SMAD4	CTGF
SMAD4	ID2
TCF7	SOX2
TCF7	AXIN2
TCF7	CCND2
TCF7L2	AXIN1
TCF7L2	NKD1
TCF7L2	CCND3
TEAD1	BIRC5
TEAD1	SOX2
TEAD4	CTGF
TEAD4	MYC
TEAD4	AXIN2
TEAD3	CTGF
TEAD3	CCND1
TEAD3	AXIN2
TCF7L1	BIRC2
TCF7L1	AXIN2
TEAD2	GLI2
TEAD2	CCND1
TEAD2	CCND2
SMAD4	SLC2A1
SOS1	SPRY3
STAT1	CCND1
STAT1	CCND2
PAX6	PDX1
LEF1	MITF
VDR	SLC34A2
RELA	CCL4L1
PIK3R1	AKT2
PIK3R2	AKT1
RBPJL	HES5
TP53	RPRM
EPAS1	TGFB1
ETS1	VEGFB
MYC	CDK4
NFKB1	CCND1
RELA	NOS2
FOXO3	PCK1
PPARA	ACSL3
PPARA	FADS2
PPARG	ACSL6
RXRA	CPT1B
RXRA	APOA2
RXRB	ME1
RXRB	OLR1
RXRG	EHHADH
IRF7	IFNA8
MAPK14	IL1A
MAPK14	IL12B
MAPK14	TNF
MYD88	IFNA5
MYD88	IFNA21
NFKB1	IL23A
NFYB	LOC101060835
NFYB	HLA-DMA
NFYB	HLA-DOA
NFYB	HLA-DPA1
MAPK1	IL12B
