AR	PRKACA
PRKACA	NFKB1
NFKB1	TP53
PRKACA	MAPK1
MAPK1	SMAD2
SMAD2	E2F4
MAPK1	MYC
PRKACA	CTNNB1
CTNNB1	LEF1
CTNNB1	TCF7
CTNNB1	TCF7L2
CTNNB1	TCF7L1
NFKB1	PPP2CA
PPP2CA	YAP1
LEF1	TEAD1
LEF1	TEAD4
LEF1	TEAD3
MAPK1	JUN
PRKACA	CREBBP
CREBBP	SP1
NFKB1	MYB
PRKACA	RELA
PRKACA	CREB1
PRKACA	PTK2
PTK2	GRB2
GRB2	SOS1
GRB2	SOS2
PRKACA	MAPK14
MAPK14	MAX
MAPK1	STAT1
PRKACA	EP300
NFKB1	HIF1A
CREBBP	ARNT
PRKACA	ATF4
MAPK1	ETS1
MAPK1	STAT3
CREBBP	STAT5A
CREBBP	STAT5B
CREBBP	STAT4
MAPK1	ESR1
MAPK1	SMAD3
PRKACA	ATF2
CREBBP	STAT2
CREBBP	STAT6
PRKACA	CREB3
PRKACA	ATF6B
PRKACA	CREB3L2
PRKACA	CREB3L1
PRKACA	CREB5
PRKACA	MAPK3
PRKACA	PPARA
PRKACA	PRKAG2
PRKAG2	MTOR
MTOR	PPARG
PPARA	RXRA
CREBBP	RXRB
CREBBP	RXRG
MAPK1	FOS
MAPK1	ETS2
CREBBP	RBPJL
CREBBP	RBPJ
IFNG	ICAM1
TNF	VCAM1
CREB3	BDNF
CREB1	BDNF
ATF2	BDNF
CREB3L4	FOSB
ATF4	FOSB
MAPK3	PDYN
TP53	GADD45G
STAT5A	BCL2L1
STAT5B	BCL2L1
CREB1	PER3
CREB1	PER2
ARNTL	CRY2
ARNTL	PER1
ARNTL	RORB
ARNTL	RORC
CLOCK	PER2
FOSB	NFKB1
TCF7	CCND1
TCF7L2	MYC
TCF7L1	BIRC5
ESR1	ATP2B1
MAPK14	CXCL1
JUN	CXCL1
RBPJL	MYC
RBPJ	FCER2
RBPJ	MYC
CTNNB1	CCND1
CTNNB1	CCND3
RELA	IL6
CREBBP	PFKL
EP300	PFKL
HIF1A	TIMP1
ARNT	EDN1
YAP1	ID2
YAP1	ID3
YAP1	AXIN1
YAP1	AXIN2
WWTR1	ITGB2
WWTR1	AREG
LEF1	CCND3
TCF7	SNAI2
TCF7L2	BIRC2
TCF7L2	SOX2
TEAD1	GLI2
TEAD1	CCND2
TEAD4	AXIN1
TEAD3	BIRC5
TP73	BBC3
TEAD2	CTGF
TEAD2	AXIN2
STAT3	SOCS2
STAT3	CCND3
PAX6	GCK
PAX6	PDX1
CREB3	MITF
LEF1	MITF
MAPK3	CDK4
VDR	SLC34A2
RELA	PTGS2
RELB	CCL19
PIK3CD	AKT3
PIK3R1	AKT1
PIK3R1	PDPK1
PIK3R2	AKT3
STAT3	VEGFA
ETS1	VEGFB
JUN	PGF
NFKB1	CCND1
NFKB2	XIAP
FOXO3	PCK1
CREB5	MCL1
PPARA	FADS2
PPARD	ACOX3
RXRA	CPT1B
RXRA	ACADL
RXRG	FABP3
ELK1	EGR1
MYC	CDK6
IRF7	IFNA14
NFKB1	CEBPB
NFKB1	IL23A
NFYA	HLA-DOB
NFYC	HLA-DQA2
MAPK1	IL18
MAPK9	NOS2
MAPK10	IL12A
MAPK10	IL12B
MAPK10	IL18
MAPK12	IL1B
RFXANK	HLA-DPA1
RFXANK	HLA-DQA1
SP1	COL4A2
USF2	ABCA1
CREB1	ADRB2
E2F4	CDK1
ETS2	CDK1
ATF2	CDKN1A
CEBPA	CDKN1A
ESR1	CDKN1A
ETS1	CDKN1A
FLI1	CDKN1A
JUN	CDKN1A
JUNB	CDKN1A
JUND	CDKN1A
SP1	CDKN1A
USF1	CEACAM1
USF2	CEACAM6
ATF1	CGA
EGR1	COL2A1
SP3	COL2A1
SP3	CTSL
ETS1	DNTT
PPARG	GADD45A
ATF2	IFNG
STAT1	IFNG
USF1	IFNG
WT1	IGF2
TFAP2A	IGFBP3
CEBPD	IL1B
SPI1	IL1B
EGR4	IL2
BCL3	NFKB2
MYC	NME1
TP53	NME1
JUN	NPPA
FOS	NQO1
HIF1A	NR4A1
RELA	NR4A1
CREB1	NRAS
JUN	NRAS
PAX6	PDHX
JUN	PENK
RARA	PLAU
ATF1	PLAUR
SP2	PLP1
JUN	POLA
TFAP2A	POLD2
NFIC	POLE2
CREB1	PTGS2
PPARG	PTGS2
REL	PTGS2
USF1	PTGS2
MYC	PTMA
NFIC	SFTPC
HOXA4	TH
SMAD4	TNNC1
