TYMS	ITPA
ITPA	ADCY1
ADCY1	PRKACA
PRKACA	CREBBP
CREBBP	SP1
PRKACA	NFKB1
ADCY1	RAPGEF3
RAPGEF3	MAPK8
MAPK8	JUN
PRKACA	RELA
MAPK8	ELK1
PRKACA	PPARA
PPARA	RXRA
RXRA	RARB
ELK1	EGR1
NFKB1	HIF1A
NFKB1	NFKB2
ITPA	NPR1
NPR1	PRKG1
PRKG1	PPP1CA
PPP1CA	YAP1
PRKACA	MAPK1
PRKACA	MAPK3
CREB3L1	NPY
CREB3L1	BDNF
ATF6B	FOS
ATF4	FOS
FOS	CCND1
LEF1	MYC
TCF7	BIRC5
EP300	HK1
HIF1A	VEGFA
ARNT	FIGF
STAT3	SOCS2
STAT3	CCND3
PIK3CD	AKT3
TP53	SESN3
RXRG	FABP3
ELK1	EGR1
MYC	CDK6
IRF7	IFNA14
MAPK3	IL18
SP3	CD14
EGR1	CD44
CREB1	FN1
EGR1	FN1
NFKB1	FN1
RELA	FN1
E2F1	HIST1H2AM
STAT1	IL2RA
STAT3	IL2RA
ATF2	INS
SP1	ITGA2
JUN	PLAT
EGR1	PLAU
ETS2	PLAU
EGR4	TNF
