AR	PRKACA
PRKACA	MAPK1
MAPK1	SMAD2
SMAD2	E2F4
PRKACA	NFKB1
NFKB1	TP53
PRKACA	CREBBP
CREBBP	SP1
NFKB1	MYB
MAPK1	MYC
MAPK1	JUN
MAPK1	STAT1
NFKB1	PPP2CA
PPP2CA	YAP1
PRKACA	RELA
MAPK1	STAT3
CREBBP	STAT5A
CREBBP	STAT5B
PRKACA	CTNNB1
CTNNB1	LEF1
CTNNB1	TCF7
CTNNB1	TCF7L2
CTNNB1	TCF7L1
LEF1	TEAD1
LEF1	TEAD4
LEF1	TEAD3
MAPK1	ESR1
CREBBP	STAT4
CREBBP	STAT2
CREBBP	STAT6
CREBBP	RBPJL
CREBBP	RBPJ
MAPK1	SMAD3
PRKACA	PTK2
PTK2	GRB2
GRB2	SOS1
GRB2	SOS2
PRKACA	CREB1
PRKACA	XBP1
XBP1	CEBPA
CEBPA	E2F1
CEBPA	E2F2
CEBPA	E2F3
PRKACA	ATF4
PRKACA	ATF2
PRKACA	CREB3
PRKACA	ATF6B
PRKACA	CREB3L2
PRKACA	CREB3L1
PRKACA	CREB5
NFKB1	CCND1
CCND1	RB1
RB1	TFDP2
NFKB1	HIF1A
MAPK1	ETS2
MAPK1	FOS
PRKACA	EP300
CREBBP	ARNT
PRKACA	ATF1
SMAD2	TFDP1
MAPK1	ELK1
ELK1	EGR1
JUP	MYC
STAT3	PIM1
STAT5A	PIM1
STAT5B	PIM1
GLI2	WNT6
GLI2	WNT7B
GLI2	WNT8B
GLI2	PTCH2
GLI3	GLI1
TFDP2	CCNE2
STAT5A	BCL2L1
STAT5B	BCL2L1
CREB1	PER3
CREB1	PER2
ARNTL	CRY2
ARNTL	PER1
ARNTL	RORB
ARNTL	RORC
CLOCK	PER2
FOSB	NFKB1
TCF7	CCND1
TCF7L2	MYC
TCF7L1	BIRC5
ESR1	ATP2B1
MAPK14	CXCL1
JUN	CXCL1
RBPJL	MYC
RBPJ	FCER2
RBPJ	MYC
CTNNB1	CCND1
CTNNB1	CCND3
ATF2	PCNA
RELA	IL6
CREBBP	EDN1
CREBBP	PFKL
EP300	EDN1
EP300	PFKL
HIF1A	EDN1
HIF1A	TIMP1
HIF1A	HKDC1
ARNT	EDN1
YAP1	ID2
YAP1	ID3
YAP1	AXIN1
YAP1	AXIN2
WWTR1	ITGB2
WWTR1	AREG
TCF7	SNAI2
TCF7L2	SOX2
TEAD1	GLI2
TEAD1	BIRC2
TEAD1	CCND2
TEAD1	CCND3
TEAD4	AXIN1
TEAD3	BIRC5
TEAD3	MYC
TP73	BBC3
TEAD2	CTGF
TEAD2	AXIN2
TEAD2	NKD1
PAX6	INS
PAX6	PDX1
CREB3L4	MITF
LEF1	MITF
PIK3R2	AKT3
NFKB1	CEBPB
NFKB1	IL23A
NFYA	HLA-DOB
NFYA	HLA-DQA1
MAPK1	IL12B
MAPK3	NOS2
MAPK3	IL23A
MAPK9	NOS2
MAPK9	IL23A
MAPK9	TNF
MAPK10	IL1A
MAPK10	IL1B
MAPK10	IL6
MAPK10	IL12A
MAPK10	IL12B
MAPK10	IL18
RFX5	LOC100507709
RFXAP	CD74
MAPK12	IL1A
MAPK12	IL1B
SP1	COL4A2
CREB1	ADRB2
E2F4	CDK1
ETS2	CDK1
ATF2	CDKN1A
CEBPA	CDKN1A
ESR1	CDKN1A
ETS1	CDKN1A
FLI1	CDKN1A
JUN	CDKN1A
JUNB	CDKN1A
JUND	CDKN1A
SP1	CDKN1A
USF2	CEACAM6
ATF1	CGA
EGR1	COL2A1
SP1	COL2A1
SP3	COL2A1
RARG	CRABP2
NFKB1	CSF1
ETS1	CSF2
USF1	CTSB
USF2	CTSB
SP1	CTSL
SP1	DKC1
SP3	DKC1
EGR1	EGFR
PPARG	GADD45A
RARA	GADD45A
TFAP2A	GPX4
CREB1	GSTP1
FOS	GSTP1
SP1	GYPC
NFIC	HBA2
SP1	HBZ
RELA	HDAC1
RELA	HDAC2
CEBPB	HP
NFIC	HSPA1A
SP1	HSPA8
SP1	HSPB1
ETV4	MMP2
SP1	MMP2
TFAP2A	MMP2
JUN	MMP3
RELA	MMP3
SPI1	NFKB1
MYC	NME1
TP53	NME1
JUN	NPPA
FOS	NQO1
HIF1A	NR4A1
RELA	NR4A1
CREB1	NRAS
JUN	NRAS
PAX6	PDHX
JUN	PENK
RARA	PLAU
ATF1	PLAUR
SP2	PLP1
JUN	POLA
TFAP2A	POLD2
NFIC	POLE2
CREB1	PTGS2
PPARG	PTGS2
REL	PTGS2
USF1	PTGS2
MYC	PTMA
RELA	S100A6
NFIC	SFTPC
JUN	SPP1
HOXA4	TH
SMAD4	TIMP1
SMAD4	TNNC1
PAX5	TP53
