HMGCR	MVK
MVK	PMVK
PMVK	MVD
MVD	FDPS
FDPS	HRAS
HRAS	MAPK1
MAPK1	TP53
MAPK1	CREB1
MAPK1	MYC
MAPK1	SMAD2
SMAD2	E2F4
HRAS	JUN
MAPK1	ETS1
MAPK1	ATF4
MAPK1	CREB3
MAPK1	CREB3L2
MAPK1	CREB3L1
MAPK1	ATF2
MAPK1	ATF6B
MAPK1	CREB5
HRAS	FOS
SMAD2	SP1
HRAS	MAPK3
HRAS	RAF1
RAF1	NFKB1
RAF1	RELA
HRAS	MAPK14
MAPK14	MAX
HRAS	PLCE1
PLCE1	PRKACA
PRKACA	PPARA
NFKB1	NFKB2
PRKACA	PSEN1
PSEN1	ATF6
ITGAL	PTK2
PTK2	MAPK1
ITGAL	SRC
SRC	STAT3
STAT3	MYC
SRC	HRAS
STAT3	ESR1
ESR1	SP1
PTK2	MAPK3
SRC	RAC1
RAC1	NFKB1
RAC1	RELA
PTK2	MAPK14
STAT3	PPARGC1A
PPARGC1A	PPARA
PTK2	ITGB1
ITGB1	PRKACA
HDAC2	THRA
THRA	CTNNB1
CTNNB1	CREBBP
CREBBP	TP53
CREBBP	CREB1
HDAC2	RBPJL
RBPJL	MYC
HDAC2	RB1
RB1	TFDP1
TFDP1	E2F4
HDAC2	CTBP1
CTBP1	LEF1
LEF1	JUN
HDAC2	THRB
THRB	GATA4
GATA4	SRF
SRF	ETS1
CREBBP	ATF4
CREBBP	CREB3
CREBBP	CREB3L2
CREBBP	CREB3L1
CREBBP	ATF2
CREBBP	ATF6B
CREBBP	CREB5
HDAC2	HDAC1
HDAC1	FOS
CREBBP	SP1
RBPJL	FGR
FGR	PTK2
JUN	NFKB1
JUN	RELA
MYC	MAX
FOS	IL6
IL6	LEPR
LEPR	PPARA
FOS	TNF
TNF	IKBKB
IKBKB	NFKB2
THRB	PIK3R5
PIK3R5	PLCE1
TCF7	CCND1
TCF7L2	MYC
TCF7L1	BIRC5
ESR1	ATP2B1
JUN	CXCL1
RBPJL	MYC
RBPJ	FCER2
RBPJ	MYC
CTNNB1	CCND1
HIF1A	PFKFB4
HIF1A	PFKL
STAT3	SOCS2
STAT3	CCND3
STAT4	CCND3
STAT5A	CCND1
STAT5A	SOCS2
STAT5A	SOCS5
STAT5B	CCND2
STAT6	MYC
STAT6	CCND1
PAX6	GCK
MAPK1	CCND1
RELA	PTGS2
RELB	CCL19
PIK3CD	AKT3
PIK3R1	PDPK1
TP53	RRM2B
EPAS1	TGFB1
RXRA	ACADL
NFYB	HLA-DRB4
NFYB	CD74
NFYC	LOC100507709
NFYC	HLA-DQA2
RFXAP	HLA-DMB
RFXAP	CD74
RFXANK	HLA-DRB5
RFXANK	CD74
CREB3	AQP2
CREB3L4	AQP2
USF2	CEACAM5
USF2	CEACAM6
ATF1	CGA
EGR1	COL2A1
SP1	COL2A1
SP3	COL2A1
NFKB1	CYP11A1
SP1	CYP11A1
TFAP2A	HMOX1
RARA	PLAU
ATF1	PLAUR
SP2	PLP1
JUN	POLA
NFIC	POLE2
CREB1	PTGS2
PPARG	PTGS2
REL	PTGS2
USF1	PTGS2
ETS1	VWF
ETS2	VWF
