AR	PRKACA
PRKACA	PPARA
PPARA	RXRA
RXRA	RARB
PRKACA	NFKB1
NFKB1	TRAF3
TRAF3	TBK1
TBK1	REL
NFKB1	CEBPB
NFKB1	TP53
PRKACA	MAPK1
MAPK1	STAT3
PRKACA	CREBBP
CREBBP	SP1
PRKACA	CREB1
PRKACA	RELA
NFKB1	NFKB2
PRKACA	PRKAG2
PRKAG2	MTOR
MTOR	PPARG
RARA	JUP
RUNX1	JUP
RUNX1T1	JUP
STAT4	SOCS5
STAT5A	CCND1
STAT5B	SOCS3
STAT6	MYC
LEF1	MITF
TCF7L2	MITF
CREB3L1	MITF
TP53	SESN1
TP53	RRM2B
MYC	PGF
RFXAP	LOC100509457
RFXAP	LOC101060835
RFXAP	HLA-DMA
ELK1	CCT8
SP3	CD14
EGR1	CD44
USF1	CYP1A1
SP1	CYP21A2
JUNB	DCN
MYC	DDX18
E2F4	DHFR
CREB1	F3
USF1	FBP1
SP1	GH2
NFIC	HRAS
CREB1	ICAM1
CREM	ICAM1
