HMGCR	MVK
MVK	PMVK
PMVK	MVD
MVD	FDPS
FDPS	HRAS
HRAS	MAPK1
MAPK1	SMAD2
SMAD2	SP1
SMAD2	E2F4
MAPK1	STAT3
MAPK1	CREB1
MAPK1	TP53
MAPK1	MYC
HRAS	JUN
HRAS	MAPK14
MAPK14	CEBPB
MAPK1	ETS1
MAPK1	ATF2
HRAS	PIK3R5
PIK3R5	HIF1A
HIF1A	CREBBP
HIF1A	EP300
HIF1A	ARNT
MAPK1	STAT1
MAPK1	SMAD3
MAPK1	CREB3
MAPK1	ATF6B
MAPK1	ATF4
MAPK1	CREB3L2
MAPK1	CREB3L1
MAPK1	CREB5
HRAS	FOS
HRAS	MAP3K1
MAP3K1	IKBKG
IKBKG	TBK1
TBK1	REL
HRAS	MAPK8
MAPK8	JUND
MAPK1	SMAD4
MAPK8	JUNB
HRAS	RAF1
RAF1	NFKB1
PIK3R5	MTOR
MTOR	PPARG
CREB3	ATF1
RAF1	RELA
MAPK1	CCND1
CCND1	RB1
RB1	E2F1
RB1	E2F2
RB1	E2F3
FDPS	KRAS
KRAS	GRB2
GRB2	SOS1
GRB2	SOS2
PIK3R5	THRA
THRA	RXRA
THRA	RXRB
THRA	RXRG
ETS1	SPI1
NFKB1	NFKB2
HRAS	PLCE1
PLCE1	PRKACA
PRKACA	PPARA
MAPK1	ELK1
ELK1	EGR1
MAPK1	ELK4
ETS1	SRF
SMAD4	LEF1
LEF1	PPARD
SMAD2	YAP1
MAPK1	ESR1
MAPK14	MAX
ITGB2	PIK3R5
CREBBP	SP1
ITGB2	PTK2
PTK2	MAPK1
ITGB2	SRC
SRC	STAT3
PIK3R5	AKT3
AKT3	CREB1
PIK3R5	GSK3B
GSK3B	MYC
AKT3	JUN
PTK2	MAPK14
AKT3	ATF2
STAT3	STAT1
AKT3	CREB3
AKT3	ATF6B
AKT3	ATF4
AKT3	CREB3L2
AKT3	CREB3L1
AKT3	CREB5
PIK3R5	HRAS
AKT3	IKBKG
MAPK14	JUND
MAPK14	JUNB
AKT3	NFKB1
AKT3	RELA
ITGB2	CRK
CRK	ABL1
ABL1	RB1
PIK3R5	EGFR
EGFR	SOS1
EGFR	SOS2
AKT3	CHUK
CHUK	NFKB2
PIK3R5	PLCE1
GSK3B	NFATC2
NFATC2	SRF
SRC	CTNNB1
CTNNB1	LEF1
AKT3	PPP1CA
PPP1CA	YAP1
STAT3	ESR1
NR3C2	ATP1B4
NR3C2	KRAS
NR3C2	ATP1A2
NR3C2	ATP1A3
NR3C2	ATP1B1
NR3C2	ATP1B2
NR3C2	FXYD2
NR3C2	FXYD4
NR3C2	SCNN1B
NR3C2	SCNN1G
CREB3	ARC
CREB3	FOS
CREB1	ARC
CREB1	FOS
ATF2	ARC
ATF2	FOS
CREB3L4	FOS
CREB3L2	FOS
GLI2	WNT2B
GLI2	WNT9B
GLI3	WNT16
TFDP2	CCNE2
TCF7	CCND1
TCF7L2	MYC
TCF7L1	BIRC5
ESR1	ATP2B1
VDR	TRPV5
JUN	CXCL1
MAPK11	CXCL1
RBPJL	CR2
RBPJL	MYC
RBPJ	MYC
CTNNB1	CCND1
CTNNB1	CCND2
ELK1	BIRC2
JUN	CCND2
CREB1	PCNA
ATF6B	IL8
ATF6B	PCNA
NFKB1	TNF
MAPK8	JUN
MAPK10	SMAD4
RELA	MMP9
CREB3L3	IL8
CREBBP	CDKN1A
CREBBP	ENO1
CREBBP	ENO2
CREBBP	SERPINE1
CREBBP	ANGPT4
CREBBP	PFKFB4
CREBBP	PGF
CREBBP	TFRC
EP300	CDKN1A
EP300	ENO1
EP300	ENO2
EP300	SERPINE1
EP300	ANGPT4
EP300	PFKFB4
EP300	PGF
EP300	TFRC
HIF1A	CDKN1A
HIF1A	ENO1
HIF1A	ENO2
HIF1A	SERPINE1
HIF1A	ANGPT4
ARNT	CDKN1A
LEF1	CCND2
LEF1	CCND3
TCF7	AXIN1
TCF7	CCND3
TCF7L2	BIRC2
TCF7L2	AXIN2
FOXO1	PCK1
SOS1	SPRY3
SOS1	CCND2
SOS1	CCND3
SOS2	SPRY3
STAT5A	MYC
STAT6	SOCS7
HNF1A	HNF4A
CREB3L4	MITF
LEF1	MITF
MAPK1	CCND1
MAPK3	CDK4
MAPK3	CCND1
RELA	PTGS2
RELA	TRAF2
RELB	CCL19
PIK3CD	AKT3
