HMGCR	MVK
MVK	PMVK
PMVK	MVD
MVD	FDPS
FDPS	HRAS
HRAS	MAPK1
MAPK1	SMAD2
SMAD2	SP1
MAPK1	TP53
MAPK1	SMAD3
SMAD2	YAP1
YAP1	TEAD1
YAP1	TEAD4
YAP1	TEAD3
SMAD2	WWTR1
MAPK1	ESR1
HRAS	RAF1
RAF1	NFKB1
RAF1	RELA
MAPK1	SMAD4
HRAS	PLCE1
PLCE1	PRKACA
PRKACA	PPARA
HRAS	PIK3R5
PIK3R5	HIF1A
SMAD4	LEF1
LEF1	PPARD
PIK3R5	MTOR
MTOR	PPARG
MAPK1	MYC
HIF1A	CREBBP
HIF1A	EP300
HIF1A	ARNT
SMAD4	TCF7
SMAD4	TCF7L2
SMAD4	TCF7L1
MAPK1	ELK1
ELK1	EGR1
MAPK1	STAT3
HRAS	JUN
PIK3R5	EGFR
EGFR	STAT5A
EGFR	STAT5B
MAPK1	STAT1
STAT3	STAT2
STAT3	STAT4
STAT3	STAT6
NFKB1	MYB
SMAD2	E2F4
FDPS	KRAS
KRAS	GRB2
GRB2	SOS1
GRB2	SOS2
NFKB1	NFKB2
PRKACA	XBP1
XBP1	CEBPA
CREBBP	EPAS1
MAPK1	CREB1
PIK3R5	THRA
THRA	RXRA
THRA	RXRB
THRA	RXRG
PRKACA	PSEN1
PSEN1	ATF6
HRAS	MAPK3
HRAS	FOS
CREBBP	RBPJL
CREBBP	RBPJ
HRAS	MAPK14
MAPK14	CEBPB
MAPK14	MAX
MAPK1	ATF2
MAPK1	ETS1
MAPK1	CREB3
MAPK1	ATF6B
MAPK1	ATF4
MAPK1	CREB3L2
MAPK1	CREB3L1
MAPK1	CREB5
HRAS	MAPK11
HRAS	MAPK13
STAT1	MYD88
MYC	ZBTB17
MYC	PIAS2
HRAS	MAPK8
HRAS	MAPK9
HRAS	MAPK10
NFKB1	TRAF6
TRAF6	IRF5
MAPK1	ESR2
HRAS	MAP3K1
MAP3K1	IKBKG
IKBKG	TBK1
TBK1	REL
CREB3	ATF1
PRKACA	CREM
MAPK1	MITF
ITGB2	PIK3R5
CREBBP	SP1
ITGB2	PTK2
PTK2	MAPK1
PIK3R5	AKT3
AKT3	PPP1CA
PPP1CA	YAP1
ITGB2	SRC
SRC	CTNNB1
CTNNB1	LEF1
LEF1	TEAD1
LEF1	TEAD4
LEF1	TEAD3
PPP1CA	WWTR1
SRC	STAT3
STAT3	ESR1
AKT3	NFKB1
AKT3	RELA
PIK3R5	PLCE1
PIK3R5	GSK3B
GSK3B	MYC
CTNNB1	TCF7
CTNNB1	TCF7L2
CTNNB1	TCF7L1
AKT3	JUN
STAT3	STAT1
EGFR	SOS1
EGFR	SOS2
AKT3	CHUK
CHUK	NFKB2
AKT3	CREB1
PTK2	MAPK3
PIK3R5	HRAS
PTK2	MAPK14
AKT3	ATF2
AKT3	CREB3
AKT3	ATF6B
AKT3	ATF4
AKT3	CREB3L2
AKT3	CREB3L1
AKT3	CREB5
PTK2	MAPK11
PTK2	MAPK13
STAT3	ESR2
AKT3	IKBKG
JUP	MYC
JUP	CCND1
TNF	SELE
CREB3	NPY
CREB1	NPY
ATF2	NPY
ATF6B	NPY
ATF4	CRH
MAPK1	PDYN
CREB3L2	NPY
NR3C2	ATP1B4
NR3C2	ATP1A2
NR3C2	ATP1B1
NR3C2	FXYD2
NR3C2	SCNN1B
CREB3	ARC
CREB1	ARC
ATF2	ARC
ATF6B	ARC
ATF4	ARC
GLI2	WNT11
GLI2	WNT9A
GLI2	WNT10A
GLI3	PTCH1
GLI3	BMP2
GLI3	BMP4
TP53	SFN
TP53	GADD45B
ZBTB17	CDKN2B
STAT5A	BCL2L1
STAT5B	BCL2L1
CREB1	PER1
CREB1	PER3
CREB1	PER2
ARNTL	CRY1
ARNTL	CRY2
ARNTL	PER1
ARNTL	RORA
ARNTL	RORB
ARNTL	RORC
ARNTL	BHLHE41
NPAS2	RORB
NPAS2	BHLHE41
NPAS2	PER3
CLOCK	CRY1
CLOCK	PER1
CLOCK	RORB
CLOCK	PER2
FOSB	NFKB1
JUN	RELA
MYC	CCND1
TCF7	MYC
TCF7L2	BIRC5
TCF7L2	CCND1
TCF7L1	CCND1
MAPK14	CXCL1
MAPK14	IL8
NFKB1	CCL5
MAPK12	IL8
RBPJL	FGR
RBPJ	FGR
TP53	MDM2
