AR	PRKACA
PRKACA	CREBBP
CREBBP	SP1
PRKACA	MAPK1
MAPK1	SMAD3
MAPK1	SMAD4
PRKACA	NFKB1
NFKB1	TP53
PRKACA	PPARA
PPARA	RXRA
CREBBP	RXRB
CREBBP	RXRG
MAPK1	JUN
RXRA	RARB
PRKACA	PRKAG2
PRKAG2	MTOR
MTOR	PPARG
MAPK1	ELK1
ELK1	EGR1
NFKB1	HIF1A
MAPK1	ETS1
MAPK1	FOS
PRKACA	EP300
CREBBP	ARNT
PRKACA	XBP1
XBP1	CEBPA
PRKACA	CREB1
PRKACA	RELA
MAPK1	MYC
MAPK1	STAT3
MAPK1	STAT1
NFKB1	PPP2CA
PPP2CA	YAP1
MAPK1	SMAD2
SMAD2	E2F4
ETS1	SPI1
CREBBP	EPAS1
PRKACA	MAPK8
MAPK8	JUND
PRKACA	CTNNB1
CTNNB1	LEF1
CTNNB1	TCF7
CTNNB1	TCF7L2
CTNNB1	TCF7L1
LEF1	TEAD1
LEF1	TEAD4
LEF1	TEAD3
CREBBP	STAT5A
CREBBP	STAT5B
CREBBP	STAT2
CREBBP	STAT4
CREBBP	STAT6
PPP2CA	WWTR1
PRKACA	ATF1
PRKACA	ATF2
PRKACA	PTK2
PTK2	GRB2
GRB2	SOS1
GRB2	SOS2
PRKACA	ATF4
MAPK8	JUNB
PRKACA	CREB3
PRKACA	ATF6B
PRKACA	CREB3L2
PRKACA	CREB3L1
PRKACA	CREB5
MAPK1	ESR1
PRKACA	CREM
NFKB1	MYB
MAPK1	ETS2
LEF1	PPARD
NFKB1	CEBPB
CEBPB	CIITA
CIITA	NFYA
CIITA	NFYB
CIITA	NFYC
CIITA	RFX5
CIITA	RFXAP
CIITA	RFXANK
RARA	JUP
STAT3	PIM1
STAT5A	PIM1
STAT5B	PIM1
RUNX1	JUP
RUNX1T1	JUP
IFNG	ICAM1
IFNG	IDO1
TNF	SELE
TNF	VCAM1
CREB3	CRH
CREB3	NPY
CREB3	BDNF
CREB1	CRH
CREB1	NPY
CREB1	BDNF
ATF2	CRH
ATF2	NPY
ATF2	BDNF
ATF6B	CRH
ATF6B	NPY
CREB3L4	FOSB
CREB3L4	NPY
ATF4	CRH
ATF4	FOSB
ATF4	NPY
MAPK1	PDYN
MAPK3	PDYN
CREB3L2	CRH
CREB3L2	NPY
CREB3L1	CRH
NR3C2	ATP1B4
NR3C2	ATP1A2
NR3C2	ATP1B1
NR3C2	FXYD2
NR3C2	SCNN1B
CREB3	ARC
CREB1	ARC
ATF2	ARC
CREB3L4	PDYN
CREB3L2	PDYN
TFDP2	CCNE2
TP53	GADD45A
STAT5A	BCL2L1
