AR	PRKACA
PRKACA	PPARA
PPARA	RXRA
RXRA	RARB
PRKACA	NFKB1
NFKB1	TP53
PRKACA	MAPK1
MAPK1	SMAD2
SMAD2	E2F4
PRKACA	CREB1
PRKACA	ATF2
PRKACA	XBP1
XBP1	CEBPA
PRKACA	ATF4
PRKACA	CREBBP
CREBBP	SP1
MAPK1	JUN
MAPK1	ELK1
ELK1	EGR1
PRKACA	RELA
NFKB1	HIF1A
MAPK1	ETS1
PRKACA	CREB3
PRKACA	ATF6B
PRKACA	CREB3L2
PRKACA	CREB3L1
PRKACA	CREB5
MAPK1	MYC
MYC	ZBTB17
MYC	PIAS2
CREBBP	RXRB
CREBBP	RXRG
NFKB1	CEBPB
PRKACA	PRKAG2
PRKAG2	MTOR
MTOR	PPARG
PRKACA	GLI2
PRKACA	GLI3
PRKACA	PDX1
PDX1	HNF4A
CEBPA	E2F1
PRKACA	GLI1
PRKACA	EP300
CREB3L3	FOS
RELA	BIRC8
RELA	BIRC2
RELA	XIAP
GLI1	WNT7A
GLI1	WNT7B
GLI1	WNT8B
GLI2	BMP2
GLI3	BMP4
TCF7	CCND1
TCF7L2	MYC
TCF7L1	BIRC5
ESR1	ATP2B1
JUN	CXCL1
RBPJL	MYC
RBPJ	MYC
CTNNB1	CCND1
SOS2	SPRED1
STAT5A	SOCS1
STAT6	PIM1
LEF1	MITF
TP53	PERP
EPAS1	PDGFB
EPAS1	TGFB3
MYC	CKS2
MYC	IL8
NFKB2	TRAF2
RELA	TRAF3
RELA	TRAF6
PPARA	CYP7A1
PPARA	ACSBG1
PPARA	CYP4A22
PPARG	CYP27A1
PPARG	GK2
PPARG	SLC27A1
RXRA	APOC3
RXRA	ILK
RXRA	ACSL5
NFYA	LOC100507714
NFYA	LOC100509457
NFYA	HLA-DQB1
NFYA	HLA-DRA
NFYA	HLA-DRB1
NFYA	HLA-DRB3
NFYA	HLA-DRB4
NFYA	HLA-DRB5
NFYA	CD74
NFYB	LOC100507709
NFYB	LOC100507714
NFYB	LOC100509457
NFYB	HLA-DOA
MAPK9	TNF
MAPK10	IL6
MAPK10	IL12A
RFX5	HLA-DQA1
RFX5	HLA-DQA2
RFXAP	HLA-DPB1
RFXAP	HLA-DQA1
RFXAP	HLA-DQA2
RFXAP	HLA-DQB1
NFATC2	PTGS2
NFATC3	PTGS2
NFATC4	PTGS2
LEF1	JUN
LEF1	MMP7
EGR1	COL2A1
SP1	COL2A1
SP3	COL2A1
CREB1	ERBB2
ELK1	ERBB2
PPARG	GADD45A
RARA	GADD45A
JUNB	IVL
SP1	JUN
NFKB1	KLK3
SP3	KLK3
PPARA	LIPA
PPARD	LIPA
USF1	LIPC
RARA	MIF
PPARG	MMP9
RARA	PLAU
ATF1	PLAUR
SP2	PLP1
JUN	POLA
NFIC	POLE2
CREB1	PTGS2
REL	PTGS2
USF1	PTGS2
