HMGCR	MVK
MVK	PMVK
PMVK	MVD
MVD	FDPS
FDPS	HRAS
HRAS	MAPK1
MAPK1	MYC
MAPK1	TP53
HRAS	RAF1
RAF1	RELA
HRAS	JUN
MAPK1	SMAD2
SMAD2	E2F4
MAPK1	SMAD4
SMAD4	LEF1
SMAD4	TCF7
SMAD4	TCF7L2
SMAD4	TCF7L1
SMAD2	YAP1
YAP1	TEAD1
YAP1	TEAD4
YAP1	TEAD3
SMAD2	SP1
MAPK1	CREB1
RAF1	NFKB1
MAPK1	STAT3
HRAS	PIK3R5
PIK3R5	EGFR
EGFR	STAT5A
EGFR	STAT5B
MAPK1	STAT1
STAT3	STAT2
STAT3	STAT4
STAT3	STAT6
MAPK1	ETS1
MAPK1	ESR1
MAPK1	CCND1
CCND1	RB1
RB1	E2F1
HRAS	FOS
HRAS	MAPK3
FDPS	KRAS
KRAS	GRB2
GRB2	SOS1
GRB2	SOS2
MAPK1	ATF2
HRAS	MAPK14
MAPK14	MAX
HRAS	PLCE1
PLCE1	PRKACA
PRKACA	PPARA
PIK3R5	MTOR
MTOR	PPARG
NFKB1	MYB
LEF1	PPARD
MAPK1	ATF4
PIK3R5	THRA
THRA	RXRA
RXRA	RARB
PIK3R5	HIF1A
HIF1A	CREBBP
HIF1A	EP300
HIF1A	ARNT
MAPK1	CREB3
CREB3	ATF1
MAPK1	ELK1
NFKB1	NFKB2
ITGAL	SRC
SRC	STAT3
STAT3	MYC
ITGAL	PTK2
PTK2	MAPK1
SRC	RAC1
RAC1	RELA
SRC	HRAS
SRC	CTNNB1
CTNNB1	LEF1
CTNNB1	TCF7
CTNNB1	TCF7L2
CTNNB1	TCF7L1
LEF1	YAP1
LEF1	TEAD1
LEF1	TEAD4
LEF1	TEAD3
STAT3	ESR1
ESR1	SP1
RAC1	NFKB1
STAT3	STAT5A
STAT3	STAT5B
STAT3	STAT1
ITGAL	CRK
CRK	ABL1
ABL1	RB1
PTK2	MAPK3
SRC	GRB2
PTK2	MAPK14
STAT3	PPARGC1A
PPARGC1A	PPARA
SRC	PIK3R5
CTNNB1	CREBBP
CREBBP	MYB
CTNNB1	EP300
ITGAL	ICAM1
ICAM1	PLCG2
PLCG2	CAMK2A
CAMK2A	ATF1
HDAC2	RBPJL
RBPJL	MYC
HDAC2	THRA
THRA	CTNNB1
CREBBP	TP53
HDAC2	CTBP1
CTBP1	LEF1
LEF1	JUN
JUN	RELA
HDAC2	RB1
RB1	TFDP1
TFDP1	E2F4
CTBP1	TCF7
CTBP1	TCF7L2
CTBP1	TCF7L1
CREBBP	SP1
CREBBP	CREB1
JUN	NFKB1
HDAC2	HDAC1
HDAC1	FOS
FOS	IL6
IL6	STAT3
MYC	PIAS2
PIAS2	STAT5A
PIAS2	STAT5B
PIAS2	STAT1
PIAS2	STAT2
PIAS2	STAT4
PIAS2	STAT6
HDAC2	THRB
THRB	GATA4
GATA4	SRF
SRF	ETS1
RBPJL	FGR
FGR	PTK2
THRB	PIK3R5
EGFR	SOS1
EGFR	SOS2
CREBBP	ATF2
MYC	MAX
IL6	LEPR
LEPR	PPARA
HDAC2	RXRA
RXRA	PPARG
CREBBP	ATF4
THRB	HIF1A
CREBBP	CREB3
SRF	ELK1
FOS	TNF
TNF	IKBKB
IKBKB	NFKB2
JUP	MYC
JUP	CCND1
GLI2	WNT5A
TP53	SFN
TP53	GADD45B
ZBTB17	CDKN2B
STAT5A	BCL2L1
STAT5B	BCL2L1
CREB1	PER1
CREB1	PER3
CREB1	PER2
ARNTL	CRY1
ARNTL	CRY2
ARNTL	PER1
ARNTL	RORA
ARNTL	RORB
ARNTL	RORC
ARNTL	BHLHE41
MYC	CCND1
TCF7L2	MYC
TCF7L1	BIRC5
JUN	CXCL1
NFAT5	TNF
CREB5	IL8
CREBBP	VEGFC
EP300	VEGFC
HIF1A	TIMP1
ARNT	EDN1
ARNT	ENO1
YAP1	ID2
YAP1	ID3
YAP1	ID4
YAP1	AXIN1
YAP1	AXIN2
YAP1	NKD1
WWTR1	ITGB2
WWTR1	AREG
WWTR1	SERPINE1
TCF7	SNAI2
TCF7	SOX2
TCF7L2	SOX2
TCF7L2	AXIN1
TEAD1	CTGF
TEAD1	GLI2
TEAD1	BIRC5
TEAD1	NKD1
TEAD1	CCND2
TEAD4	CTGF
TEAD4	SOX2
TEAD4	AXIN1
