TYMS	ITPA
ITPA	ADCY1
ADCY1	PRKACA
PRKACA	CREBBP
CREBBP	SP1
ADCY1	RAPGEF3
RAPGEF3	MAPK8
MAPK8	TP53
MAPK8	JUN
PRKACA	NFKB1
NFKB1	HIF1A
PRKACA	MAPK1
MAPK1	MYC
PRKACA	EP300
CREBBP	ARNT
MAPK1	ESR1
MAPK1	ETS1
PRKACA	CREB1
PRKACA	RELA
PRKACA	ATF1
MAPK8	FOS
PRKACA	PPARA
MAPK1	STAT1
PRKACA	MAPK3
PPARA	RXRA
CREBBP	RXRB
CREBBP	RXRG
RAPGEF3	MAPK14
MAPK14	MAX
NFKB1	NFKB2
MAPK8	ELK1
PRKACA	CTNNB1
CTNNB1	LEF1
LEF1	PPARD
MAPK1	ETS2
ELK1	EGR1
CTNNB1	TCF7
CTNNB1	TCF7L2
CTNNB1	TCF7L1
ITPA	NPR1
NPR1	PRKG1
PRKG1	PPP1CA
PPP1CA	YAP1
PRKACA	XBP1
XBP1	CEBPA
PRKACA	ATF2
LEF1	TEAD1
LEF1	TEAD4
LEF1	TEAD3
MAPK1	STAT3
MAPK8	SMAD3
SMAD3	E2F4
YAP1	BBC3
NFKB1	MYB
TP53	TP73
PRKACA	CREM
MAPK8	JUND
PRKACA	PRKAG2
PRKAG2	MTOR
MTOR	PPARG
CREB3L3	FOSB
CREB3L1	NPY
TP53	SFN
TP53	GADD45B
ZBTB17	CDKN2B
STAT5A	BCL2L1
CREB1	PER1
CREB1	PER3
ARNTL	CRY1
ARNTL	CRY2
ARNTL	RORA
ARNTL	RORB
ARNTL	BHLHE41
MYC	CCND1
ELK1	XIAP
JUN	CCND2
ATF6B	IL8
ATF4	PCNA
NFATC2	TNF
NFKB1	TNF
CREB3L2	IL8
CREB3L3	IL8
CREBBP	ENO1
CREBBP	HK3
CREBBP	LDHA
CREBBP	SERPINE1
CREBBP	BCL2
CREBBP	TFRC
EP300	ENO1
EP300	HK3
EP300	LDHA
EP300	SERPINE1
EP300	BCL2
EP300	TFRC
HIF1A	ENO1
HIF1A	HK3
HIF1A	LDHA
HIF1A	SERPINE1
HIF1A	TEK
HIF1A	TIMP1
ARNT	ENO1
YAP1	ID2
YAP1	ID4
YAP1	AXIN1
YAP1	NKD1
WWTR1	ITGB2
WWTR1	SERPINE1
SMAD2	CTGF
TEAD1	BIRC5
TEAD4	AXIN2
STAT3	SOCS2
STAT3	CCND2
STAT3	CCND3
STAT3	SOCS5
STAT4	CCND1
STAT4	CCND3
STAT5B	MYC
STAT5B	CCND2
NEUROG3	PAX6
PAX6	GCK
CREB1	MITF
CREB3L4	MITF
MITF	TYRP1
TCF7	MITF
MAPK1	CCND1
MAPK3	CDK4
RELA	PTGS2
RELA	CCL4L1
RELB	CCL19
PIK3CD	AKT3
PIK3R1	PDPK1
RBPJL	HES5
BBC3	TP53AIP1
TP53	IGFBP3
TP53	STEAP3
TP53	RPRM
TP53	RRM2
EPAS1	VEGFC
FOS	CDK4
HIF1A	TGFB1
JUN	FIGF
NFKB1	TRAF5
IRF8	IL12A
CREB1	BCL2
FOXO3	RBL2
ATF4	BCL2
PPARA	APOA1
PPARA	ACOX1
PPARD	CPT1B
PPARD	ACADL
PPARG	OLR1
PPARG	UCP1
RXRA	CYP7A1
RXRA	CYP27A1
RXRA	ACADL
RXRA	APOA2
RXRG	FABP4
IRF7	IFNA10
MAPK14	IL1A
MAPK14	IL12B
MAPK14	TNF
MYD88	IFNA5
MYD88	IFNA6
MYD88	IFNA13
MYD88	IFNA14
MYD88	IFNA16
MYD88	IFNA21
NFYA	HLA-DOB
NFYA	HLA-DQA1
NFYC	HLA-DMB
NFYC	HLA-DOA
NFYC	HLA-DQA2
MAPK1	IL1A
MAPK1	IL1B
MAPK1	IL6
MAPK1	IL18
MAPK8	NOS2
MAPK8	IL23A
MAPK8	TNF
MAPK11	IL1A
MAPK11	IL1B
MAPK11	IL6
MAPK11	IL18
MAPK11	NOS2
MAPK13	TNF
RELA	CEBPB
RELA	IL1A
RELA	IL18
RELA	IL23A
RFXAP	HLA-DMB
MAPK12	IL1A
MAPK12	IL1B
TCF7	FOSL1
TCF7L2	JUN
TCF7L2	MMP7
TCF7L2	PPARD
TCF7L2	FOSL1
MYBL2	CDKN1C
NFIC	TINAGL1
SP1	CDKN1C
SP3	ABCA1
USF1	ABCA1
CEBPA	ABCB1
CEBPB	ABCB1
SP1	ADA
TFAP2A	CCNB1
USF1	CCNB1
USF2	CCNB1
SP1	CDKN1A
USF2	CEACAM5
USF2	CEACAM6
ATF1	CGA
ATF4	CGA
CREB1	CGA
NFIC	CGA
TFAP2A	CGA
TP53	CHEK1
SP3	CHI3L1
