TYMS	ITPA
ITPA	ADCY1
ADCY1	PRKACA
PRKACA	CREBBP
CREBBP	SP1
ADCY1	RAPGEF3
RAPGEF3	MAPK14
MAPK14	ELK4
PRKACA	NFATC1
NFATC1	SRF
PRKACA	CREB1
PRKACA	ATF2
PRKACA	PPARA
RAPGEF3	MAPK8
MAPK8	JUN
MAPK8	TP53
PRKACA	CREB3
PRKACA	ATF6B
PRKACA	ATF4
PRKACA	CREB3L2
PRKACA	CREB3L1
PRKACA	CREB5
PPARA	RXRA
CREBBP	RXRB
CREBBP	RXRG
TNF	ICAM1
CREB3	FOSB
CREB1	FOSB
ATF2	FOSB
ATF6B	FOSB
CREB3L4	BDNF
ATF4	BDNF
CREB3L2	FOSB
NR3C2	KRAS
NR3C2	ATP1A3
NR3C2	ATP1B2
NR3C2	FXYD4
NR3C2	SCNN1G
CREB3	FOS
CREB1	FOS
ATF2	FOS
SOS1	CCND3
SOS2	SPRY3
EPAS1	TGFB1
FOS	PGF
RELA	NOS2
CREB3L2	BCL2
PPARA	ACSL3
PPARD	ANGPTL4
PPARG	ACSL6
RXRA	FABP1
RFXAP	HLA-DRB4
SP1	CAV1
NFIC	CSNK2A1
NFKB1	CSNK2A1
CEBPB	CSRP1
USF1	CTSB
ETS1	DNTT
CREB1	ERBB2
ELK1	ERBB2
EGR1	IFNG
STAT5A	IFNG
CEBPB	IGF2
SP1	IGFBP3
CEBPD	IL1A
REL	IL1B
CREM	IL2
NFKB1	IL2
POU2F2	IL4
ETS1	IL5
JUND	IL5
SPI1	IL5
CEBPB	IL6
EGR1	IL6
REL	IL6
CEBPB	IL8
