HMGCR	MVK
MVK	PMVK
PMVK	MVD
MVD	FDPS
FDPS	HRAS
HRAS	PLCE1
PLCE1	PRKACA
PRKACA	PPARA
HRAS	PIK3R5
PIK3R5	THRA
THRA	RXRA
THRA	RXRB
THRA	RXRG
HRAS	MAPK1
MAPK1	SMAD2
SMAD2	SP1
MAPK1	TP53
MAPK1	MYC
MYC	ZBTB17
MYC	PIAS2
HRAS	JUN
PIK3R5	HIF1A
PIK3R5	GSK3B
GSK3B	GLI1
GSK3B	GLI2
GSK3B	GLI3
MAPK1	CREB1
HRAS	RAF1
RAF1	NFKB1
HIF1A	CREBBP
HIF1A	EP300
HRAS	FOS
MAPK1	ELK1
ELK1	EGR1
MAPK1	SMAD4
MAPK1	ETS1
HIF1A	ARNT
NFKB1	SOCS3
CREB3L3	NPY
CREB3L1	FOSB
CREB5	NPY
CREB3L1	PDYN
GLI1	WNT16
GLI1	WNT9A
GLI2	WNT10A
GLI3	BMP4
ELK1	CCND3
CREB1	IL8
TP53	CDKN1B
CREB5	PCNA
CREBBP	TF
CREBBP	HKDC1
EP300	TF
EP300	HKDC1
ARNT	PFKFB2
TP53	PERP
EPAS1	TGFB3
ETS1	MMP1
FOS	PGF
FOS	VEGFB
RELA	TRAF3
CREB3	BCL2
CREB3L2	BCL2
CREB3L1	MCL1
PPARA	ACSBG1
PPARA	LPL
PPARD	ANGPTL4
PPARD	UCP1
PPARG	GK2
PPARG	PLIN1
RXRA	FABP1
RXRA	ACSL3
RXRA	APOC3
RXRA	ILK
RXRA	ACSL5
MAPK8	IL12A
MAPK8	IL12B
RFXAP	HLA-DOA
CREB1	CCND1
SP1	CD14
USF2	CTSB
SP1	CTSL
TFAP2C	ESR1
ETS1	FOSL1
CREB1	GSTP1
FOS	GSTP1
SP1	GYPC
NFIC	HBA2
SP1	HBZ
RELA	HDAC2
JUN	ICAM1
SP1	IL2
RELA	IL2RA
STAT5B	IL2RA
CREB1	JUN
SP1	KRT5
ETS1	LYZ
FLI1	MMP3
PPARG	MMP9
E2F4	RBL1
CREB1	REN
ESR1	SP1
ETS1	SPP1
WT1	THBS1
JUNB	TIMP1
USF2	TOP3A
NFIC	TP53
