AR	PRKACA
PRKACA	MAPK1
MAPK1	SMAD2
SMAD2	E2F4
MAPK1	MYC
MAPK1	JUN
PRKACA	NFKB1
NFKB1	TP53
PRKACA	CREBBP
CREBBP	SP1
NFKB1	MYB
PRKACA	CTNNB1
CTNNB1	LEF1
CTNNB1	TCF7
CTNNB1	TCF7L2
CTNNB1	TCF7L1
NFKB1	PPP2CA
PPP2CA	YAP1
LEF1	TEAD1
LEF1	TEAD4
LEF1	TEAD3
PRKACA	RELA
MAPK1	STAT1
MAPK1	STAT3
PRKACA	PTK2
PTK2	GRB2
GRB2	SOS1
GRB2	SOS2
CREBBP	STAT5A
CREBBP	STAT5B
CREBBP	STAT2
CREBBP	STAT4
CREBBP	STAT6
MAPK1	SMAD3
MAPK1	ESR1
CREBBP	RBPJL
CREBBP	RBPJ
MAPK1	ETS1
MAPK1	FOS
PRKACA	XBP1
XBP1	CEBPA
CEBPA	E2F1
PRKACA	MAPK14
MAPK14	MAX
PRKACA	CREB1
CEBPA	E2F2
CEBPA	E2F3
PRKACA	MAPK3
NFKB1	HIF1A
MAPK1	ETS2
PRKACA	EP300
CREBBP	ARNT
PRKACA	ATF2
PRKACA	CREB3
PRKACA	ATF6B
PRKACA	ATF4
PRKACA	CREB3L2
PRKACA	CREB3L1
PRKACA	CREB5
NFKB1	CEBPB
PPP2CA	WWTR1
PRKACA	PPARA
PPARA	RXRA
CREBBP	RXRB
CREBBP	RXRG
NFKB1	CCND1
CCND1	RB1
RB1	TFDP2
JUP	MYC
ATF6B	ARC
ATF4	ARC
GLI2	WNT6
GLI2	WNT7B
GLI2	WNT8B
GLI3	GLI1
STAT5A	BCL2L1
STAT5B	BCL2L1
CREB1	PER3
CREB1	PER2
ARNTL	CRY2
ARNTL	PER1
ARNTL	RORB
ARNTL	RORC
CLOCK	PER2
FOSB	NFKB1
TCF7	CCND1
TCF7L2	MYC
TCF7L1	BIRC5
ESR1	ATP2B1
MAPK14	CXCL1
JUN	CXCL1
RBPJL	MYC
RBPJ	MYC
CTNNB1	CCND1
ELK1	CCND1
MAPK9	JUN
CREB3L2	PCNA
CREBBP	PFKFB1
CREBBP	SLC2A1
EP300	PFKFB1
EP300	SLC2A1
HIF1A	PFKFB1
HIF1A	TFRC
HIF1A	TIMP1
ARNT	EDN1
ARNT	HK2
ARNT	BCL2
ARNT	VEGFA
STAT3	HIF1A
YAP1	ID1
YAP1	ID2
YAP1	ID3
YAP1	AREGB
YAP1	AXIN1
YAP1	AXIN2
WWTR1	BIRC5
WWTR1	ITGB2
WWTR1	AREG
SMAD2	SERPINE1
LEF1	CCND3
TCF7	BIRC2
TCF7	SNAI2
TCF7L2	BIRC2
TCF7L2	SNAI2
TCF7L2	SOX2
TEAD1	GLI2
TEAD1	CCND2
TEAD4	AXIN1
TEAD3	BIRC5
TP73	BBC3
TEAD2	CTGF
TEAD2	AXIN2
STAT3	SOCS2
STAT3	CCND3
PAX6	INS
PAX6	PDX1
CREB3	MITF
LEF1	MITF
NFKB1	IL1B
NFKB1	PLAU
NFKB1	TRAF1
NFKB2	TNFSF13B
RELA	PTGS2
RELB	ICAM1
RELB	CCL19
PIK3CA	AKT3
PIK3CD	AKT3
PIK3CG	PDPK1
PIK3R1	AKT2
PIK3R1	PDPK1
PIK3R2	AKT1
PIK3R3	PDPK1
CREB3L4	MCL1
FOXO3	G6PC2
PPARA	SCP2
PPARD	CPT1A
RXRA	NR1H3
RXRA	CYP4A11
RXRA	ACADL
NFKB1	CEBPB
NFKB1	IL23A
NFYA	LOC100507714
NFYA	HLA-DOB
NFYC	HLA-DQA2
MAPK3	IL23A
MAPK8	IL18
MAPK9	NOS2
MAPK9	IL23A
MAPK9	TNF
MAPK10	IL1A
MAPK10	IL1B
MAPK10	IL6
MAPK10	IL12A
MAPK10	IL12B
MAPK10	IL18
RFX5	LOC100507709
MAPK12	IL1A
CREB3L2	AQP2
CREB3L3	AQP2
SP1	COL4A2
CREB1	ADRB2
E2F4	CDK1
ETS2	CDK1
ATF2	CDKN1A
CEBPA	CDKN1A
ESR1	CDKN1A
ETS1	CDKN1A
FLI1	CDKN1A
JUN	CDKN1A
JUNB	CDKN1A
JUND	CDKN1A
SP1	CDKN1A
USF1	CEACAM6
USF2	CEACAM6
ATF1	CGA
EGR1	COL2A1
SP3	COL2A1
USF2	CTSB
SP1	CTSL
SP3	CTSL
SP1	CYP17A1
SP3	CYP17A1
ETS1	DNTT
EGR1	EGFR
REL	EGFR
CREB1	F3
PPARG	GADD45A
RARA	GADD45A
TFAP2A	GPX4
FOS	GSTP1
SP1	GYPC
NFIC	HBA2
SP1	HBZ
RELA	HDAC1
RELA	HDAC2
SMAD7	HMOX1
SP1	HMOX1
STAT3	HMOX1
CEBPB	HP
TP53	IL8
CEBPA	ITGA2
ETV4	MMP2
SP1	MMP2
TFAP2A	MMP2
RELA	MMP3
MYC	NME1
TP53	NME1
JUN	NPPA
FOS	NQO1
HIF1A	NR4A1
RELA	NR4A1
CREB1	NRAS
JUN	NRAS
PAX6	PDHX
JUN	PENK
RARA	PLAU
ATF1	PLAUR
SP2	PLP1
JUN	POLA
TFAP2A	POLD2
NFIC	POLE2
CREB1	PTGS2
REL	PTGS2
USF1	PTGS2
USF2	PTPN6
SP1	SERPINE1
SP1	SOD1
PAX8	TG
USF1	THBS1
JUN	TNNC1
E2F4	TOP1
ERG	VIM
