AR	PRKACA
PRKACA	NFKB1
PRKACA	PPARA
PRKACA	PRKAG2
PRKAG2	MTOR
MTOR	PPARG
PRKACA	CREBBP
CREBBP	SP1
NFKB1	TP53
PRKACA	CREB1
PRKACA	MAPK1
MAPK1	ESR1
PRKACA	CTNNB1
CTNNB1	LEF1
LEF1	PPARD
PRKACA	XBP1
XBP1	CEBPA
PPARA	RXRA
CREBBP	RXRB
CREBBP	RXRG
MAPK1	ELK1
ELK1	EGR1
PRKACA	ATF1
NFKB1	HIF1A
MAPK1	ETS1
PRKACA	RELA
PRKACA	EP300
CREBBP	ARNT
MAPK1	JUN
NFKB1	PPP2CA
PPP2CA	YAP1
PPP2CA	WWTR1
MAPK1	SMAD4
NFKB1	CEBPB
CREB3L1	CRH
GLI3	PTCH1
GLI3	BMP2
EGR3	FASLG
NFKB1	TNF
CREBBP	FIGF
CREBBP	SERPINE1
EP300	FIGF
EP300	SERPINE1
HIF1A	FIGF
HIF1A	SERPINE1
HIF1A	PGK1
ARNT	EGF
ARNT	FLT1
ARNT	LDHA
ARNT	PFKFB2
ARNT	PGK1
STAT4	SOCS2
STAT5B	SOCS1
HNF1A	HNF4G
MITF	TYRP1
EPAS1	TGFB1
EPAS1	TGFB2
EPAS1	VEGFC
MYC	CDK4
MYC	CKS1B
RELA	NOS2
RELA	CCND1
IRF8	IL12A
PPARA	ACSL3
PPARA	ACSL4
PPARA	APOA1
PPARG	ACSL6
PPARG	GK
PPARG	OLR1
RXRG	EHHADH
IRF7	IFNA8
NFYA	HLA-DQA1
NFYA	HLA-DQB1
NFYA	HLA-DRA
NFYA	HLA-DRB1
NFYA	HLA-DRB4
NFYA	HLA-DRB5
NFYA	CD74
NFYB	LOC100507709
NFYB	LOC100507714
NFYB	LOC100509457
NFYB	HLA-DQA2
RFXAP	LOC100509457
RFXAP	HLA-DOA
TCF7L1	PPARD
TCF7L1	FOSL1
CEBPA	TWF2
CEBPA	TSC22D3
CREB1	TINAGL1
CREB1	CD55
CREB1	TWF2
ELK1	TWF2
ETS2	TWF2
ETV4	PLAUR
FLI1	POLR2A
FOS	PLAUR
SP1	CDKN1C
SP1	ADA
SP3	CD14
NFIC	CYP11A1
NFKB1	CYP11A1
SP1	CYP11A1
TFAP2A	CYP11A1
ETV4	ERBB2
TFAP2A	ERBB2
BRCA1	ESR1
PPARG	ESR1
SP1	ESR1
STAT5A	ESR1
STAT5B	ESR1
JUN	F3
JUND	F3
ELK3	FOS
ESR1	FOS
ESR2	FOS
ETS2	FOS
STAT3	FOS
ETS1	FOSL1
POU5F1	HMGB2
REL	IL2RA
ETV4	MMP9
PPARA	MMP9
RARG	S100A9
PPARA	SERPINE1
TFAP2A	TAF7
JUN	TFRC
ATF1	TNF
ERG	TNNC1
CREB1	TRH
HIF1A	VHL
NFKB1	VWF
