AR	PRKACA
PRKACA	CREBBP
CREBBP	SP1
PRKACA	NFKB1
NFKB1	TRAF6
TRAF6	IRF7
TRAF6	MYD88
PRKACA	RELA
PRKACA	CREB1
NFKB1	HIF1A
CREBBP	RBPJL
RBPJL	HES1
HES1	NEUROG3
NEUROG3	NEUROD1
NEUROG3	NKX2-2
NEUROG3	PAX6
PRKACA	MAPK1
MAPK1	ETS1
ETS1	SPI1
PRKACA	EP300
CREBBP	ARNT
PRKACA	PRKAG2
PRKAG2	MTOR
MTOR	PPARG
MAPK1	JUN
NFKB1	CEBPB
PRKACA	PPARA
PPARA	RXRA
CREBBP	RXRB
CREBBP	RXRG
PRKACA	GLI1
PRKACA	GLI2
PRKACA	GLI3
NFKB1	CCND1
CCND1	RB1
RB1	TFDP2
NFKB1	NFKB2
MAPK1	STAT3
STAT3	IRF1
PRKACA	ATF2
PRKACA	MAPK3
MAPK1	STAT1
PRKACA	MAPK14
PRKACA	MAPK11
PRKACA	MAPK13
PRKACA	MAPK8
PRKACA	MAPK9
PRKACA	MAPK10
MYD88	VDR
MAPK1	ELK1
MAPK1	FOS
PRKACA	XBP1
XBP1	CEBPA
PRKACA	CREM
CREBBP	STAT5A
CREBBP	STAT5B
CREBBP	STAT4
MAPK1	SMAD3
ELK1	EGR1
CEBPA	E2F1
CEBPA	E2F2
CEBPA	E2F3
MAPK1	SMAD4
TRAF6	IRF5
PRKACA	CREB3
PRKACA	ATF6B
PRKACA	ATF4
PRKACA	CREB3L2
PRKACA	CREB3L1
PRKACA	CREB5
CREBBP	STAT2
CREBBP	STAT6
CEBPB	CIITA
CIITA	NFYA
CIITA	NFYB
CIITA	NFYC
CIITA	RFX5
CIITA	RFXAP
CIITA	RFXANK
STAT3	PIM1
STAT5A	PIM1
STAT5B	PIM1
IFNG	ICAM1
TNF	VCAM1
CREB3	BDNF
CREB1	BDNF
ATF2	BDNF
ATF6B	BDNF
CREB3L4	CRH
CREB3L4	FOSB
ATF4	FOSB
MAPK3	PDYN
NR3C2	ATP1B4
NR3C2	ATP1A1
NR3C2	ATP1A2
NR3C2	ATP1A4
NR3C2	ATP1B1
NR3C2	ATP1B3
NR3C2	FXYD2
NR3C2	SCNN1A
NR3C2	SCNN1B
NR3C2	SGK1
CREB3	ARC
CREB3	PDYN
CREB1	ARC
CREB1	PDYN
ATF2	ARC
ATF2	PDYN
ATF6B	PDYN
ATF4	PDYN
NFKB1	BIRC2
NFKB1	BIRC3
NFKB1	XIAP
NFKB1	BCL2L1
GLI1	BMP4
GLI1	WNT1
GLI1	WNT2
GLI1	WNT5A
GLI1	WNT3A
GLI2	GLI1
GLI2	WNT16
