HMGCR	MVK
MVK	PMVK
PMVK	MVD
MVD	FDPS
FDPS	HRAS
HRAS	PIK3R5
PIK3R5	HIF1A
HRAS	JUN
HRAS	RAF1
RAF1	NFKB1
HIF1A	CREBBP
HIF1A	EP300
HIF1A	ARNT
HRAS	MAPK1
MAPK1	ETS1
RAF1	RELA
MAPK1	SMAD2
SMAD2	SP1
MAPK1	STAT1
HRAS	FOS
MAPK1	STAT3
MAPK1	SMAD3
MAPK1	SMAD4
MAPK1	CREB1
HRAS	MAPK8
MAPK8	JUND
NFKB1	NFKB2
SMAD2	YAP1
YAP1	BBC3
PIK3R5	GSK3B
GSK3B	GLI1
GSK3B	GLI2
GSK3B	GLI3
CREB5	ARC
GLI1	WNT4
GLI1	WNT9B
ELK1	BIRC2
ELK1	CCND2
CREB3L4	PCNA
MAPK8	JUN
RELA	MMP9
STAT1	MYD88
CREBBP	EPO
CREBBP	ANGPT4
CREBBP	PGF
CREBBP	TEK
EP300	EPO
EP300	ANGPT4
EP300	PGF
EP300	TEK
HIF1A	EPO
HIF1A	ANGPT4
FOXO1	PCK2
FOXO1	G6PC2
STAT5A	CCND1
STAT5A	SOCS2
STAT5B	SOCS7
STAT6	MYC
STAT6	CCND1
NEUROG3	PAX6
PIK3CB	AKT2
TP53	RRM2B
NFYC	HLA-DQA2
MYB	TSC22D3
MYBL1	TSC22D3
JUN	ALDOA
POU2F1	ALDOC
SMAD1	ANKRD1
SMAD3	ANKRD1
SP2	CD14
NFKB1	CYP11A1
SP1	CYP11A1
CEBPB	F8
AR	F9
NFKB1	FBP1
JUND	FOSL1
SP1	FOSL1
SMAD4	FSHB
BRCA1	GADD45A
ESR1	GADD45A
NFKB1	GADD45A
POU2F1	GADD45A
POU5F1	GADD45A
PPARA	GADD45A
PPARD	GADD45A
TFAP2A	GH2
USF1	GH2
USF2	GH2
SP1	GJA1
NFIC	GOT1
FOS	GSTP1
SP1	GYPC
NFIC	HBA2
SP1	HBZ
RELA	HDAC1
EGR1	JUN
TFAP2A	KRT5
JUN	MAT2A
ESR1	PTMA
TP53	PTTG1
RARA	S100A9
PPARD	SERPINE1
ETS1	SLC26A3
WT1	SOD1
NFIC	STMN1
ATF1	TG
HOXA5	TH
USF2	THBS1
E2F4	TK1
ETS1	TNNC1
SP3	TNNC1
CEBPB	TOP1
WT1	TP53
PAX1	VHL
