AR	PRKACA
PRKACA	NFKB1
PRKACA	MAPK1
MAPK1	JUN
PRKACA	CREBBP
CREBBP	SP1
NFKB1	MYB
NFKB1	TP53
PRKACA	CREB1
MAPK1	MYC
PRKACA	ATF2
CYP21A2	HSD11B1
HSD11B1	CYP2E1
CYP2E1	PLA2G4B
PLA2G4B	PRKCA
PRKCA	RAF1
RAF1	NFKB1
PRKCA	HRAS
HRAS	JUN
HSD11B1	CHRNA7
CHRNA7	JAK2
JAK2	STAT3
STAT3	ESR1
ESR1	SP1
PRKCA	MAPK1
MAPK1	TP53
PRKCA	CREB1
STAT3	MYC
PRKCA	ATF2
CYP19A1	CYP3A4
CYP3A4	PLA2G4B
MAPK1	SMAD2
SMAD2	SP1
ATF6B	FOS
TCF7L2	MYC
TCF7L1	BIRC5
MAPK8	IL18
SP3	CCND1
SP4	CCND1
TP53	CCND1
USF1	CCND1
SP3	COL2A1
RELA	CSF2
ETS1	CSNK2A1
USF1	GH2
USF2	GH2
ATF2	INS
ATF1	PLAUR
SP2	PLP1
