HMGCR	MVK
MVK	PMVK
PMVK	MVD
MVD	FDPS
FDPS	HRAS
HRAS	MAPK1
MAPK1	SMAD2
SMAD2	SP1
HRAS	JUN
MAPK1	SMAD4
HRAS	RAF1
RAF1	NFKB1
HRAS	PIK3R5
PIK3R5	THRA
THRA	RXRA
RXRA	RARB
MAPK1	MYC
MYC	ZBTB17
MYC	PIAS2
MAPK1	SMAD1
SMAD2	YAP1
MAPK1	SMAD5
MAPK1	SMAD9
RAF1	RELA
MAPK1	ELK1
ELK1	EGR1
GLI2	WNT10A
GLI3	BMP4
NFKB1	CCL5
MAPK12	IL8
HIF1A	VEGFA
HIF1A	VEGFC
ARNT	LTBR
ARNT	NOS3
ARNT	PFKFB3
ARNT	PFKL
STAT5A	SOCS2
STAT6	CCND1
TP53	PERP
RXRA	ME1
RXRA	OLR1
RXRA	PCK1
RXRA	ANGPTL4
RXRA	ACSL5
RXRB	ACSBG1
NFYB	HLA-DRB1
MYB	TSC22D3
MYBL1	TSC22D3
USF1	APOE
ELK1	CCT8
SP3	CD14
EGR1	CD44
CREB1	FN1
EGR1	FN1
NFKB1	FN1
RELA	FN1
FLI1	MMP3
PPARG	MMP9
ATF1	PPP2R4
ATF2	PTGS2
