HMGCR	MVK
MVK	PMVK
PMVK	MVD
MVD	FDPS
FDPS	HRAS
HRAS	MAPK1
MAPK1	STAT3
HRAS	MAPK14
MAPK14	CEBPB
HRAS	MAP3K1
MAP3K1	IKBKG
IKBKG	TBK1
TBK1	REL
MAPK1	TP53
HRAS	RAF1
RAF1	RELA
MAPK1	CREB1
MAPK1	MYC
MAPK1	ELK1
MAPK1	CREB3
CREB3	ATF1
HRAS	JUN
HRAS	PIK3R5
PIK3R5	HIF1A
HIF1A	CREBBP
CREBBP	RBPJL
RBPJL	HES1
HES1	NEUROG3
NEUROG3	PAX6
RAF1	NFKB1
ELK1	EGR1
ITGB2	SRC
SRC	STAT3
ITGB2	PTK2
PTK2	MAPK14
ITGB2	PIK3R5
PIK3R5	AKT3
AKT3	IKBKG
PTK2	MAPK1
AKT3	RELA
AKT3	CREB1
PIK3R5	GSK3B
GSK3B	MYC
AKT3	CREB3
AKT3	JUN
AKT3	NFKB1
TFDP2	CCNE2
HIF1A	PFKFB4
HIF1A	PFKL
HIF1A	PGF
RFXAP	LOC100509457
RFXAP	LOC101060835
RFXAP	HLA-DMA
RFXAP	CD74
RFXANK	HLA-DMA
RFXANK	HLA-DOB
RFXANK	HLA-DPA1
RFXANK	HLA-DPB1
RFXANK	HLA-DQA1
NFATC3	PTGS2
NFATC4	PTGS2
LEF1	JUN
LEF1	MMP7
USF2	CEACAM6
ATF1	CGA
REL	CSF2
SP1	DKC1
ETS1	DNTT
STAT1	EGFR
CREM	GPX4
SPI1	NFKB1
ETS1	VWF
ETS2	VWF
NFIC	VWF
