HMGCR	MVK
MVK	PMVK
PMVK	MVD
MVD	FDPS
FDPS	HRAS
HRAS	MAPK1
MAPK1	TP53
MAPK1	SMAD2
SMAD2	E2F4
SMAD2	SP1
MAPK1	CCND1
CCND1	RB1
RB1	E2F1
MAPK1	CREB1
MAPK1	ATF2
MAPK1	ETS1
HRAS	JUN
MAPK1	SMAD4
SMAD4	LEF1
SMAD4	TCF7
SMAD4	TCF7L2
SMAD4	TCF7L1
HRAS	RAF1
RAF1	NFKB1
MAPK1	MYC
RAF1	RELA
RB1	E2F2
RB1	E2F3
MAPK1	ATF4
MAPK1	CREB3
MAPK1	ATF6B
MAPK1	CREB3L2
MAPK1	CREB3L1
MAPK1	CREB5
MAPK1	ETS2
HRAS	MAPK3
HRAS	FOS
CREB3	ATF1
SMAD2	YAP1
HRAS	PIK3R5
PIK3R5	HIF1A
HIF1A	CREBBP
HIF1A	EP300
HIF1A	ARNT
HRAS	MAPK14
MAPK14	MAX
MAPK1	STAT3
YAP1	TEAD1
YAP1	TEAD4
YAP1	TEAD3
MAPK1	SMAD3
RB1	TFDP2
HRAS	MAPK8
MAPK8	JUND
MAPK1	STAT1
STAT1	MYD88
FDPS	KRAS
KRAS	GRB2
GRB2	SOS1
GRB2	SOS2
ITGB2	PTK2
PTK2	MAPK1
ITGB2	PIK3R5
CREBBP	SP1
ITGB2	CRK
CRK	ABL1
ABL1	RB1
PIK3R5	AKT3
AKT3	CREB1
AKT3	ATF2
AKT3	JUN
ITGB2	SRC
SRC	CTNNB1
CTNNB1	LEF1
CTNNB1	TCF7
CTNNB1	TCF7L2
CTNNB1	TCF7L1
AKT3	NFKB1
PIK3R5	GSK3B
GSK3B	MYC
AKT3	RELA
AKT3	ATF4
AKT3	CREB3
AKT3	ATF6B
AKT3	CREB3L2
AKT3	CREB3L1
AKT3	CREB5
PTK2	MAPK3
PIK3R5	HRAS
AKT3	PPP1CA
PPP1CA	YAP1
PTK2	MAPK14
SRC	STAT3
LEF1	TEAD1
LEF1	TEAD4
LEF1	TEAD3
MAPK14	JUND
STAT3	STAT1
PIK3R5	EGFR
EGFR	SOS1
EGFR	SOS2
GLI2	WNT5A
GLI2	WNT7A
GLI2	WNT8A
GLI2	WNT3A
TP53	SFN
TP53	GADD45B
ZBTB17	CDKN2B
STAT5A	BCL2L1
CREB1	PER1
CREB1	PER3
ARNTL	CRY1
ARNTL	CRY2
ARNTL	RORA
ARNTL	RORB
ARNTL	BHLHE41
NPAS2	RORC
NPAS2	BHLHE40
CLOCK	RORA
TCF7	CCND1
TCF7L2	MYC
TCF7L1	BIRC5
ESR1	ATP2B1
JUN	CXCL1
RBPJL	MYC
RBPJ	MYC
CTNNB1	CCND1
NFAT5	TNF
ATF6B	IL8
NFKB1	TNF
MAPK10	JUN
CREB5	IL8
CREBBP	ENO1
CREBBP	SERPINE1
CREBBP	PFKFB3
CREBBP	VEGFC
EP300	ENO1
EP300	SERPINE1
EP300	PFKFB3
EP300	VEGFC
HIF1A	ENO1
HIF1A	SERPINE1
HIF1A	PFKFB3
HIF1A	TIMP1
ARNT	ENO1
YAP1	ID2
YAP1	ID4
YAP1	AXIN1
YAP1	NKD1
WWTR1	ITGB2
WWTR1	SERPINE1
TCF7	SOX2
TCF7L2	AXIN1
TEAD1	BIRC5
TEAD4	AXIN2
SOS1	SPRY1
STAT3	SOCS2
STAT3	CCND2
STAT3	CCND3
STAT3	SOCS5
MAPK1	CDK4
RELA	PTGS2
RELA	CCL4L1
RELB	CCL19
PIK3CD	AKT3
PIK3R1	PDPK1
RBPJL	HES5
TP53	RPRM
RXRA	ACADL
RXRA	APOA2
RXRA	AQP7
RXRA	SLC27A1
RXRA	LPL
RXRG	EHHADH
IRF7	IFNA8
MAPK14	IL1A
MAPK14	IL12B
MAPK14	TNF
MYD88	IFNA5
NFKB1	IL23A
NFYA	LOC100507714
NFYA	LOC100509457
NFYB	LOC101060835
NFYB	HLA-DMA
MAPK3	NOS2
MAPK3	IL23A
MAPK8	NOS2
MAPK8	IL23A
MAPK11	IL1B
MAPK11	IL6
MAPK9	NOS2
MAPK9	IL23A
MAPK9	TNF
MAPK10	IL1A
MAPK10	IL1B
MAPK10	IL6
MAPK10	IL12A
MAPK10	IL12B
MAPK10	IL18
MAPK12	IL1A
TCF7	FOSL1
TCF7L2	JUN
TCF7L2	MMP7
TCF7L2	PPARD
TCF7L2	FOSL1
TFAP2A	CCNB1
USF1	CCNB1
USF2	CCNB1
EGR1	COL2A1
SP3	COL2A1
USF1	CTSB
SP3	CTSL
SP3	CYP17A1
EGR1	EGFR
EGR1	FN1
NFKB1	FN1
RELA	FN1
ELK3	FOS
ESR1	FOS
ESR2	FOS
ETS2	FOS
ERG	MMP2
FLI1	MMP2
SPI1	MMP2
NFKB1	MMP3
SP1	NFKB2
PPARA	NFKBIA
CEBPA	NFYB
MYC	NME1
MYC	NME2
JUN	NPPA
JUND	NQO1
HIF1A	NR4A1
MYC	NRAS
CREB1	NRAS
MYB	NRAS
WT1	ODC1
NFIC	PCK2
SP1	PDGFB
RARA	PLAU
ATF1	PLAUR
SP2	PLP1
JUN	POLA
NFIC	POLE2
CREB1	PTGS2
REL	PTGS2
USF1	PTGS2
TP53	RELA
RARA	S100A8
PPARA	SERPINE1
JUN	SFTPA1
SP1	SPN
POU2F1	SPP1
JUN	TFRC
CREB1	TH
JUN	TIMP1
STAT1	TIMP1
ERG	TNNC1
SMAD2	TNNC1
JUN	TP53
STAT1	TP53
HIF1A	VHL
ERG	VWF
