HMGCR	MVK
MVK	PMVK
PMVK	MVD
MVD	FDPS
FDPS	HRAS
HRAS	MAPK1
MAPK1	CREB1
MAPK1	TP53
MAPK1	SMAD2
SMAD2	SP1
SMAD2	E2F4
MAPK1	CREB3
MAPK1	ATF2
MAPK1	ATF6B
MAPK1	ATF4
MAPK1	CREB3L2
MAPK1	CREB3L1
MAPK1	CREB5
CREB3	ATF1
HRAS	JUN
HRAS	PIK3R5
PIK3R5	HIF1A
HIF1A	CREBBP
HIF1A	EP300
HIF1A	ARNT
MAPK1	ETS1
HRAS	RAF1
RAF1	NFKB1
RAF1	RELA
HRAS	PLCE1
PLCE1	PRKACA
PRKACA	PPARA
SMAD2	SMAD7
PIK3R5	MTOR
MTOR	PPARG
MAPK1	SMAD4
SMAD4	LEF1
LEF1	PPARD
MAPK1	STAT3
PIK3R5	THRA
THRA	RXRA
THRA	RXRB
THRA	RXRG
HRAS	FOS
MAPK1	STAT1
SMAD4	TCF7
SMAD4	TCF7L2
SMAD4	TCF7L1
HRAS	MAPK8
MAPK8	JUND
PRKACA	XBP1
XBP1	CEBPA
GLI3	WNT4
GLI3	BMP2
TCF7	CCND1
TCF7L2	MYC
TCF7L1	BIRC5
ESR1	ATP2B1
JUN	CXCL1
RBPJL	MYC
RBPJ	MYC
CTNNB1	CCND1
ATF2	IL8
CREBBP	FASLG
ATF6B	IL8
ATF6B	PCNA
NFKB1	TNF
MAPK8	JUN
MAPK9	JUN
CREBBP	CDKN1B
CREBBP	EGF
CREBBP	ENO1
CREBBP	ENO2
CREBBP	SERPINE1
CREBBP	ANGPT4
CREBBP	PFKFB1
EP300	CDKN1B
EP300	EGF
EP300	ENO1
EP300	ENO2
EP300	SERPINE1
EP300	ANGPT4
EP300	PFKFB1
HIF1A	CDKN1B
HIF1A	EGF
HIF1A	ENO1
HIF1A	ENO2
HIF1A	SERPINE1
HIF1A	ANGPT4
HIF1A	PFKFB1
STAT4	SOCS2
STAT5B	SOCS1
HNF1A	FOXA3
CREB1	MITF
MITF	DCT
MITF	TYRP1
VDR	SLC34A2
NFKB1	IL1B
NFKB1	PLAU
NFKB1	TRAF1
NFKB2	TNFSF13B
RELB	ICAM1
PIK3CA	AKT3
PIK3CG	PDPK1
EPAS1	FIGF
EPAS1	TGFB3
EPAS1	VEGFA
FOS	VEGFB
HIF1A	TGFA
MYC	CKS2
MYC	FIGF
NFKB2	BCL2L1
RELA	TRAF3
RELA	TRAF5
IRF1	IL12A
CREB3L1	MCL1
PPARA	CPT2
PPARA	ACSBG1
PPARA	ACSL6
PPARA	ACADM
PPARD	UCP1
PPARG	CPT1A
PPARG	GK2
PPARG	AQP7
PPARG	PCK2
RXRA	ACSL3
RXRG	EHHADH
IRF7	IFNA8
CREB1	HLA-DRB5
MAPK14	IL6
MAPK14	NOS2
MYD88	IFNA2
MYD88	IFNA10
NFYB	HLA-DPA1
NFYC	HLA-DQA2
MAPK1	IL1A
MAPK1	IL1B
MAPK1	IL6
RFX5	LOC100507709
MAPK12	IL1A
ETS2	TWF2
ETV4	PLAUR
FLI1	POLR2A
FOS	PLAUR
MYBL2	CDKN1C
SPI1	REL
SPI1	CXCR2
TP53	MKI67
TP53	APAF1
TP53	EPCAM
TP53	HSP90AB1
TFAP2A	CCNB1
USF1	CCNB1
USF2	CCNB1
SP1	CD9
SPI1	CHI3L1
USF1	CHI3L1
JUN	COL1A1
MYBL2	COL1A1
NFIC	COL1A1
EGR1	COL2A1
SP1	COL2A1
SP3	COL2A1
STAT5A	EGFR
ELK3	FOS
ESR1	FOS
ESR2	FOS
ETS2	FOS
JUND	FOSL1
SP1	FOSL1
SMAD4	FSHB
BRCA1	GADD45A
ESR1	GADD45A
POU5F1	GADD45A
PPARA	GADD45A
PPARD	GADD45A
TFAP2A	GH2
USF1	GH2
USF2	GH2
CEBPA	GPX4
E2F1	HIST1H2AM
NFKB1	HMOX1
ERG	MMP9
PPARA	MMP9
RARA	PLAU
ATF1	PLAUR
SP2	PLP1
JUN	POLA
NFIC	POLE2
CREB1	PTGS2
REL	PTGS2
USF1	PTGS2
SP1	RPL15
USF1	S100A6
RARA	S100A8
RARB	S100A8
PPARA	SERPINE1
PPARD	SERPINE1
SP1	SERPINE1
ETV4	SPP1
LEF1	SPP1
POU2F1	SPP1
POU2F2	SPP1
JUN	TFRC
ATF1	TG
PAX8	TG
SMAD3	TIMP1
SP1	TIMP1
STAT1	TIMP1
STAT3	TIMP1
ERG	TNNC1
ETS1	TNNC1
JUN	TNNC1
PAX2	TP53
PAX8	TP53
STAT1	TP53
TP53	TP53
HIF1A	VHL
PAX1	VHL
ERG	VIM
