HMGCR	MVK
MVK	PMVK
PMVK	MVD
MVD	FDPS
FDPS	HRAS
HRAS	MAPK1
MAPK1	SMAD2
SMAD2	E2F4
MAPK1	CCND1
CCND1	RB1
RB1	E2F1
MAPK1	CREB1
MAPK1	MYC
RB1	E2F2
RB1	E2F3
MAPK1	ATF4
MAPK1	TP53
SMAD2	SP1
MAPK1	MITF
MAPK1	ATF2
MAPK1	CREB3
MAPK1	CREB3L2
MAPK1	CREB3L1
MAPK1	ATF6B
MAPK1	CREB5
CREB3	ATF1
HRAS	JUN
MAPK1	ETS2
MAPK1	ETS1
HRAS	PLCE1
PLCE1	PRKACA
PRKACA	PPARA
HRAS	MAPK14
MAPK14	MAX
HRAS	RAF1
RAF1	NFKB1
NFKB1	MYB
SMAD2	YAP1
HRAS	PIK3R5
PIK3R5	MTOR
MTOR	PPARG
HRAS	FOS
MAPK1	SMAD4
SMAD4	LEF1
SMAD4	TCF7
SMAD4	TCF7L2
SMAD4	TCF7L1
LEF1	PPARD
RAF1	RELA
MAPK1	SMAD1
MAPK1	SMAD5
MAPK1	SMAD9
HRAS	MAPK3
PIK3R5	THRA
THRA	RXRA
THRA	RXRB
THRA	RXRG
YAP1	TEAD1
YAP1	TEAD4
YAP1	TEAD3
RB1	TFDP2
MAPK1	STAT3
MAPK1	STAT1
STAT3	STAT4
TNF	SELE
CREB3	NPY
CREB1	NPY
ATF2	NPY
ATF6B	NPY
ATF4	CRH
MAPK1	PDYN
CREB3L2	NPY
GLI2	WNT5A
GLI2	WNT7A
GLI2	WNT8A
GLI2	WNT3A
GLI3	WNT5A
STAT5A	BCL2L1
STAT5B	BCL2L1
CREB1	PER3
CREB1	PER2
ARNTL	CRY2
ARNTL	PER1
ARNTL	RORB
ARNTL	RORC
TCF7	CCND1
TCF7L2	MYC
TCF7L1	BIRC5
ESR1	ATP2B1
JUN	CXCL1
RBPJL	MYC
RBPJ	MYC
CTNNB1	CCND1
HIF1A	TIMP1
HIF1A	VEGFB
HIF1A	HKDC1
ARNT	EDN1
ARNT	NOS2
ARNT	NPPA
ARNT	PFKFB4
ARNT	PGF
YAP1	ID2
YAP1	ID3
YAP1	AXIN1
YAP1	AXIN2
WWTR1	ITGB2
WWTR1	AREG
TEAD1	GLI2
TEAD4	AXIN1
TEAD3	BIRC5
STAT2	CCND2
STAT2	CCND3
STAT2	SOCS3
STAT3	SOCS2
STAT3	CCND3
STAT4	CCND3
STAT5A	SOCS2
STAT5B	CCND2
STAT6	CCND1
RELA	PTGS2
RELB	CCL19
PIK3CD	AKT3
PIK3R1	AKT1
PIK3R1	PDPK1
PIK3R2	AKT3
ETS1	IL8
ETS1	MMP1
MYC	VEGFB
CREB3	MCL1
CREB3	BCL2
FOXO3	BCL2L11
PPARA	SLC27A1
PPARA	LPL
PPARA	SCD5
PPARG	ACSL5
PPARG	PLIN1
RXRA	SLC27A4
RXRA	ACADL
RXRA	MMP1
RXRA	ACOX1
RXRA	PCK2
RXRA	PDPK1
MAPK14	IL1A
MAPK14	IL12B
MAPK14	TNF
MYD88	IFNA5
NFKB1	CEBPB
NFKB1	IL23A
NFYA	HLA-DPB1
NFYB	HLA-DQA2
NFYC	HLA-DQA2
MAPK3	NOS2
MAPK3	IL23A
MAPK9	NOS2
MAPK9	IL23A
MAPK9	TNF
MAPK10	IL1A
MAPK10	IL1B
MAPK10	IL6
MAPK10	IL12A
MAPK10	IL12B
MAPK10	IL18
RFX5	LOC100507709
MAPK12	IL1A
TCF7	FOSL1
TCF7L2	JUN
TCF7L2	MMP7
TCF7L2	FOSL1
MYB	TSC22D3
MYBL1	TSC22D3
SP1	COL4A2
USF1	SERPINE1
USF2	XRCC6
JUN	ABCA1
ETS1	ABCB1
JUN	ABCB1
NFKB1	ABCB1
TP53	ABCB1
LEF1	ADA
NFIC	ADA
ATF3	ASNS
ATF4	ASNS
CREB1	ATP1A1
NFKB1	B2M
CREM	CCND1
ESR1	CCND1
POU2F1	CCND1
E2F4	CDK1
ETS2	CDK1
CEBPA	CDKN1A
ESR1	CDKN1A
ETS1	CDKN1A
JUN	CDKN1A
JUNB	CDKN1A
JUND	CDKN1A
USF2	CEACAM5
SPI1	CHI3L1
USF1	CHI3L1
JUN	COL1A1
MYBL2	COL1A1
EGR1	COL2A1
SP1	COL2A1
SP3	COL2A1
ELK3	FOS
ESR1	FOS
ESR2	FOS
ETS2	FOS
POU5F1	HMGB2
REL	IFNG
STAT5B	IFNG
EGR1	IGF2
SP3	IGFBP3
SP1	IL1A
SP1	IL1B
EGR1	IL2
POU2F1	IL2
ERG	MMP2
FLI1	MMP2
SPI1	MMP2
NFKB1	MMP3
JUN	MT1A
MYC	NME1
TP53	NME1
JUN	NPPA
FOS	NQO1
HIF1A	NR4A1
RELA	NR4A1
CREB1	NRAS
JUN	NRAS
RARA	PLAU
ATF1	PLAUR
SP2	PLP1
JUN	POLA
NFIC	POLE2
CREB1	PTGS2
REL	PTGS2
USF1	PTGS2
