TYMS	ITPA
ITPA	ADCY1
ADCY1	PRKACA
PRKACA	PSEN1
PSEN1	ATF6
ADCY1	RAPGEF3
RAPGEF3	MAPK8
MAPK8	TP53
RAPGEF3	MAPK14
MAPK14	ELK4
PRKACA	NFATC1
NFATC1	SRF
PRKACA	MAPK1
MAPK1	MYC
MAPK1	STAT3
MAPK1	STAT1
MAPK8	JUN
PRKACA	CREBBP
CREBBP	SP1
MAPK1	ESR1
PRKACA	CREB1
PRKACA	EP300
PRKACA	NFKB1
NFKB1	HIF1A
CREBBP	ARNT
PRKACA	RELA
PRKACA	ATF4
MAPK8	ELK1
PRKACA	PTK2
PTK2	GRB2
GRB2	SOS1
GRB2	SOS2
PRKACA	CTNNB1
CTNNB1	LEF1
CTNNB1	TCF7
CTNNB1	TCF7L2
CTNNB1	TCF7L1
ITPA	NPR1
NPR1	PRKG1
PRKG1	PPP1CA
PPP1CA	YAP1
LEF1	TEAD1
LEF1	TEAD4
LEF1	TEAD3
CREBBP	STAT5A
CREBBP	STAT5B
CREBBP	STAT2
CREBBP	STAT4
CREBBP	STAT6
FPGS	DHFR
DHFR	ATIC
ATIC	HPRT1
HPRT1	PDE3B
PDE3B	PRKACA
DHFR	SHMT1
SHMT1	GATM
GATM	NOS1
NOS1	MAPK1
MAPK1	TP53
MAPK1	ELK4
MAPK1	ETS1
ETS1	SRF
NOS1	HRAS
HRAS	JUN
MAPK1	SMAD2
SMAD2	SP1
GATM	NOS3
NOS3	CREB1
NOS3	CREB3
CREB3	CREBBP
CREB3	EP300
HRAS	PIK3R5
PIK3R5	HIF1A
MAPK1	NFKB1
MAPK1	RELA
NOS3	ATF4
MAPK1	ELK1
NOS1	KRAS
KRAS	GRB2
MAPK1	SMAD4
SMAD4	LEF1
SMAD4	TCF7
SMAD4	TCF7L2
SMAD4	TCF7L1
SMAD2	YAP1
YAP1	TEAD1
YAP1	TEAD4
YAP1	TEAD3
STAT3	STAT5A
STAT3	STAT5B
STAT3	STAT2
STAT3	STAT4
STAT3	STAT6
NR3C2	ATP1A3
NR3C2	SCNN1G
STAT5B	BCL2L1
CREB1	PER2
ARNTL	PER1
ARNTL	RORC
RBPJ	FCER2
CTNNB1	CCND3
NFAT5	TNF
SMAD3	MYC
RELA	IL6
CREB5	IL8
CREBBP	HK1
CREBBP	PFKL
CREBBP	VEGFC
EP300	HK1
EP300	PFKL
EP300	VEGFC
HIF1A	HK1
ARNT	EDN1
YAP1	ID3
YAP1	AXIN2
WWTR1	AREG
TCF7	SNAI2
TCF7L2	SOX2
TEAD1	GLI2
TEAD1	CCND2
TEAD4	AXIN1
TEAD3	BIRC5
TP73	BBC3
TEAD2	CTGF
TEAD2	AXIN2
SOS1	CCND2
SOS1	CCND3
SOS2	SPRY3
PIK3CD	AKT3
PIK3R1	PDPK1
MAPK1	IL12B
LEF1	PPARD
TCF7	MMP7
TCF7	PPARD
SP1	COL4A2
ETS2	CDK1
ATF2	CDKN1A
CEBPA	CDKN1A
ETS1	CDKN1A
FLI1	CDKN1A
JUN	CDKN1A
JUNB	CDKN1A
JUND	CDKN1A
NFKB1	COL1A1
RELA	COL1A1
SP1	COL1A1
USF1	CTSB
EGR1	FN1
NFKB1	FN1
RELA	FN1
TFAP2A	HMOX1
ETS1	IL5
CEBPB	IL6
TP53	NME1
FOS	NQO1
RELA	NR4A1
JUN	NRAS
PPARG	PTGS2
MYC	PTMA
TP53	RELA
SPI1	SCARB2
NFIC	SFTPC
SP1	SPN
EGR1	TFPI2
HOXA4	TH
JUN	TIMP1
EGR4	TNF
SMAD4	TNNC1
JUN	TP53
JUN	TXN
