TYMS	ITPA
ITPA	ADCY1
ADCY1	PRKACA
PRKACA	CREBBP
CREBBP	SP1
ADCY1	RAPGEF3
RAPGEF3	MAPK8
MAPK8	TP53
PRKACA	MAPK1
MAPK1	MYC
PRKACA	CREB1
MAPK1	ETS1
PRKACA	CTNNB1
CTNNB1	LEF1
CTNNB1	TCF7
CTNNB1	TCF7L2
CTNNB1	TCF7L1
PRKACA	NFKB1
MAPK8	JUN
PRKACA	EP300
NFKB1	HIF1A
CREBBP	ARNT
PRKACA	RELA
PRKACA	ATF1
MAPK1	STAT3
MAPK1	STAT1
FPGS	DHFR
DHFR	SHMT1
SHMT1	GATM
GATM	NOS1
NOS1	MAPK1
MAPK1	SMAD2
SMAD2	SP1
MAPK1	TP53
GATM	NOS3
NOS3	CREB1
MAPK1	SMAD4
SMAD4	LEF1
SMAD4	TCF7
SMAD4	TCF7L2
SMAD4	TCF7L1
MAPK1	NFKB1
NOS1	HRAS
HRAS	JUN
NOS3	CREB3
CREB3	CREBBP
CREB3	EP300
HRAS	PIK3R5
PIK3R5	HIF1A
MAPK1	RELA
CREB3	ATF1
TP53	GADD45B
ZBTB17	CDKN2B
STAT5A	BCL2L1
CREB1	PER1
CREB1	PER3
ARNTL	CRY1
ARNTL	CRY2
ARNTL	RORA
ARNTL	RORB
ARNTL	BHLHE41
CREB1	PCNA
ATF6B	PCNA
CREBBP	CDKN1A
CREBBP	ENO2
EP300	CDKN1A
EP300	ENO2
HIF1A	CDKN1A
HIF1A	ENO2
TEAD1	BIRC5
TEAD1	AXIN2
TEAD4	AXIN2
TEAD3	GLI2
SOS1	SPRY3
CREB3L4	MITF
RELA	CCL4L1
RBPJL	HES5
TP53	RPRM
MAPK14	IL1A
MAPK14	IL12B
MAPK14	TNF
MYD88	IFNA5
MAPK1	IL1A
MAPK1	IL1B
MAPK8	IL23A
MAPK11	IL1B
MAPK11	IL6
TCF7	FOSL1
TCF7L2	MMP7
TCF7L2	FOSL1
SP1	COL4A2
USF2	ABCA1
USF2	CEACAM6
ATF1	CGA
NFKB1	COL1A1
RELA	COL1A1
SP1	COL1A1
USF1	CTSB
NFIC	CYP11A1
NFKB1	CYP11A1
SP1	CYP11A1
E2F1	HIST1H2AM
PPARA	NFKBIA
CEBPA	NFYB
MYC	NME1
MYC	NME2
JUN	NPPA
JUND	NQO1
HIF1A	NR4A1
MYC	NRAS
CREB1	NRAS
MYB	NRAS
SP1	RPL10
RARB	S100A8
ETS2	SPP1
POU2F2	SPP1
JUND	TIMP1
STAT3	TIMP1
NFKB1	TP53
TP53	TP53
