HMGCR	MVK
MVK	PMVK
PMVK	MVD
MVD	FDPS
FDPS	HRAS
HRAS	MAPK1
MAPK1	MYC
HRAS	JUN
MAPK1	SMAD2
SMAD2	SP1
MAPK1	CREB1
MAPK1	ETS1
HRAS	PIK3R5
PIK3R5	HIF1A
MAPK1	CREB3
CREB3	ATF1
HIF1A	CREBBP
HIF1A	EP300
HIF1A	ARNT
MAPK1	TP53
HRAS	PLCE1
PLCE1	PRKACA
PRKACA	XBP1
XBP1	CEBPA
HRAS	RAF1
RAF1	NFKB1
RAF1	RELA
HRAS	MAPK3
HRAS	FOS
HRAS	MAPK14
HRAS	MAPK11
HRAS	MAPK13
HRAS	MAPK8
HRAS	MAPK9
HRAS	MAPK10
NFKB1	NFKB2
PIK3R5	THRA
THRA	RXRA
THRA	RXRB
THRA	RXRG
MAPK1	STAT1
STAT1	MYD88
MAPK1	ESR1
MAPK14	MAX
SMAD2	E2F4
PIK3R5	MTOR
MTOR	PPARG
MAPK14	CEBPB
CREBBP	EPAS1
HRAS	MAP3K1
MAP3K1	CHUK
CHUK	RELB
PRKACA	PPARA
PIK3R5	AKT3
AKT3	IRF3
NFKB1	TRAF6
TRAF6	IRF5
PIK3R5	GSK3B
GSK3B	GLI1
GSK3B	GLI2
GSK3B	GLI3
MAPK1	SMAD3
MAPK1	SMAD4
MAPK1	ELK1
ELK1	EGR1
CREB3L2	BDNF
CREB5	BDNF
CREB3L4	PDYN
CREB3L2	PDYN
CREB3L1	PDYN
NFKB1	BIRC3
GLI1	WNT16
GLI1	WNT1
GLI1	WNT9A
GLI2	GLI1
VDR	SLC8A1
NFKB1	CCL5
MAPK12	IL8
RBPJ	FCER2
CTNNB1	CCND3
NFATC4	TNF
NFKB1	TNF
RELA	IL6
CREBBP	NOS2
CREBBP	SERPINE1
CREBBP	PFKL
EP300	NOS2
EP300	SERPINE1
EP300	PFKL
HIF1A	NOS2
HIF1A	SERPINE1
SMAD4	ID3
SMAD4	ID4
SMAD4	SERPINE1
FOXO1	PCK1
SOS1	SPRED3
SOS1	BCL2L1
STAT3	SOCS2
STAT3	CCND3
STAT5A	SOCS2
STAT5A	SOCS5
STAT5B	SOCS7
STAT6	CCND1
STAT6	CCND2
STAT6	SOCS3
PAX6	GCK
EP300	MITF
MITF	TYRP1
LEF1	MITF
VDR	SLC34A2
NFKB2	CXCL12
RELA	CCL4L2
RELA	PTGS2
RELB	CCL19
PIK3CB	AKT1
PIK3CD	AKT3
PIK3R1	AKT2
PIK3R1	PDPK1
PIK3R2	AKT1
BBC3	TP53AIP1
TP53	PMAIP1
TP53	STEAP3
TP53	RRM2
STAT3	VEGFC
EPAS1	VEGFA
EPAS1	VEGFB
MAX	CKS1B
MYC	FIGF
NFKB2	BIRC3
NFKB2	BCL2
NFKB2	TRAF5
NFKB2	BIRC7
RELA	TRAF5
PIAS2	CDKN2B
CREB3L1	BCL2
PPARA	APOA5
PPARA	DBI
PPARA	FABP1
PPARA	ACSL6
PPARA	HMGCS2
PPARD	ACOX2
PPARG	CPT1C
PPARG	ACSL1
PPARG	ACSL4
PPARG	AQP7
PPARG	MMP1
RXRA	ACSL4
RXRA	ACADL
RXRA	APOA1
RXRA	ACADM
RXRA	PLTP
RXRA	SCP2
RXRA	ACOX2
RXRA	ADIPOQ
RXRB	SORBS1
RXRB	CPT1C
RXRB	ACSBG1
RXRB	GK
RXRB	ACADL
RXRB	APOA2
RXRB	PCK1
RXRB	UBC
RXRB	SCD5
RXRB	ACOX2
RXRG	DBI
RXRG	FABP1
RXRG	ACOX3
RXRG	FADS2
EGR1	CCL5
MAPK9	IL8
MAX	CDK4
MAX	CCND1
SMAD3	PITX2
SMAD5	ID1
SMAD5	ID3
SMAD9	ID4
FOS	IL1B
FOS	IL12A
FOS	CCL3L1
FOS	CCL5
FOS	CCL4L1
IRF3	CD86
IRF5	IL1B
IRF5	IL8
IRF5	CCL3L1
IRF5	TNF
IRF7	IFNA2
IRF7	IFNA13
MYD88	IFNA21
NFYA	LOC100509457
NFYC	HLA-DQA2
MAPK1	TNF
MAPK8	IL18
RFX5	LOC100507709
RFX5	HLA-DPA1
RFX5	HLA-DPB1
MAPK12	IL1A
MAPK12	IL1B
CREB5	AQP2
POU2F2	REL
USF1	ABCA1
CEBPA	AFP
CEBPB	AFP
USF1	APOC3
USF2	APOC3
ESR1	APOE
PPARG	APOE
USF1	APOE
SP2	CCND1
ELK1	CCT8
PPARG	CDKN1A
USF1	CEACAM6
USF1	CTSB
NFIC	CYP11A1
NFKB1	CYP11A1
SP1	CYP11A1
ETS1	DNTT
USF1	FBP1
PAX5	FCER2
CEBPA	FN1
ELK3	FOS
ESR1	FOS
ESR2	FOS
ETS2	FOS
STAT3	FOS
ETS1	FOSL1
CREB1	HMOX1
NFKB1	HMOX1
POU2F2	IL2
CEBPB	IL4
STAT4	IRF1
CEBPA	IVL
CREB1	JUN
JUN	JUN
SP1	KRT5
CREB1	LDHA
ETS1	LYZ
SP1	MAT2B
JUN	POLD2
ATF1	PPP2R4
ATF2	PTGS2
PPARG	PTGS2
MYC	PTMA
EPAS1	SERPINE1
PPARA	SERPINE1
NFIC	SFTPC
ATF1	TFRC
JUN	TFRC
HOXA4	TH
SP3	TNF
ERG	TNNC1
SMAD4	TNNC1
ESR1	UBE2L3
HIF1A	VHL
