HMGCR	MVK
MVK	PMVK
PMVK	MVD
MVD	FDPS
FDPS	HRAS
HRAS	MAPK1
MAPK1	SMAD2
SMAD2	SP1
HRAS	JUN
HRAS	RAF1
RAF1	NFKB1
MAPK1	ELK1
ELK1	EGR1
MAPK1	MYC
HRAS	PIK3R5
PIK3R5	THRA
THRA	RXRA
THRA	RXRB
THRA	RXRG
MAPK1	STAT1
MAPK1	TP53
PIK3R5	HIF1A
MAPK1	ETS1
HRAS	PLCE1
PLCE1	PRKACA
PRKACA	PPARA
PIK3R5	EGFR
EGFR	STAT5A
EGFR	STAT5B
MAPK1	STAT3
STAT3	STAT4
ITGB2	PIK3R5
HIF1A	CREBBP
CREBBP	SP1
PIK3R5	AKT3
AKT3	JUN
AKT3	NFKB1
ITGB2	PTK2
PTK2	MAPK1
PIK3R5	GSK3B
GSK3B	MYC
ITGB2	SRC
SRC	STAT3
STAT3	STAT1
PIK3R5	PLCE1
CREBBP	HKDC1
TEAD1	CCND1
TEAD3	SOX2
TCF7L1	SOX2
TEAD2	BIRC5
TCF7L1	MITF
RBPJ	HES5
EPAS1	SLC2A1
NFKB2	TRAF6
CREB1	BCL2
PPARA	EHHADH
PPARA	ACOX1
PPARG	ACSL3
PPARG	UCP1
RXRA	ACSL6
NFYA	LOC100509457
MAPK8	IL18
RFX5	HLA-DOA
RFX5	HLA-DOB
RFXAP	HLA-DRB4
MAPK12	IL6
MYB	TSC22D3
MYBL1	TSC22D3
SP1	CCND1
JUN	FOSL1
TFAP2A	GPX4
CREB1	GSTP1
SP1	GYPC
NFIC	HBA2
SP1	HBZ
RELA	HDAC1
RELA	HDAC2
JUNB	TIMP1
