HMGCR	MVK
MVK	PMVK
PMVK	MVD
MVD	FDPS
FDPS	HRAS
HRAS	RAF1
RAF1	NFKB1
RAF1	RELA
HRAS	MAPK1
MAPK1	SMAD2
SMAD2	SP1
MAPK1	ELK4
MAPK1	ETS1
ETS1	SRF
MAPK1	TP53
MAPK1	ETS2
HRAS	PLCE1
PLCE1	PRKACA
PRKACA	XBP1
XBP1	CEBPA
HRAS	JUN
MAPK1	CREB1
PRKACA	PPARA
MAPK1	CREB3
MAPK1	ATF2
MAPK1	ATF6B
MAPK1	ATF4
MAPK1	CREB3L2
MAPK1	CREB3L1
MAPK1	CREB5
NR3C2	KRAS
NR3C2	ATP1A3
NR3C2	ATP1B2
NR3C2	FXYD4
NR3C2	SCNN1G
CREB3	FOS
CREB1	FOS
ATF2	FOS
NPAS2	RORC
NPAS2	BHLHE40
CLOCK	RORA
MAPK11	CXCL1
RBPJL	CR2
SOS1	CCND3
SOS2	SPRY3
MITF	TYRP1
RELA	TRAF2
PIK3CG	AKT3
ETS1	IL8
RXRG	EHHADH
IRF7	IFNA8
NFYC	LOC100507714
NFYC	LOC101060835
NFYC	HLA-DQA1
NFYC	HLA-DRA
NFYC	HLA-DRB1
MAPK1	IL6
RFXAP	HLA-DOB
RFXAP	HLA-DPA1
RFXAP	HLA-DRB4
CREB5	AQP2
TCF7	JUN
TCF7	FOSL1
TCF7L2	JUN
TCF7L2	MMP7
TCF7L2	FOSL1
SP1	CD99
E2F4	CDC45
USF1	CEACAM6
ATF1	CGA
POU2F2	IL4
ETS1	IL5
JUND	IL5
SPI1	IL5
CEBPB	IL6
EGR1	IL6
REL	IL6
CEBPB	IL8
WT1	ODC1
NFIC	PCK2
SP1	PDGFB
ETS1	PPP2R4
ATF4	PTGS2
