TYMS	ITPA
ITPA	ADCY1
ADCY1	PRKACA
PRKACA	CREBBP
CREBBP	SP1
ADCY1	RAPGEF3
RAPGEF3	MAPK8
MAPK8	TP53
PRKACA	EP300
PRKACA	NFKB1
NFKB1	HIF1A
CREBBP	ARNT
PRKACA	MAPK1
MAPK1	MYC
RAPGEF3	MAPK14
MAPK14	AKT3
AKT3	IRF3
NFKB1	TRAF6
TRAF6	IRF7
TRAF6	MYD88
PRKACA	GLI1
PRKACA	GLI2
PRKACA	GLI3
PRKACA	RELA
MAPK8	JUN
PRKACA	CREB1
CREBBP	STAT5A
CREBBP	STAT5B
PRKACA	PPARA
PPARA	RXRA
CREBBP	RXRB
CREBBP	RXRG
PRKACA	PTK2
PTK2	GRB2
GRB2	SOS1
GRB2	SOS2
NFKB1	NFKB2
PRKACA	PDX1
MAPK8	ELK1
ELK1	SPI1
ITPA	NPR1
NPR1	PRKG1
PRKG1	PPP1CA
PPP1CA	YAP1
MAPK1	ESR1
PRKACA	PRKAG2
PRKAG2	MTOR
MTOR	PPARG
PRKACA	ATF2
MAPK1	ETS1
PPP1CA	WWTR1
MAPK14	CEBPB
CEBPB	CIITA
CIITA	NFYA
CIITA	NFYB
CIITA	NFYC
CIITA	RFX5
CIITA	RFXAP
CIITA	RFXANK
MAPK1	STAT1
PRKACA	XBP1
XBP1	CEBPA
PRKACA	CTNNB1
CTNNB1	HNF1A
CTNNB1	LEF1
LEF1	PPARD
ELK1	EGR1
MAPK8	SMAD3
MAPK8	SMAD4
MAPK8	FOS
MAPK8	JUND
MAPK1	STAT3
MAPK1	SMAD2
NFKB1	TRAF3
TRAF3	TBK1
TBK1	REL
CREBBP	RBPJL
RBPJL	HES1
HES1	NEUROG3
NEUROG3	PAX6
MAPK8	FOXO3
MYC	ZBTB17
MAPK14	MAX
MAX	PIAS2
PRKACA	MAPK3
RAPGEF3	MAPK11
RAPGEF3	MAPK13
RAPGEF3	MAPK9
RAPGEF3	MAPK10
TRAF6	IRF5
PRKACA	GSK3B
GSK3B	ARNTL
PRKAG2	CRY1
CRY1	NPAS2
GSK3B	CLOCK
MAPK1	ESR2
STAT3	IRF1
MYD88	VDR
CREBBP	EPAS1
CREB3L2	BDNF
CREB5	NPY
CREB3L4	FOS
CREB3L2	FOS
CREB3L3	ARC
CREB3L1	PDYN
RELA	BIRC8
RELA	BIRC3
GLI1	WNT16
GLI1	WNT7A
GLI1	WNT8A
GLI1	WNT9A
GLI2	BMP2
GLI2	WNT11
GLI2	WNT9A
GLI2	WNT10A
GLI3	BMP4
GLI3	WNT1
GLI3	WNT2
GLI3	WNT11
NR1H4	SLC51A
SMAD2	CDKN1A
ARNTL	NR1D1
NPAS2	PER1
TCF7L1	MYC
ESR1	SLC8A1
ESR1	CALB1
VDR	SLC8A1
VDR	CALB1
NFKB1	CCL5
MAPK12	IL8
ELK1	CCND3
JUN	CCND2
CREB1	IL8
ATF2	PCNA
CREB3L4	PCNA
ATF4	IL8
ATF4	PCNA
MAPK10	JUN
TP53	CDKN1B
CREB3L3	IL8
CREB5	PCNA
CREBBP	EDN1
CREBBP	EPO
CREBBP	HK2
CREBBP	HK3
CREBBP	PFKFB3
CREBBP	TF
CREBBP	TFRC
CREBBP	HKDC1
EP300	EDN1
EP300	EPO
EP300	HK2
EP300	HK3
EP300	PFKFB3
EP300	TF
EP300	TFRC
EP300	HKDC1
HIF1A	EDN1
HIF1A	EPO
HIF1A	HK2
HIF1A	HK3
HIF1A	PFKFB3
HIF1A	PFKFB4
HIF1A	PFKL
HIF1A	PGF
HIF1A	SLC2A1
ARNT	ENO2
ARNT	ANGPT1
TCF7	BIRC2
TCF7	AXIN1
TCF7L2	SNAI2
TCF7L2	AXIN2
TEAD1	CTGF
TEAD4	SOX2
TEAD3	CCND3
TCF7L1	CCND3
SOS1	SPRED3
SOS1	BCL2L1
SOS2	SPRY1
SOS2	SPRED2
SOS2	SPRED3
SOS2	CCND1
SOS2	BCL2L1
SOS2	SPRY4
STAT2	SOCS4
STAT2	SOCS7
STAT2	MYC
STAT5A	SOCS5
MITF	TYR
CREB3L3	MITF
NFKB2	CCL19
PIK3CA	AKT2
TP53	CD82
TP53	PERP
TP53	ZMAT3
TP53	THBS1
TP53	TP53I3
NFKB1	PGF
NFKB1	VEGFA
ETS1	MMP2
ETS1	CCND1
FOS	IL8
HIF1A	TGFB3
JUN	MMP1
MYC	MMP1
NFKB1	TRAF6
RELA	TRAF4
CREB1	MCL1
CREB3L4	BCL2
NFKB1	MYB
PPARA	ACAA1
PPARA	ME1
PPARA	UCP1
PPARD	ILK
PPARG	LPL
PPARG	SCD
RXRA	SORBS1
RXRA	DBI
